ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Approved
APPU50843872626,Male,15/02/84,13/07/16,C10004,A,COM0000109,B,2,3580,B001,P,Y,S133,C,0,58000,5,15.5,1395,7,0
APPV90341546736,Female,07/01/78,13/07/16,C10004,A,COM0017839,A,4,3000,B001,P,Y,S133,B,0,10000,2,16.25,491,7,0
APPW40655166803,Male,24/02/82,13/07/16,C10006,A,COM0004249,B,4,4500,B002,P,Y,S133,C,0,55000,3,,,7,0
APPX50650894921,Male,16/07/87,13/07/16,C10005,A,COM0023031,A,4,3000,B002,P,Y,S133,B,900,45000,5,,,7,0
APPY40972192039,Male,10/07/68,13/07/16,C10011,B,COM0009788,A,4,3000,,,Y,S133,B,0,50000,5,14.85,1186,10,0
APPZ10370292141,Male,02/09/81,13/07/16,C10001,A,COM0006202,B,4,3800,B002,P,Y,S133,B,0,50000,5,,,10,0
APPA50580494223,Male,17/02/88,13/07/16,C10002,A,COM0045658,A,4,2130,B001,P,Y,S133,B,400,20000,3,,,4,0
APPC10483913403,Male,03/03/91,13/07/16,C10001,A,COM0030514,B,4,3000,B001,P,Y,S122,B,0,30000,5,,,10,0
APPD10275118512,Male,02/10/89,13/07/16,C10003,A,COM0009918,C,4,1850,B017,G,Y,S133,B,0,43000,5,,,2,0
APPE90592085646,Female,01/08/89,20/07/16,C10004,A,COM0000530,A,4,2300,B026,P,N,S127,C,0,,,,,4,0
APPF70620059719,Male,01/09/93,13/07/16,C10002,A,COM0000321,B,4,2400,B002,P,Y,S133,B,550,10000,2,18.25,500,4,0
APPH40446274939,Male,16/09/84,13/07/16,C10001,A,COM0017792,C,4,3500,B004,P,Y,S133,B,0,35000,3,16.75,1243,10,0
APPI50842691042,Male,08/01/91,13/07/16,C10011,B,COM0000043,B,3,2300,B001,P,Y,S127,C,0,39000,5,24,1122,4,0
APPJ60538104102,Male,10/02/89,13/07/16,C10001,A,COM0051400,B,4,1900,B002,P,Y,S133,B,500,24000,5,18.4,615,2,0
APPK50759409216,Male,30/01/84,13/07/16,C10001,A,COM0054972,A,4,2645,B001,P,Y,S122,B,0,20000,5,,,7,0
APPL20214519325,Female,09/07/91,13/07/16,C10002,A,COM0055512,A,4,1214.1,B001,P,N,S133,B,700,,,,,0,0
APPM70161841441,Female,09/09/78,13/07/16,C10086,C,COM0047768,A,4,4000,B007,G,N,S143,B,0,,,,,7,0
APPN80332758519,Female,09/02/88,13/07/16,C10041,C,COM0000780,C,4,5800,B022,G,N,S133,B,0,,,,,10,0
APPO70845423625,Male,07/06/69,13/07/16,C10004,A,COM0026126,C,4,1800,,,Y,S133,B,0,40000,5,,,2,0
APPP90014935744,Female,15/12/68,13/07/16,C10003,A,COM0008182,A,4,5000,B004,P,Y,S133,B,0,132000,5,,,10,0
APPR50985752919,Male,06/03/91,13/07/16,C10028,C,COM0000046,A,1,2200,B003,G,Y,S133,C,0,32000,5,,,4,0
APPS50357973028,Female,28/09/92,13/07/16,C10080,C,COM0046547,A,4,700,,,N,S122,B,100,,,,,0,0
APPW70131293428,Male,05/12/79,13/07/16,C10003,A,COM0054946,A,4,4000,B003,G,Y,S127,B,876,30000,4,14.85,833,10,0
APPX90415853537,Female,14/01/79,13/07/16,C10002,A,COM0026596,A,4,3100,B003,G,N,S133,E,800,,,,,7,0
APPY10242468643,Female,26/02/89,14/07/16,C10032,C,COM0003849,A,4,2500,B003,G,N,S122,B,0,,,,,0,0
APPZ70075575706,Male,08/01/91,13/07/16,C10011,B,COM0000043,B,3,2300,B001,P,Y,S127,C,0,39000,5,18.25,996,4,0
APPA80262357813,Female,14/09/86,13/07/16,C10006,A,COM0000885,C,4,5250,B005,P,N,S133,B,2450,,,,,0,0
APPB90370297924,Male,06/01/90,13/07/16,C10040,C,COM0001223,C,4,1800,B014,P,Y,S133,C,0,42000,5,18.4,1076,2,0
APPC90360032034,Female,21/07/85,13/07/16,C10003,A,COM0000190,B,4,1360,B002,P,N,S133,B,920,,,,,0,0
APPE60095742203,Female,14/09/86,13/07/16,C10006,A,COM0000885,C,4,5250,B005,P,N,S133,B,2450,,,,,0,0
APPF50255892323,Male,02/07/81,13/07/16,C10010,A,COM0000005,A,1,9000,,,Y,S122,D,0,120000,5,14.85,2845,10,0
APPG60103987435,Female,24/12/85,13/07/16,C10004,A,COM0009949,C,4,2600,B003,G,Y,S133,B,0,30000,4,,,10,0
APPH20982517542,Male,11/01/82,13/07/16,C10001,A,COM0010671,C,4,10000,B001,P,Y,S122,B,0,20000,2,,,10,0
APPI30059199609,Male,15/07/80,13/07/16,C10026,C,COM0004083,A,4,4665,B002,P,Y,S133,B,0,60000,5,,,10,0
APPJ40154259712,Male,20/05/72,13/07/16,C10001,A,COM0006410,B,4,3500,B016,G,Y,S122,F,0,54000,5,,,4,0
APPM40977129041,Male,19/06/80,13/07/16,C10383,B,COM0002780,A,4,3500,B003,G,Y,S143,B,0,92000,5,,,7,0
APPN90327949113,Male,01/08/91,13/07/16,C10002,A,COM0000321,B,4,2000,B004,P,Y,S133,B,0,20000,2,,,4,0
APPO80451254239,Female,26/08/79,13/07/16,C10004,A,COM0010249,A,4,1500,B004,P,N,S127,B,200,,,,,0,0
APPP90034801345,Male,01/05/88,13/07/16,C10040,C,COM0000018,A,1,1800,B003,G,Y,S133,B,0,10000,2,18.4,501,0,0
APPQ90985434405,Female,19/01/88,13/07/16,C10001,A,COM0032137,B,4,1400,B010,G,N,S133,C,0,,,,,0,0
APPR80088696517,Male,23/06/92,13/07/16,C10003,A,COM0015070,A,4,2400,B004,P,Y,S122,B,0,50000,5,,,4,0
APPS30809056621,Male,14/12/90,13/07/16,C10002,A,COM0009167,B,4,2500,B002,P,Y,S133,B,0,44000,5,19,1141,7,0
APPT70899356738,Female,01/07/68,13/07/16,C10309,C,COM0028759,A,4,1900,B001,P,N,S133,B,1400,,,,,0,0
APPU60563339803,Female,01/12/89,13/07/16,C10021,B,COM0006673,A,4,2800,B003,G,N,S133,B,0,,,,,7,0
APPW30299932025,Female,23/04/82,13/07/16,C10002,A,COM0005754,C,4,8500,B001,P,N,S133,B,1450,,,,,10,0
APPX10442814135,Female,20/11/87,13/07/16,C10006,A,COM0003085,B,4,2700,B004,P,Y,S133,B,950,30000,4,,,7,0
APPY40848699206,Female,07/03/85,13/07/16,C10003,A,COM0036351,A,4,2500,B009,G,Y,S133,C,0,36000,5,19,934,4,0
APPZ10760629326,Female,28/01/86,13/07/16,C10003,A,COM0043267,B,4,1380,,,N,S133,B,0,,,,,0,0
APPA70625701439,Female,04/03/76,13/07/16,C10003,A,COM0027264,A,4,1200,B004,P,N,S127,B,200,,,,,0,0
APPB50762885548,Female,03/03/90,13/07/16,C10032,C,COM0018411,B,4,1150,,,N,S133,B,250,,,,,0,0
APPC60530719608,Male,28/02/87,13/07/16,C10043,B,COM0000130,B,4,2060,B002,P,Y,S133,B,0,48000,5,,,4,0
APPD60297304746,Male,03/03/91,13/07/16,C10010,A,,,,5000,,,Y,S122,D,0,82000,5,14.85,1944,10,0
APPF20825527911,Female,19/02/92,13/07/16,C10005,A,COM0046941,A,4,1600,,,N,S133,B,0,,,,,0,0
APPG50588628027,Male,03/03/90,13/07/16,C10032,C,COM0018409,B,4,2100,,,Y,S133,B,500,10000,3,32.5,438,4,0
APPH30679149136,Female,10/07/93,13/07/16,C10193,C,COM0000834,C,4,1700,B010,G,N,S127,B,0,,,,,2,0
APPL10556115544,Male,13/04/83,13/07/16,C10004,A,COM0026071,B,4,5500,B004,P,Y,S137,B,400,50000,4,23.5,1616,10,0
APPN30376505716,Male,17/11/87,13/07/16,C10005,A,COM0043770,A,4,2000,B003,G,Y,S133,C,0,29000,5,32.5,983,4,0
APPO20994301824,Female,08/11/85,13/07/16,C10006,A,COM0001608,A,4,1150,B003,G,N,S133,B,0,,,,,0,0
APPQ30354501021,Female,17/10/91,13/07/16,C10001,A,COM0005258,B,4,1050,B001,P,N,S133,B,0,,,,,0,0
APPR40176799137,Female,30/07/86,14/07/16,C10386,B,COM0000798,B,4,3050,B002,P,N,S127,B,196.8,,,,,7,0
APPS80186632243,Female,27/07/82,13/07/16,C10003,A,COM0002201,A,4,2000,B007,G,N,S133,B,1000,,,,,0,0
APPT30128999307,Male,15/10/91,13/07/16,C10003,A,COM0000051,C,1,1610.6,B001,P,Y,S122,B,0,31000,4,,,2,0
APPV80312152529,Female,22/03/83,13/07/16,C10027,A,COM0000024,C,2,7100,B002,P,N,S122,B,3400,,,,,0,0
APPW90176042631,Male,01/01/88,13/07/16,C10028,C,COM0001869,A,4,2663,B008,G,Y,S143,C,0,40000,5,,,7,0
APPX20316495701,Female,07/03/80,13/07/16,C10021,B,COM0013435,B,4,1500,B009,G,N,S133,B,1000,,,,,0,0
APPY20594576821,Female,31/12/95,13/07/16,C10001,A,COM0007069,A,4,20000,B004,P,N,S133,B,1500,,,,,10,0
APPZ10756994932,Female,22/03/84,13/07/16,C10027,A,COM0000024,C,2,7100,B002,P,N,S122,B,3400,,,,,0,0
APPA90821982041,Female,25/02/84,13/07/16,C10193,C,COM0000119,C,1,1200,B004,P,N,S127,B,300,,,,,0,0
APPC10773141228,Female,10/08/86,13/07/16,C10004,A,COM0029750,A,4,2000,B003,G,Y,S133,B,4.8,12000,1,20,1112,4,0
APPD10598957334,Male,30/09/57,13/07/16,C10005,A,COM0003111,B,4,5500,B019,G,Y,S133,B,0,145000,5,,,10,0
APPE60840016443,Male,10/10/86,13/07/16,C10004,A,COM0001326,B,4,3000,B003,G,Y,S159,C,0,45000,5,18.25,1149,7,0
APPG70822282634,Male,10/07/72,13/07/16,C10359,C,COM0041919,A,4,6000,B003,G,Y,S133,B,1120,100000,5,,,7,0
APPJ50467663936,Male,15/01/95,13/07/16,C10006,A,COM0000035,B,3,2000,B004,P,Y,S133,B,261.4,10000,3,28.5,416,4,0
APPK20105329004,Male,02/06/79,13/07/16,C10006,A,COM0047054,A,4,2900,B001,P,Y,S127,B,0,30000,4,,,7,0
APPL30827048118,Female,05/11/70,13/07/16,C10004,A,COM0002903,B,4,1600,B002,P,N,S127,B,400,,,,,0,0
APPM60799221233,Male,25/02/87,13/07/16,C10002,A,COM0020932,A,4,1800,B012,G,Y,S133,B,300,10000,3,,,2,0
APPO30532008416,Male,27/07/88,13/07/16,C10002,A,COM0005368,B,4,2137.2,B001,P,Y,S133,B,0,20000,3,,,4,0
APPP50300073523,Male,30/09/85,13/07/16,C10017,B,COM0000018,A,1,2700,B003,G,Y,S133,F,0,40000,5,14.49,941,4,0
APPQ50423425648,Female,06/08/82,13/07/16,C10005,A,COM0005775,A,4,3640,B019,G,N,S133,B,3500,,,,,0,0
APPR10313794729,Male,15/06/65,13/07/16,C10001,A,COM0044633,A,4,2750,B001,P,Y,S127,B,888,39000,5,20,1033,7,0
APPS60137527838,Female,05/02/81,13/07/16,C10115,C,COM0044250,A,4,1800,B003,G,N,S133,B,0,,,,,0,0
APPT50157999945,Female,12/04/90,13/07/16,C10001,A,COM0006999,A,4,2060,B004,P,Y,S144,B,0,46000,5,20,1219,4,0
APPU70926813017,Male,16/05/90,13/07/16,C10001,A,COM0000884,C,4,2100,B002,P,Y,S122,B,400,28000,4,,,4,0
APPV20663856128,Female,15/08/84,13/07/16,C10003,A,COM0042554,A,4,1500,,,N,S133,B,0,,,,,0,0
APPW70501551236,Female,15/03/76,13/07/16,C10043,B,COM0000066,C,1,5750,B002,P,N,S127,B,2300.5,,,,,0,0
APPZ20169581537,Male,21/01/79,13/07/16,C10289,C,COM0046036,A,4,1550,B010,G,Y,S143,B,500,11000,3,,,2,0
APPA80012648647,Male,14/02/90,13/07/16,C10006,A,COM0032372,A,4,4880,B007,G,Y,S159,C,0,80000,5,14.85,1897,7,0
APPB40938953737,Male,03/08/91,13/07/16,C10001,A,COM0004719,A,4,3500,B003,G,Y,S122,B,0,10000,5,18,254,7,0
APPC90913734809,Male,01/08/90,13/07/16,C10006,A,COM0052506,A,4,1500,B001,P,Y,S133,C,0,33000,5,20,874,2,0
APPD70914074913,Female,07/10/87,13/07/16,C10003,A,COM0000014,A,,1000,B003,G,N,S133,B,200,,,,,0,0
APPE60607328025,Male,12/01/79,13/07/16,C10068,C,COM0000276,B,4,1500,B001,P,Y,S133,B,0,15000,4,18.4,444,2,0
APPG20376855243,Male,21/07/88,13/07/16,C10006,A,COM0000749,A,4,3000,B004,P,Y,S122,B,700,20000,3,15.5,698,7,0
APPI30884754413,Male,21/06/77,13/07/16,C10003,A,COM0009003,A,4,2000,,,Y,S122,B,0,30000,3,19,1100,4,0
APPJ90816112527,Female,04/06/89,13/07/16,C10005,A,COM0043782,A,4,750,B002,P,N,S133,B,300,,,,,0,0
APPK90609447644,Female,06/06/91,13/07/16,C10003,A,COM0014272,B,4,3000,B001,P,N,S133,B,1169.8,,,,,7,0
APPL90442513735,Male,30/01/82,13/07/16,C10001,A,COM0004065,A,4,50000,B003,G,Y,S133,B,0,120000,5,,,10,0
APPM70598293846,Male,02/05/77,13/07/16,C10016,B,COM0009542,C,4,2000,B001,P,Y,S159,B,228.5,22000,5,,,4,0
APPN50596751938,Male,07/11/78,13/07/16,C10002,A,COM0035911,A,4,4000,B002,P,Y,S127,B,800,50000,3,20,1858,10,0
APPP40564804107,Female,23/10/88,13/07/16,C10021,B,COM0003587,B,4,1400,B004,P,N,S133,B,0,,,,,0,0
APPQ20646152215,Male,20/02/62,13/07/16,C10286,C,COM0038658,A,4,5542,B002,P,Y,S127,B,2066.6,24000,5,17,596,7,0
APPR90573562321,Male,17/08/85,13/07/16,C10006,A,COM0003839,A,4,1800,B010,G,Y,S133,C,0,42000,5,,,2,0
APPS30468877439,Male,06/07/93,13/07/16,C10064,C,COM0004278,A,4,1550,B008,G,Y,S133,B,0,10000,3,20,372,2,0
APPT60997462546,Female,05/06/90,13/07/16,C10005,A,COM0032797,A,4,1500,B004,P,N,S144,B,0,,,,,0,0
APPU60451986614,Male,30/05/84,13/07/16,C10001,A,COM0000016,A,1,3400,B002,P,Y,S133,C,0,53000,5,19,1375,4,0
APPV30844179725,Male,07/09/62,13/07/16,C10001,A,COM0024664,B,4,5000,B001,P,Y,S143,E,200,56000,3,14.85,1937,10,0
APPW10242972833,Male,08/08/88,13/07/16,C10005,A,COM0013979,A,4,4500,B004,P,Y,S143,B,1000,50000,5,,,10,0
APPX20733415945,Female,30/09/86,13/07/16,C10014,B,COM0024122,A,4,1500,B010,G,Y,S133,C,0,33000,5,20,874,2,0
APPY80674577005,Female,02/03/65,13/07/16,C10008,A,COM0028003,A,4,5700,B019,G,N,S133,B,1180,,,,,10,0
APPZ50102302112,Male,05/08/94,13/07/16,C10001,A,COM0000940,C,4,1850,B002,P,Y,S133,B,0,20000,5,20,530,2,0
APPA60981129226,Male,08/01/87,13/07/16,C10015,C,COM0004290,A,4,1500,B007,G,Y,S133,B,0,20000,4,20,609,2,0
APPC80404001401,Female,08/04/85,13/07/16,C10005,A,COM0024629,B,4,3800,B004,P,Y,S133,B,0,28000,1,,,7,0
APPF50405483746,Male,21/05/91,13/07/16,C10003,A,COM0000439,C,4,2750,B004,P,Y,S133,B,0,20000,5,16.75,494,10,0
APPH60111387921,Male,17/12/86,13/07/16,C10001,A,COM0003209,A,4,3100,B006,P,Y,S133,B,0,5000,2,,,7,0
APPK30989196226,Male,29/11/85,13/07/16,C10010,A,COM0054725,A,4,1000,B004,P,Y,S133,B,200,20000,2,,,0,0
APPL30064161333,Male,23/04/90,13/07/16,C10010,A,COM0006774,B,4,2650,B001,P,Y,S133,E,1020,10000,3,17,357,7,0
APPM50589795418,Female,28/06/78,13/07/16,C10003,A,COM0046652,A,4,1500,,,N,S133,E,0,,,,,0,0
APPN40825577522,Female,19/05/87,13/07/16,C10001,A,COM0004868,B,4,3400,B005,P,N,S127,B,723.4,,,,,10,0
APPO30374313634,Male,26/10/81,13/07/16,C10001,A,COM0048113,B,4,1900,B003,G,Y,S133,B,0,43000,5,,,2,0
APPP80302404748,Female,01/03/85,13/07/16,C10003,A,COM0048419,B,4,1800,B038,P,N,S144,B,1000,,,,,0,0
APPR30320868915,Female,04/11/65,13/07/16,C10002,A,COM0011015,B,4,5100,B026,P,N,S133,B,2100,,,,,0,0
APPS30856344042,Male,08/03/88,13/07/16,C10007,A,COM0000246,C,4,1800,B008,G,Y,S133,B,170,10000,3,,,2,0
APPT50461517109,Male,20/02/62,13/07/16,C10286,C,COM0038684,A,4,5542,B002,P,Y,S127,B,2066.6,30000,5,,,7,0
APPU30689536214,Male,02/10/83,13/07/16,C10064,C,COM0000457,C,4,5100,B001,P,Y,S133,E,1850,50000,5,,,10,0
APPV30004695329,Male,12/07/88,13/07/16,C10001,A,COM0003424,A,4,2000,B001,P,Y,S133,B,400,30000,5,20,795,4,0
APPX60476964501,Female,17/09/64,13/07/16,C10142,C,COM0030434,A,4,3300,B003,G,Y,S133,B,1000,30000,3,,,7,0
APPY90068566621,Male,04/04/80,13/07/16,C10029,C,COM0045632,A,4,2500,B004,P,Y,S122,B,500,20000,4,,,7,0
APPZ50483476733,Male,04/06/85,13/07/16,C10001,A,COM0012575,C,4,5050,B002,P,Y,S137,B,0,30000,2,17.75,1494,10,0
APPB60084388907,Male,23/04/83,13/07/16,C10003,A,COM0001380,B,4,3600,B004,P,Y,S133,B,1200,20000,4,17,577,10,0
APPC40451045012,Male,11/01/82,13/07/16,C10001,A,COM0000011,A,1,4450,B001,P,Y,S122,B,0,20000,2,,,10,0
APPE80081271232,Male,20/07/83,13/07/16,C10007,A,COM0000035,B,3,1860,B003,G,Y,S133,E,500,10000,2,,,2,0
APPF30853407349,Female,03/07/90,13/07/16,C10004,A,COM0000011,A,1,3500,B003,G,N,S143,B,1500,,,,,0,0
APPG60573396403,Male,15/06/81,13/07/16,C10006,A,COM0000736,A,4,2500,B003,G,Y,S133,C,0,36000,5,15.5,866,4,0
APPH90029347516,Female,16/05/96,13/07/16,C10002,A,COM0032987,A,4,1200,B007,G,N,S133,B,300,,,,,0,0
APPI60668309624,Female,21/05/88,13/07/16,C10007,A,COM0014700,B,4,1406.4,B004,P,N,S134,B,207.5,,,,,0,0
APPJ80335345738,Female,15/12/89,13/07/16,C10032,C,COM0001025,A,4,1500,B004,P,Y,S133,B,0,33000,5,20,874,2,0
APPK20108941846,Female,06/07/89,13/07/16,C10006,A,COM0000071,C,3,3000,B004,P,Y,S134,B,0,30000,5,,,10,0
APPL60057018905,Male,03/07/90,13/07/16,C10004,A,COM0000011,A,1,3500,B003,G,Y,S143,B,1200,50000,5,,,10,0
APPM10974798021,Female,30/09/89,13/07/16,C10001,A,COM0000266,B,4,1250,B002,P,N,S133,C,0,,,,,0,0
APPN40807448139,Female,11/01/86,13/07/16,C10003,A,COM0006954,C,4,1794,B001,P,N,S127,B,979.9,,,,,0,0
APPO90054999245,Female,18/10/90,13/07/16,C10008,A,COM0001289,A,4,1410,B001,P,N,S133,B,0,,,,,0,0
APPP20706407319,Male,30/09/88,13/07/16,C10006,A,COM0001970,B,4,3000,B002,P,Y,S143,B,0,10000,1,,,7,0
APPQ60898051429,Female,01/01/90,13/07/16,C10012,A,COM0005061,A,4,2300,B042,G,Y,S133,B,0,10000,1,20,926,4,0
APPR10413439548,Male,25/05/89,13/07/16,C10001,A,COM0000126,A,2,3400,B003,G,Y,S133,B,500,10000,2,19,504,7,0
APPT10733364721,Female,04/09/86,13/07/16,C10072,B,COM0044874,C,4,900,B009,G,N,S133,B,0,,,,,0,0
APPU80452425832,Male,15/01/87,13/07/16,C10282,C,COM0001113,B,4,3000,B003,G,Y,S122,B,500,62000,5,15.75,1499,7,0
APPW80265675002,Female,04/11/88,13/07/16,C10022,B,COM0056384,B,4,1510,B040,P,Y,S133,B,0,10000,3,18.4,364,2,0
APPX50956456111,Male,11/01/89,13/07/16,C10001,A,COM0000011,A,1,4700,B001,P,Y,S122,B,0,20000,2,,,10,0
APPZ40232354345,Female,18/10/84,13/07/16,C10004,A,COM0001318,C,4,5200,B002,P,Y,S133,B,1825,50000,5,,,10,0
APPA90913625411,Male,05/09/73,13/07/16,C10677,C,COM0036156,A,4,20000,B004,P,Y,S133,B,200,10000,1,,,7,0
APPB20077095527,Male,17/12/80,13/07/16,C10002,A,COM0010964,A,4,11600,B005,P,Y,S133,B,1500,50000,3,,,10,0
APPC70966475636,Male,05/08/75,13/07/16,C10046,C,COM0054674,A,4,2800,B003,G,Y,S133,B,0,50000,5,,,7,0
APPD30599631712,Male,20/02/79,13/07/16,C10094,C,COM0055394,A,4,4000,B030,P,Y,S133,B,850,73000,5,,,7,0
APPE50189248823,Male,17/12/86,13/07/16,C10001,A,COM0003209,A,4,3100,B006,P,Y,S133,E,0,5000,2,15.5,244,7,0
APPF20723798935,Male,29/07/67,13/07/16,C10007,A,COM0001934,A,4,20000,B001,P,Y,S133,B,5000,20000,1,,,10,0
APPG10631332041,Female,06/01/91,13/07/16,C10005,A,COM0002985,C,4,4000,B003,G,Y,S143,C,0,64000,5,,,7,0
APPH80361236105,Male,04/03/83,13/07/16,C10003,A,COM0044170,A,4,3100,B001,P,Y,S133,B,730,30000,5,,,7,0
APPI20174016214,Male,25/07/88,13/07/16,C10002,A,COM0003700,A,4,3000,B031,G,Y,S122,B,0,30000,3,,,7,0
APPK50199072438,Female,25/08/90,13/07/16,C10002,A,COM0051580,A,4,1600,B002,P,N,S133,B,500,,,,,0,0
APPL10523076547,Male,07/07/86,13/07/16,C10229,C,COM0004374,C,4,4000,B001,P,Y,S133,B,730,30000,5,15.5,722,7,0
APPM70438911607,Male,21/01/74,13/07/16,C10007,A,COM0024101,A,4,2000,,,Y,S127,B,0,45000,5,,,4,0
APPN60416224734,Male,06/08/85,13/07/16,C10002,A,COM0003152,B,4,3150,B005,P,Y,S133,B,300,10000,1,,,7,0
APPO80295432845,Female,13/09/91,13/07/16,C10043,B,COM0002065,B,4,1000,B009,G,N,S133,B,0,,,,,0,0
APPP60920552907,Male,27/04/91,13/07/16,C10002,A,COM0001272,C,4,2300,B026,P,Y,S133,C,0,36000,5,16.75,890,4,0
APPQ40790389016,Male,09/08/94,13/07/16,C10003,A,COM0056724,B,4,2000,B001,P,Y,S133,B,0,15000,3,18.25,544,4,0
APPR10550933121,Female,27/04/80,13/07/16,C10003,A,COM0004119,A,4,1700,B010,G,N,S133,B,0,,,,,0,0
APPT40427748346,Female,10/07/93,13/07/16,C10003,A,COM0054183,B,4,1400,B004,P,N,S133,B,0,,,,,0,0
APPV80851873519,Male,07/07/75,13/07/16,C10003,A,COM0002657,A,4,7500,B009,G,Y,S127,C,0,130000,5,,,7,0
APPW50046157626,Female,27/04/80,13/07/16,C10003,A,COM0004119,A,4,1700,B010,G,N,S133,B,0,,,,,0,0
APPX60837251733,Female,08/06/89,13/07/16,C10002,A,COM0002546,B,4,4600,B004,P,N,S133,B,2200,,,,,0,0
APPY70400816805,Female,24/02/86,13/07/16,C10002,A,COM0000404,B,4,3500,B004,P,Y,S133,B,0,50000,5,,,10,0
APPA90127187028,Female,17/02/83,13/07/16,C10002,A,COM0004664,A,4,2600,B011,P,Y,S133,B,0,39000,5,19.75,1028,7,0
APPB70431194132,Male,31/10/92,13/07/16,C10098,C,COM0001574,A,4,3000,B007,G,Y,S143,B,500,30000,3,,,7,0
APPD30635646315,Male,13/07/88,13/07/16,C10001,A,COM0000005,A,1,5000,,,Y,S122,D,0,,,,,10,0
APPE90815573428,Female,17/02/83,13/07/16,C10001,A,COM0056471,A,4,1400,,,N,S133,B,416.6,,,,,0,0
APPG20374027615,Male,24/03/65,13/07/16,C10094,C,COM0012720,B,4,54000,B040,P,Y,S133,B,0,30000,3,,,10,0
APPI40760725843,Male,24/04/87,13/07/16,C10001,A,COM0000557,B,4,2000,B001,P,Y,S133,B,0,10000,3,16.75,355,4,0
APPJ30604957906,Female,16/08/80,13/07/16,C10002,A,COM0000557,B,4,1000,B002,P,N,S133,B,0,,,,,0,0
APPK60237983016,Female,17/02/83,13/07/16,C10002,A,COM0043284,A,4,2600,B024,G,Y,S133,B,600,20000,5,17.5,502,7,0
APPL10321315128,Male,20/10/90,13/07/16,C10014,B,COM0005579,B,4,3300,B002,P,Y,S133,C,0,51000,5,14.85,1209,10,0
APPM80534749205,Female,26/04/95,13/07/16,C10002,A,COM0000437,B,4,1000,B001,P,N,S133,C,0,,,,,0,0
APPN90195238314,Female,02/10/94,13/07/16,C10001,A,COM0001148,C,4,990,B004,P,N,S133,B,0,,,,,0,0
APPP20183223532,Female,12/10/73,13/07/16,C10009,B,COM0002378,A,4,20000,B005,P,Y,S133,B,578.3,20000,5,,,10,0
APPQ90517513643,Male,11/01/89,13/07/16,C10001,A,COM0000011,A,1,4150,B001,P,Y,S122,B,0,20000,2,,,10,0
APPR80187099703,Female,02/10/94,13/07/16,C10001,A,COM0001148,C,4,3000,B004,P,N,S133,B,0,,,,,10,0
APPT80348261934,Male,07/05/85,13/07/16,C10001,A,COM0003998,B,4,2800,B004,P,Y,S156,B,500,24000,4,15.5,674,10,0
APPU70966672003,Female,05/07/92,13/07/16,C10005,A,COM0000498,A,4,1000,B002,P,N,S133,B,0,,,,,0,0
APPV80847033124,Male,21/06/79,13/07/16,C10005,A,COM0001502,B,4,10649,B001,P,Y,S122,B,3910.6,90000,3,,,10,0
APPW60098844206,Male,27/04/80,13/07/16,C10003,A,COM0004119,A,4,2200,B010,G,Y,S133,B,0,34000,4,,,0,0
APPX60290199315,Male,05/10/84,13/07/16,C10001,A,COM0000570,B,4,4200,B002,P,Y,S133,B,0,69000,5,,,10,0
APPY60735937422,Male,20/09/89,13/07/16,C10002,A,COM0000779,B,4,3996.3,B004,P,Y,S143,B,962.1,20000,3,,,10,0
APPZ10253316545,Female,28/07/87,13/07/16,C10001,A,COM0010021,A,4,6500,B017,G,N,S134,B,0,,,,,10,0
APPA40836409608,Male,07/08/89,13/07/16,C10004,A,COM0041963,A,4,3350,B003,G,Y,S127,B,350,10000,1,15.5,905,7,0
APPB70164348725,Male,03/10/87,13/07/16,C10009,B,COM0001271,A,4,2500,B003,G,Y,S122,C,0,36000,5,14.85,854,7,0
APPC70150848831,Male,19/01/76,13/07/16,C10064,C,COM0014045,A,4,3050,B002,P,Y,S133,B,0,20000,3,,,7,0
APPD20407463945,Male,04/02/82,13/07/16,C10001,A,COM0042379,C,4,3050,B003,G,Y,S133,B,1.8,10000,5,15.5,241,7,1
APPE40495154003,Female,05/10/89,13/07/16,C10003,A,COM0000313,B,4,1300,B002,P,N,S133,B,0,,,,,0,0
APPF30563032117,Female,20/08/82,13/07/16,C10003,A,COM0007670,A,4,5600,B007,G,Y,S137,B,0,50000,4,,,10,0
APPG90909204228,Female,18/11/91,13/07/16,C10425,C,COM0028734,A,4,1100,B037,G,N,S159,B,850,,,,,0,0
APPH20889483338,Female,05/06/86,13/07/16,C10003,A,COM0000030,B,3,2400,B001,P,N,S133,B,1400,,,,,0,0
APPI30023257448,Female,09/03/83,13/07/16,C10136,B,COM0047973,A,4,1400,B012,G,N,S133,B,0,,,,,0,0
APPJ80619097505,Female,18/11/91,13/07/16,C10425,C,COM0001591,A,4,2000,B037,G,N,S159,B,1000,,,,,0,0
APPL80734052738,Male,27/03/87,13/07/16,C10002,A,COM0031847,A,4,2150,B011,P,Y,S133,B,400,10000,2,20,509,4,0
APPM50981648846,Male,03/05/86,13/07/16,C10036,C,COM0032075,A,4,3000,B023,G,Y,S122,F,0,45000,5,,,4,0
