material_id,formula_pretty,n_elements,contains_transition_metal,formation_energy_per_atom,energy_per_atom,band_gap,density,volume,elements,Target
mp-1235710,LiTiFe5O8,4,TRUE,0.133235644,-0.2006154474,-0.1454800568,0.5145520607,-0.7479427651,"['Fe', 'Li', 'O', 'Ti']",FALSE
mp-759912,Li10CoNi9O20,4,TRUE,0.5003645884,0.3853386431,-0.5633840171,0.7003630588,-0.262004382,"['Co', 'Li', 'Ni', 'O']",FALSE
mp-753729,LiMnVP2(HO5)2,6,TRUE,-0.3942517157,-0.05445855169,-0.1680273703,-0.4399762711,-0.715995028,"['H', 'Li', 'Mn', 'O', 'P', 'V']",FALSE
mp-1175289,Li7Mn4CoO12,4,TRUE,-0.03638168974,0.1204995174,-0.8682128618,0.08561408176,-0.5961392493,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1280939,LiCr2O3,3,FALSE,-0.2195143807,-0.262871507,0.04715389763,0.477073902,-0.8966679143,"['Cr', 'Li', 'O']",TRUE
mp-776156,LiMnF3,3,TRUE,-1.129081136,0.2653627461,1.532229653,-0.3038791084,-0.5464179004,"['F', 'Li', 'Mn']",TRUE
mp-768821,Li2Bi2B2O7,4,FALSE,-0.3213881076,0.1239493256,1.165920446,1.209061615,0.2255034473,"['B', 'Bi', 'Li', 'O']",TRUE
mp-831237,LiMnH8(SO6)2,5,TRUE,0.394893988,0.3628102182,-0.0678170882,-1.114957786,1.763071919,"['H', 'Li', 'Mn', 'O', 'S']",FALSE
mp-758877,Li7Mn7P6(O8F)3,5,TRUE,-0.7453393238,-0.1053529688,1.28312585,-0.3019356806,1.843146653,"['F', 'Li', 'Mn', 'O', 'P']",TRUE
mp-776553,Li2MnVP2(HO5)2,6,TRUE,-0.4726248005,-0.02316285484,-0.649510692,-0.4167868856,-0.1841302789,"['H', 'Li', 'Mn', 'O', 'P', 'V']",FALSE
mp-760002,Li3Cu2F7,3,FALSE,-0.5234586968,0.173961843,-0.4517985138,-0.1742680019,0.3056964408,"['Cu', 'F', 'Li']",FALSE
mp-20046,LiCoAsO4,4,TRUE,0.1664125631,0.1939003179,0.08344627007,0.3471195681,-0.3180670463,"['As', 'Co', 'Li', 'O']",TRUE
mp-754923,Li2AlVO4,4,FALSE,-0.8056474614,0.004690167777,0.7931788222,-0.5763055372,-0.7209468095,"['Al', 'Li', 'O', 'V']",TRUE
mp-1176724,LiFeF3,3,TRUE,-0.7206746108,0.4132272464,1.186165631,-0.4363595001,2.098863585,"['F', 'Fe', 'Li']",TRUE
mp-766017,Li4Mn2Ni3Sb3O16,5,TRUE,0.1338865387,0.1766459621,-0.8682128618,0.8335288837,-0.3407996622,"['Li', 'Mn', 'Ni', 'O', 'Sb']",FALSE
mp-1096269,LiYZn2,3,FALSE,3.832483888,-0.3898152777,-0.6908135786,-2.281813207,1.960979213,"['Li', 'Y', 'Zn']",FALSE
mp-672336,Li5Ca7Sn11,3,FALSE,1.633975721,1.115774758,-0.8682128618,0.3248516574,2.431961628,"['Ca', 'Li', 'Sn']",FALSE
mp-1096167,LiScIn2,3,FALSE,3.720866843,-1.755444063,-0.8655044758,-2.233401929,2.037678627,"['In', 'Li', 'Sc']",FALSE
mp-798790,LiVP2O7,4,FALSE,1.436888854,0.4284676642,-0.2479247574,-0.6578151336,-0.4346973634,"['Li', 'O', 'P', 'V']",FALSE
mp-779751,Li4Ti3Co3(WO8)2,5,TRUE,-0.4899594511,-0.2257133547,-0.8365247455,1.032501019,-0.3578394767,"['Co', 'Li', 'O', 'Ti', 'W']",FALSE
mp-1176324,Li9Mn2Co5O16,4,TRUE,0.2149421029,0.2323021626,-0.8682128618,0.2845820671,-0.4079077436,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-26080,LiCr2(PO4)3,4,FALSE,-0.5215561192,-0.1597398392,-0.8682128618,-0.533493401,1.333008276,"['Cr', 'Li', 'O', 'P']",FALSE
mp-849421,LiV2(PO4)3,4,FALSE,-0.735223365,-0.1977416348,-0.01493585149,-0.5396486317,1.327301242,"['Li', 'O', 'P', 'V']",FALSE
mp-974642,LiAg2Pb,3,FALSE,2.036674438,1.255676532,-0.8682128618,3.556816358,-1.010801101,"['Ag', 'Li', 'Pb']",FALSE
mp-758450,LiCu3(CO3)3,4,FALSE,0.5611058155,0.1194984822,-0.8682128618,-0.2695425599,-0.1563463903,"['C', 'Cu', 'Li', 'O']",FALSE
mp-1100584,Li9Mn2Co5O16,4,TRUE,0.2152492293,0.2323831605,-0.8682128618,0.2338821028,-0.3925620237,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1640232,Li7Mn4CoO12,4,TRUE,-0.07249591868,0.110975168,-0.8682128618,0.1305974941,0.023989703,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-776613,Li4TiCu2Ni3(PO4)6,6,TRUE,-0.388018796,0.04143750031,-0.8337486499,-0.2144776093,0.08810901719,"['Cu', 'Li', 'Ni', 'O', 'P', 'Ti']",FALSE
mp-560247,Li2Ca2Si5O13,4,FALSE,-1.390201193,-0.1372264988,2.475357369,-0.7381456156,0.3648583128,"['Ca', 'Li', 'O', 'Si']",TRUE
mp-780703,LiCu2PO4,4,FALSE,0.145703232,0.2963729246,-0.8682128618,0.3780675007,-0.7292356308,"['Cu', 'Li', 'O', 'P']",FALSE
mp-1175747,Li9Mn2Co5O16,4,TRUE,0.204846148,0.2296395721,-0.8537907063,0.2393963625,-0.3942585032,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1176237,Li9Mn2Co5O16,4,TRUE,0.3389510577,0.265006851,-0.8682128618,0.2747169916,-0.4049656103,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-760664,LiCu(PO3)2,4,FALSE,-0.2991410379,0.1098974214,-0.1812984617,-0.9026393607,-0.3258113794,"['Cu', 'Li', 'O', 'P']",FALSE
mp-1303223,Li3TiNi3O8,4,TRUE,0.094697826,0.1991386595,-0.5548526012,0.3990043995,-0.4157212033,"['Li', 'Ni', 'O', 'Ti']",FALSE
mp-26399,Li3V(PO4)2,4,FALSE,-0.8080673892,-0.02613912363,0.5350696361,-0.4386597797,-0.8326457337,"['Li', 'O', 'P', 'V']",TRUE
mp-859789,Li2Si5Ni2O13,4,TRUE,-0.846458628,-0.09338728051,1.575631538,-0.3686796147,0.1997614403,"['Li', 'Ni', 'O', 'Si']",TRUE
mp-757658,LiTi(PO3)4,4,FALSE,-0.7702566126,-0.1286918787,-0.7848622825,-0.7020511988,1.394233778,"['Li', 'O', 'P', 'Ti']",FALSE
mp-1222662,Li2MgBi,3,FALSE,1.875792501,1.356079451,-0.8682128618,0.5294153985,-0.9771903339,"['Bi', 'Li', 'Mg']",FALSE
mp-1175056,Li7Mn2(CoO4)3,4,TRUE,0.126885158,0.2126070451,-0.7547991979,0.2053419148,-0.6150134016,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1174056,Li3MnCoO5,4,TRUE,0.1163440706,0.2126494633,-0.8217640418,0.09189948054,-0.7085514598,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-20049,LiFeP,3,TRUE,1.454423249,0.3947565875,-0.8682128618,0.1459915968,-1.011575739,"['Fe', 'Li', 'P']",FALSE
mp-1236275,LiPrNdO2,4,FALSE,0.2051265842,0.3528506103,-0.8682128618,1.991029412,-1.007111564,"['Li', 'Nd', 'O', 'Pr']",FALSE
mp-775490,NaLi7Fe8(SiO3)16,5,TRUE,-0.8547011014,-0.1619518191,0.9672603325,-0.2935611389,1.275073877,"['Fe', 'Li', 'Na', 'O', 'Si']",TRUE
mp-1233002,Sr4LiMn2(GaO5)2,5,TRUE,-0.7039609768,0.09266119837,-0.789601958,0.6944825535,-0.4703405491,"['Ga', 'Li', 'Mn', 'O', 'Sr']",FALSE
mp-1174003,Li5Co3O8,3,TRUE,0.2706755225,0.3311587854,-0.8682128618,0.2051416325,-0.8368824879,"['Co', 'Li', 'O']",FALSE
mp-766202,Li7Ti3(SiO6)2,4,FALSE,-0.9708591941,-0.01418917519,-0.8682128618,-0.1257721628,-0.645417868,"['Li', 'O', 'Si', 'Ti']",FALSE
mp-696822,LiNO3,3,FALSE,1.854969329,0.5719392276,-0.8682128618,-0.8506312907,-0.9714190693,"['Li', 'N', 'O']",FALSE
mp-775164,Li2NbCr3O8,4,FALSE,-0.6440038707,-0.3400979621,0.7119949517,0.2856291746,0.5561125512,"['Cr', 'Li', 'Nb', 'O']",TRUE
mp-1222357,LiGe3SbTe5,4,FALSE,1.68595732,0.9497811047,-0.3083217653,1.38192117,-0.4263507255,"['Ge', 'Li', 'Sb', 'Te']",FALSE
mp-1111349,NaLi2CrF6,4,FALSE,-0.9770711588,0.5181088842,2.042624995,-0.8348708352,-0.8494453639,"['Cr', 'F', 'Li', 'Na']",TRUE
mp-775286,Li2Fe3NiO8,4,TRUE,0.5065638813,0.1264489986,-0.8682128618,0.4340249039,-0.8369075442,"['Fe', 'Li', 'Ni', 'O']",FALSE
mp-754709,LiTiV3O8,4,FALSE,-0.6868959801,-0.3529271118,-0.7770756728,-0.02508195824,-0.8046932002,"['Li', 'O', 'Ti', 'V']",FALSE
mp-1235514,K2BaLiCo(NO2)6,6,TRUE,0.8513382899,0.2162948353,-0.2466382741,-0.6863291087,-0.2570789062,"['Ba', 'Co', 'K', 'Li', 'N', 'O']",FALSE
mp-766695,Li3CrPCO7,5,FALSE,-0.4464965772,-0.02214168123,-0.6420626305,-0.6836872968,0.3632244992,"['C', 'Cr', 'Li', 'O', 'P']",FALSE
mp-1175789,Li9Mn2Co5O16,4,TRUE,0.2110864678,0.2312853219,-0.8682128618,0.2148131502,-0.3866424541,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-755522,Li4Cr3GaO8,4,FALSE,-0.4500016052,-0.01627425853,1.42822763,0.3586247277,-0.3846644636,"['Cr', 'Ga', 'Li', 'O']",TRUE
mp-558045,NaLi2PO4,4,FALSE,-0.781031986,0.2314144237,2.748701226,-0.8417500356,-0.2234630573,"['Li', 'Na', 'O', 'P']",TRUE
mp-1174588,Li4MnCo2O7,4,TRUE,0.2020981293,0.2304268429,-0.8682128618,0.1880532691,-0.4946066926,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-1198038,LiPH4CO3,5,FALSE,0.5615599474,0.3818393442,2.929959959,-1.435808082,-0.01918270394,"['C', 'H', 'Li', 'O', 'P']",TRUE
mp-695259,Ba3LiTi5(SbO7)3,5,FALSE,-1.1026513,-0.1890458002,0.7081355017,0.9890477125,1.255420197,"['Ba', 'Li', 'O', 'Sb', 'Ti']",TRUE
mp-1177153,Li5Cr(CO3)4,4,FALSE,-0.1536794207,-0.02488977396,0.5210537385,-0.8821688083,1.338941209,"['C', 'Cr', 'Li', 'O']",TRUE
mp-1176708,LiNi2OF3,4,TRUE,-0.2030456509,0.4838352467,1.037204401,0.3354491884,-0.3479950813,"['F', 'Li', 'Ni', 'O']",TRUE
mp-770599,Li6Fe2C4SO16,5,TRUE,-0.08911812769,0.02835544467,-0.8682128618,-0.683253515,0.4817433519,"['C', 'Fe', 'Li', 'O', 'S']",FALSE
mp-757702,Li4Ti2Nb3Cr3O16,5,FALSE,-0.8081167939,-0.3515992034,-0.8682128618,0.4259499742,-0.3482195304,"['Cr', 'Li', 'Nb', 'O', 'Ti']",FALSE
mp-777291,LiV4O5F7,4,FALSE,-0.8980938294,-0.001736901885,-0.05921796264,-0.2469240738,-0.03644791792,"['F', 'Li', 'O', 'V']",FALSE
mp-775597,Li3Cr2(PO4)3,4,FALSE,-0.7579209461,-0.1213683821,0.9771459414,-0.5293689534,1.417631997,"['Cr', 'Li', 'O', 'P']",TRUE
mp-758240,LiTi(PO3)4,4,FALSE,-0.8068672536,-0.1383471461,-0.7145796657,-0.8854963437,0.226752944,"['Li', 'O', 'P', 'Ti']",FALSE
mp-1282869,Li2Fe3SnO8,4,TRUE,0.1398929657,0.066442101,-0.7138348596,0.4733784522,-0.317142552,"['Fe', 'Li', 'O', 'Sn']",FALSE
mp-779579,LiCu5(PO4)2,4,FALSE,0.3973083341,0.3230092477,-0.7712526429,0.6457878639,-0.1915753872,"['Cu', 'Li', 'O', 'P']",FALSE
mp-753457,Li4Mn3OF11,4,TRUE,-0.9371820631,0.3582023246,0.09671736149,-0.3072282556,-0.6297781224,"['F', 'Li', 'Mn', 'O']",TRUE
mp-849759,Li2Si4(NiO4)3,4,TRUE,-0.5331206775,-0.01438055223,-0.8682128618,-0.2941502182,1.625539741,"['Li', 'Ni', 'O', 'Si']",FALSE
mp-757664,Li2CoSiO4,4,TRUE,-0.5431044522,0.08374980587,0.9717968791,-0.4174019744,-0.2265259969,"['Co', 'Li', 'O', 'Si']",TRUE
mp-758422,LiVP2O7,4,FALSE,-0.7590847756,-0.1506730402,-0.8232536541,-0.4995630328,0.2422107355,"['Li', 'O', 'P', 'V']",FALSE
mp-1312304,Li5Ni3(SnO5)2,4,TRUE,0.1171323813,0.3454581963,-0.4487515795,0.9425498536,-0.1075942428,"['Li', 'Ni', 'O', 'Sn']",FALSE
mp-27231,Li2TeO3,3,FALSE,-0.05215015022,0.4705546985,1.592965209,0.09320457465,-0.3038030776,"['Li', 'O', 'Te']",TRUE
mp-1235689,Sr4LiMn2Cu3(SO)4,6,TRUE,0.2645415229,0.3891672682,-0.6644745247,0.5685865154,-0.3519417999,"['Cu', 'Li', 'Mn', 'O', 'S', 'Sr']",FALSE
mp-977386,LiLu2Tc,3,FALSE,2.081236464,-5.493277342,-0.8682128618,3.900849655,-1.0104924,"['Li', 'Lu', 'Tc']",FALSE
mp-864768,LiSnIr2,3,FALSE,1.858776135,0.3174322424,-0.8682128618,7.126443583,-1.068321025,"['Ir', 'Li', 'Sn']",FALSE
mp-768966,Li5BO4,3,FALSE,-0.3752802775,0.3947912572,2.850875088,-1.055613383,0.6955439564,"['B', 'Li', 'O']",TRUE
mp-12029,Li2CuP,3,FALSE,1.460760171,0.1379743709,-0.8682128618,-0.2466990829,-0.930724671,"['Cu', 'Li', 'P']",FALSE
mp-1290836,K2LiMn2O4,4,TRUE,0.1893326689,0.2253950761,-0.1171097135,-0.4227368665,-0.4416224038,"['K', 'Li', 'Mn', 'O']",FALSE
mp-1173988,Li3Mn2CoO6,4,TRUE,-0.005751234313,0.06541620946,-0.606176516,0.2653080064,-0.9078757538,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-768208,Li3SbS4,3,FALSE,1.046687449,0.8569747926,0.1695052353,-0.7161867986,0.7003229191,"['Li', 'S', 'Sb']",TRUE
mp-697774,Li2Cr(PO4)2,4,FALSE,-0.5938089413,-0.04371376682,-0.8682128618,-0.4813218851,0.3807395178,"['Cr', 'Li', 'O', 'P']",FALSE
mp-1222527,LiV3O6,3,FALSE,-0.460134096,-0.2900682569,-0.6227653802,-0.005379937249,-0.9104374234,"['Li', 'O', 'V']",FALSE
mp-867962,Li3Cr4(PO4)6,4,FALSE,-0.5860135151,-0.1495208217,-0.8206806874,-0.5594116581,0.07594014856,"['Cr', 'Li', 'O', 'P']",FALSE
mp-753882,Li6MnVP2(CO7)2,6,TRUE,-0.4567600141,-0.01301741015,1.085007414,-0.7043548497,-0.424938263,"['C', 'Li', 'Mn', 'O', 'P', 'V']",TRUE
mp-1221192,Na4LiNb5O15,4,FALSE,-0.9467712999,-0.2429355181,1.0568402,0.3682045512,0.553408069,"['Li', 'Na', 'Nb', 'O']",TRUE
mp-865907,LiZn3,2,FALSE,1.990612687,-0.04843096437,-0.8682128618,1.620418816,-1.08031593,"['Li', 'Zn']",FALSE
mp-1176842,Li8Mn7Sb(PO4)12,5,TRUE,-0.561527008,-0.083065579,-0.8682128618,-0.4583523314,1.42358095,"['Li', 'Mn', 'O', 'P', 'Sb']",FALSE
mp-1175428,Li9Co7O16,3,TRUE,0.2883814807,0.2884572775,-0.3723073846,0.4214902064,-0.4379470896,"['Co', 'Li', 'O']",FALSE
mp-755305,Li3MnV4O8,4,TRUE,-0.3785819212,-0.20782267,-0.3249783392,0.3733631841,-0.784594362,"['Li', 'Mn', 'O', 'V']",FALSE
mp-862737,LiHgPd2,3,FALSE,1.783507345,1.096721065,-0.8682128618,4.811234673,-1.053925685,"['Hg', 'Li', 'Pd']",FALSE
mp-778006,Li2CoP2O7,4,TRUE,-0.547429002,0.03025458876,1.241958383,-0.5465256292,1.988691197,"['Co', 'Li', 'O', 'P']",TRUE
mp-1177731,Li3Ti2V5O12,4,FALSE,-0.7443262635,-0.3234254128,-0.8682128618,0.2071296278,0.7575899762,"['Li', 'O', 'Ti', 'V']",FALSE
mp-757393,Li4Mn3Cu3(TeO8)2,5,TRUE,0.2926560368,0.2390476639,-0.8682128618,0.7498350378,-0.3577051978,"['Cu', 'Li', 'Mn', 'O', 'Te']",FALSE
mp-757213,Li6V3P8O29,4,FALSE,-0.7498767046,-0.0814888169,-0.03118616751,-0.7720661618,2.109250757,"['Li', 'O', 'P', 'V']",FALSE
mp-1196392,LiBH5N,4,FALSE,1.690857363,0.755093379,1.932529104,-1.881283783,0.2661088584,"['B', 'H', 'Li', 'N']",TRUE
mp-756800,Li3Cr(CuO2)4,4,FALSE,0.4874802628,0.3732527081,-0.8682128618,0.8093924381,-0.7982922842,"['Cr', 'Cu', 'Li', 'O']",FALSE
mp-772434,Li4CrO4,3,FALSE,-0.2247407457,0.2840571581,0.3363418131,-0.6492220291,-0.2462947062,"['Cr', 'Li', 'O']",TRUE
mp-1222291,LiSiAg2,3,FALSE,2.139521157,1.158568297,-0.8682128618,1.893263654,-1.055414863,"['Ag', 'Li', 'Si']",FALSE
mp-754170,LiCoP2O7,4,TRUE,-0.4025295153,-0.005191113856,-0.08366114632,-0.392179552,-0.511293842,"['Co', 'Li', 'O', 'P']",FALSE
mp-973966,LiIn(IO3)4,4,FALSE,0.9090361789,0.6478899756,1.204582656,0.6986290557,-0.4166948349,"['I', 'In', 'Li', 'O']",TRUE
mp-1103121,KLi2O3,3,FALSE,0.7279514817,0.7735827601,-0.8676711846,-1.119934508,-0.7717634388,"['K', 'Li', 'O']",FALSE
mp-767661,Li2VF5,3,FALSE,-1.309071166,0.3785264481,0.7491675496,-0.8083419797,-0.03234314092,"['F', 'Li', 'V']",TRUE
mp-765096,Li3Fe(CO3)3,4,TRUE,-0.008399056567,-0.03051928626,0.7516728067,-0.8575889506,-0.2408938431,"['C', 'Fe', 'Li', 'O']",TRUE
mp-1174220,Li4Mn3O7,3,TRUE,-0.1865703871,0.04383918681,-0.8682128618,0.1037467456,-0.4902365447,"['Li', 'Mn', 'O']",FALSE
mp-976025,Li3Ga,2,FALSE,1.931797237,0.6988281212,-0.8682128618,-0.9077869591,-1.056750654,"['Ga', 'Li']",FALSE
mp-775484,Ba6Li2Ti16O39,4,FALSE,-1.641066431,-0.43518582,0.6992655375,0.4948980023,1.140870205,"['Ba', 'Li', 'O', 'Ti']",TRUE
mp-531248,Li7Mn17O32,3,TRUE,0.005310652197,-0.1564387368,-0.8682128618,0.4950016246,0.3578324337,"['Li', 'Mn', 'O']",FALSE
mp-1105387,Li2FeGeS4,4,TRUE,1.074216948,0.6083566626,-0.8682128618,-0.6706844766,-0.2936562596,"['Fe', 'Ge', 'Li', 'S']",FALSE
mp-849398,Li5Mn2(PO4)3,4,TRUE,-0.7303522953,-0.01874864773,1.914450627,-0.5580703954,1.586703927,"['Li', 'Mn', 'O', 'P']",TRUE
mp-1235671,LiCu6OF11,4,FALSE,0.2002702902,0.7897792039,-0.8682128618,0.5718315572,-0.5996480989,"['Cu', 'F', 'Li', 'O']",FALSE
mp-1177758,Li2VO2F,4,FALSE,-0.7179729522,0.1544063663,-0.1687044668,-0.2559344436,-0.4136222043,"['F', 'Li', 'O', 'V']",FALSE
mp-775336,Li4V2Co3Sb3O16,5,TRUE,0.1622578085,0.1436773286,-0.2695918454,0.7455526036,-0.3237131346,"['Co', 'Li', 'O', 'Sb', 'V']",FALSE
mp-26546,LiFeP2O7,4,TRUE,-0.5658527066,-0.08351977355,0.6608064563,-0.6064056,0.3584076503,"['Fe', 'Li', 'O', 'P']",TRUE
mp-776365,Li9Mn21O40,3,TRUE,-0.09594181337,-0.1756259371,-0.6205986714,0.217664389,0.9456174459,"['Li', 'Mn', 'O']",FALSE
mp-758237,Li2Cr2Si5O13,4,FALSE,-1.02987514,-0.2439154087,1.133961491,-0.5265739565,0.2709309746,"['Cr', 'Li', 'O', 'Si']",TRUE
mp-1174985,Li7Mn2(CoO4)3,4,TRUE,0.1016100394,0.2059412775,-0.2989101239,0.2156924384,-0.6173804643,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-861486,Li6V(OF)3,4,FALSE,-0.6897779835,0.4390169796,0.5588357233,-0.8342031077,-0.4812676835,"['F', 'Li', 'O', 'V']",TRUE
mp-850798,Li2MnSiO4,4,TRUE,-0.7557021097,-0.04589236768,1.110398533,-0.5530878456,-0.1825612611,"['Li', 'Mn', 'O', 'Si']",TRUE
mp-1222512,Li4Zr3O8,3,FALSE,-1.269290194,-0.2053849382,1.263422342,0.2510495891,-0.7390312903,"['Li', 'O', 'Zr']",TRUE
mp-850768,Li9V6(P8O29)2,4,FALSE,-0.6775692011,-0.09169826688,-0.4762416975,-0.8021915126,2.129193062,"['Li', 'O', 'P', 'V']",FALSE
mp-2209216,Li8Zn2Ge3,3,FALSE,1.732462422,0.2429219067,-0.8682128618,-0.2092750837,-0.1103175648,"['Ge', 'Li', 'Zn']",FALSE
mp-770623,Li4Ti2Mn3V3O16,5,TRUE,-0.6431893333,-0.2612101766,-0.5467274432,0.09523896629,-0.3794194621,"['Li', 'Mn', 'O', 'Ti', 'V']",FALSE
mp-1285272,LiV2OF7,4,FALSE,-1.085369408,0.239061513,0.3936918867,-0.461322135,-0.8342600498,"['F', 'Li', 'O', 'V']",TRUE
mp-771823,LiVNiO4,4,TRUE,-0.1262190201,-0.01013177202,1.101663988,0.08319762399,-0.3442856585,"['Li', 'Ni', 'O', 'V']",TRUE
mp-758702,Li6Co(SiO4)2,4,TRUE,-0.6094408413,0.2000066379,0.9601508193,-0.674074896,-0.242546727,"['Co', 'Li', 'O', 'Si']",TRUE
mp-8406,Li3NdAs2,3,FALSE,0.8863137013,-1.418793533,-0.8168212374,0.645170363,-0.9178709554,"['As', 'Li', 'Nd']",FALSE
mp-1174421,Li4MnCo2O7,4,TRUE,0.1250345226,0.210102978,-0.4642570894,0.244391826,-0.5098200796,"['Co', 'Li', 'Mn', 'O']",FALSE
mp-25465,LiCoPO4F,5,TRUE,-0.4108456298,0.1188084784,-0.3211188891,-0.2543052328,-0.7263959588,"['Co', 'F', 'Li', 'O', 'P']",FALSE
mp-761138,Li2Mn4OF8,4,TRUE,-0.9255758954,0.1200457567,0.6526135886,-0.1252134223,-0.1572068773,"['F', 'Li', 'Mn', 'O']",TRUE
mp-1304290,Li2Mn3NbO8,4,TRUE,-0.4020245877,-0.2457514701,0.01851271565,0.2402206416,-0.305604216,"['Li', 'Mn', 'Nb', 'O']",TRUE
mp-758709,Li3Mn5(NiO6)2,4,TRUE,0.1179269651,-0.04537859791,-0.5262791289,0.5850995717,0.6433055379,"['Li', 'Mn', 'Ni', 'O']",FALSE
mp-867644,Li3MnV3O8,4,TRUE,-0.4164978853,-0.1518929162,-0.6029264528,-0.05078224247,-0.7728183782,"['Li', 'Mn', 'O', 'V']",FALSE
mp-1097385,Li2CuPd,3,FALSE,3.585940075,-0.3140526432,-0.5382637369,-2.230258518,0.8769335066,"['Cu', 'Li', 'Pd']",FALSE
mp-759389,Li2MnF4,3,TRUE,-1.183126453,0.3714055996,1.776729199,-0.5430076278,0.6521783267,"['F', 'Li', 'Mn']",TRUE
mp-753502,Li4Mn3OF11,4,TRUE,-0.9388087689,0.357773316,-0.005388790831,-0.3023192444,-0.6311314444,"['F', 'Li', 'Mn', 'O']",FALSE
mp-849674,LiMnP2O7,4,TRUE,-0.5837143372,-0.1064831589,-0.5755040445,-0.5062735574,1.783702772,"['Li', 'Mn', 'O', 'P']",FALSE
mp-1218301,SrLiTi4CrO11,5,FALSE,-1.424865937,-0.4370893674,0.3932179192,0.2946990699,1.114374974,"['Cr', 'Li', 'O', 'Sr', 'Ti']",TRUE
mp-1222464,Li6Mn2N3,3,TRUE,1.737813597,0.5518033176,-0.8682128618,-0.9087330999,-0.8501802915,"['Li', 'Mn', 'N']",FALSE
mp-1034976,LiMg14CoO16,4,TRUE,-0.9482909691,0.2818847007,-0.1836682995,-0.1079508528,-0.3535041244,"['Co', 'Li', 'Mg', 'O']",FALSE
mp-780202,Li2FeO2F,4,TRUE,-0.3771797407,0.2739694317,0.2676165183,-0.007571409947,-0.6188637664,"['F', 'Fe', 'Li', 'O']",TRUE
mp-1245354,Li7CrN4,3,FALSE,1.352428188,0.5324934246,-0.8682128618,-0.9506749182,1.340926343,"['Cr', 'Li', 'N']",FALSE
mp-759005,Li2VCrP2(HO5)2,6,FALSE,-0.5302510455,-0.04627563499,-0.8682128618,-0.425482433,0.3358885174,"['Cr', 'H', 'Li', 'O', 'P', 'V']",FALSE
mp-772619,Li8Te2O9,3,FALSE,-0.08296872692,0.5076232938,0.7178856913,0.003625993961,1.084071164,"['Li', 'O', 'Te']",TRUE
mp-1210935,Li3Dy3(TeO6)2,4,FALSE,-0.8777130386,0.07060903196,1.533922394,1.930389697,1.523749348,"['Dy', 'Li', 'O', 'Te']",TRUE
mp-779341,Li3Mn4(BO3)4,4,TRUE,-0.5430442227,-0.2250990542,-0.6275727654,-0.4090886615,0.942453876,"['B', 'Li', 'Mn', 'O']",FALSE
mp-504354,LiBi(PO3)4,4,FALSE,-0.650353264,-0.03250473767,2.606917219,0.1123882308,0.06345840168,"['Bi', 'Li', 'O', 'P']",TRUE
mp-771817,Li2Fe2(PO4)3,4,TRUE,-0.4327828695,-0.04719200337,-0.8682128618,-0.5577863473,0.1115680411,"['Fe', 'Li', 'O', 'P']",FALSE
mp-779282,Li9Bi5O13,3,FALSE,0.182333777,0.5019688868,-0.4872783704,1.290594012,3.204067849,"['Bi', 'Li', 'O']",FALSE
mp-768590,Li2Ni2(SO4)3,4,TRUE,0.06324586302,0.2242870753,1.547261195,-0.3635848807,0.01622503661,"['Li', 'Ni', 'O', 'S']",TRUE
mp-26311,Li5Cu(PO4)2,4,FALSE,-0.6004789285,0.2187407616,0.5660129462,-0.6125115079,-0.2631982546,"['Cu', 'Li', 'O', 'P']",TRUE
mp-672976,LiSn(PO3)3,4,FALSE,-0.5958342113,-0.0006586966792,1.744973373,-0.6393271226,1.250138588,"['Li', 'O', 'P', 'Sn']",TRUE
mp-1211170,LiHo6B3O14,4,FALSE,-1.798471453,-0.3718400622,2.37826173,2.30347185,2.10271364,"['B', 'Ho', 'Li', 'O']",TRUE
mp-1213708,Cs2Li4UO6,4,FALSE,-0.5144529302,0.2775108611,0.5669608813,0.9836463164,-0.661703226,"['Cs', 'Li', 'O', 'U']",TRUE
mp-1222694,Li2BrO,3,FALSE,1.036952203,1.057644898,-0.8682128618,-0.8856318324,-1.021208196,"['Br', 'Li', 'O']",FALSE
mp-6765,Li3AlGeO5,4,FALSE,-0.7244455735,0.2209043375,1.972951765,-0.4501509496,0.01108451417,"['Al', 'Ge', 'Li', 'O']",TRUE
mp-760187,LiVCrP2(O4F)2,6,FALSE,-0.8278212836,-0.1281411698,-0.1820432679,-0.391101523,0.8085732562,"['Cr', 'F', 'Li', 'O', 'P', 'V']",FALSE
mp-1646935,Li2Fe(CoO3)2,4,TRUE,0.43712178,0.1705254376,-0.2173877052,0.3017041235,-0.5908095234,"['Co', 'Fe', 'Li', 'O']",FALSE
mp-857348,LiMnPO4,4,TRUE,-0.6563280789,-0.1380590463,1.254484668,-0.3609154277,0.6357478569,"['Li', 'Mn', 'O', 'P']",TRUE
