customer,first_purchase,clv,duration,censor,acq_expense,acq_expense_sq,industry,revenue,employees,ret_expense,ret_expense_sq,crossbuy,frequency,frequency_sq,acquisition
310,172.83,0,149,0,761.74,580247.83,1,26.46,175,1495.15,2235473.52,1,2,4,1
311,0,0,0,0,402.82,162263.95,0,36.05,351,0,0,0,0,0,0
312,282.14,0,697,0,601.01,361213.02,1,18.03,669,1338.98,1792867.44,1,9,81,1
313,322.51,6.3308,730,1,676.63,457828.16,1,41.27,354,2507.33,6286703.73,3,4,16,1
314,547.98,6.1728,730,1,564.29,318423.2,1,32.26,1100,1108.31,1228351.06,5,7,49,1
315,0,0,0,0,464.14,215425.94,1,47.24,625,0,0,0,0,0,0
316,295.91,0,357,0,560.71,314395.7,0,43.62,308,594.88,353882.21,1,11,121,1
317,527.15,7.2397,730,1,567.23,321749.87,1,70.35,911,1773.54,3145444.13,4,9,81,1
318,527.74,6.2816,730,1,676.37,457476.38,0,63.8,877,1634.23,2670707.69,2,15,225,1
319,369.64,5.8991,730,1,487.54,237695.25,1,57.66,293,1314.2,1727121.64,2,7,49,1
320,470.76,6.6174,730,1,703.52,494940.39,0,33.05,1419,1829.87,3348424.22,5,11,121,1
321,582.62,7.9552,730,1,579.14,335403.14,1,38.37,1600,1845.1,3404394.01,4,13,169,1
322,249.51,0,725,0,657.85,432766.62,0,52.64,112,1466.2,2149742.44,1,16,256,1
323,291.67,6.3586,730,1,481.52,231861.51,1,62.84,82,1419.85,2015974.02,2,15,225,1
324,0,0,0,0,484.3,234546.49,0,39.95,371,0,0,0,0,0,0
325,153.61,4.2721,730,1,639.49,408947.46,1,12.73,299,697.69,486771.34,5,16,256,1
326,641.89,0,244,0,571.95,327126.8,0,54.2,1434,712.48,507627.75,1,4,16,1
327,542.59,0,709,0,519.44,269817.91,0,25.13,1546,1880.31,3535565.7,4,1,1,1
328,72.2,0,147,0,893.53,798395.86,0,14.1,240,2396.2,5741774.44,3,12,144,1
329,451.44,6.7854,730,1,411.36,169217.05,1,45.55,704,1307.91,1710628.57,3,13,169,1
330,146.02,5.0324,730,1,792.93,628737.98,0,52.68,166,2322.42,5393634.66,5,15,225,1
331,436.69,6.0714,730,1,451.42,203780.02,1,33.79,987,1057.11,1117481.55,5,5,25,1
332,395.2,0,464,0,630.71,397795.1,1,48.79,841,1436.62,2063877.02,4,1,1,1
333,0,0,0,0,361.35,130573.82,1,32.43,1025,0,0,0,0,0,0
334,0,0,0,0,173.05,29946.3,0,60.28,159,0,0,0,0,0,0
335,0,0,0,0,259.14,67153.54,0,19.94,1247,0,0,0,0,0,0
336,0,0,0,0,474.95,225577.5,1,14.79,313,0,0,0,0,0,0
337,504.32,7.2068,730,1,501.74,251743.03,0,34.08,1286,1952.07,3810577.28,6,7,49,1
338,595.69,0,342,0,497.72,247725.2,1,61.71,1238,760.55,578436.3,1,1,1,1
339,0,0,0,0,51.21,2622.46,1,50.13,135,0,0,0,0,0,0
340,679.9,8.7327,730,1,528.82,279650.59,1,35.61,1950,1688.91,2852416.99,6,12,144,1
341,0,0,0,0,389.97,152076.6,0,30.93,264,0,0,0,0,0,0
342,369.04,0,195,0,699.99,489986,0,23.44,1083,733.2,537582.24,6,7,49,1
343,369.36,5.7252,730,1,589.66,347698.92,0,48.9,587,1447.24,2094503.62,2,15,225,1
344,88.54,0,215,0,840.81,706961.46,0,30.31,56,1993.98,3975956.24,4,10,100,1
345,556.16,6.9467,730,1,590.72,348950.12,0,22.81,1645,2893.44,8371995.03,1,14,196,1
346,287.63,0,381,0,813.78,662237.89,1,46.73,673,1561.82,2439281.71,5,11,121,1
347,0,0,0,0,542.77,294599.27,0,43.93,102,0,0,0,0,0,0
348,250.85,4.9557,730,1,523.46,274010.37,0,37.14,156,2467.04,6086286.36,2,1,1,1
349,219.36,0,172,0,786.94,619274.56,0,37.12,281,1253.75,1571889.06,1,15,225,1
350,228,5.2487,730,1,544.14,296088.34,1,13.19,281,1254.87,1574698.72,3,9,81,1
351,0,0,0,0,85.4,7293.16,1,36.43,332,0,0,0,0,0,0
352,234.43,0,108,0,741.78,550237.57,1,51.72,261,382.33,146176.23,5,1,1,1
353,0,0,0,0,414.49,171801.96,1,47.64,667,0,0,0,0,0,0
354,321.54,5.8438,730,1,516.97,267257.98,0,53.78,167,1349.57,1821339.18,3,16,256,1
355,442.8,7.3674,730,1,547.89,300183.45,0,43.48,737,1599.8,2559360.04,6,13,169,1
356,213.28,0,107,0,864.66,747636.92,1,60.34,270,404.82,163879.23,1,16,256,1
357,0,0,0,0,254.55,64795.7,1,51.91,398,0,0,0,0,0,0
358,0,0,0,0,255.88,65474.57,1,13.16,387,0,0,0,0,0,0
359,731.61,8.3765,730,1,294.62,86800.94,1,53.79,1462,1976.06,3904813.12,4,11,121,1
360,284.58,0,284,0,686.79,471680.5,0,10.97,854,1458.38,2126872.22,2,12,144,1
361,0,0,0,0,352.27,124094.15,0,55.46,322,0,0,0,0,0,0
362,0,0,0,0,383.71,147233.36,1,38.08,616,0,0,0,0,0,0
363,0,0,0,0,378.53,143284.96,0,37.96,356,0,0,0,0,0,0
364,391.14,6.4785,730,1,706.24,498774.94,1,19.94,743,2582.67,6670184.33,4,4,16,1
365,590.45,6.6094,730,1,403.09,162481.55,1,32.63,1197,1410.9,1990638.81,6,2,4,1
366,374.58,0,557,0,592.93,351565.98,1,56.83,505,1736.61,3015814.29,2,1,1,1
367,377.69,0,295,0,586.71,344228.62,0,28.06,945,1052.58,1107924.66,5,5,25,1
368,208.84,0,128,0,891.47,794718.76,0,33.69,594,1664.89,2771858.71,4,16,256,1
369,210,5.6897,730,1,726.93,528427.22,1,8.01,468,1650.51,2724183.26,3,15,225,1
370,349.12,5.9139,730,1,515.69,265936.18,1,36.52,637,1266.16,1603161.15,3,6,36,1
371,0,0,0,0,315.53,99559.18,0,39.45,373,0,0,0,0,0,0
372,144.31,0,189,0,772.57,596864.4,0,27.01,106,2084.59,4345515.47,2,6,36,1
373,324.87,0,530,0,608.07,369749.12,1,38.1,331,1442.55,2080950.5,1,3,9,1
374,0,0,0,0,179.24,32126.98,0,59.91,1270,0,0,0,0,0,0
375,0,0,0,0,359.4,129168.36,0,57.69,640,0,0,0,0,0,0
376,0,0,0,0,192.52,37063.95,1,49.47,327,0,0,0,0,0,0
377,0,0,0,0,182.63,33353.72,1,66.25,349,0,0,0,0,0,0
378,488.6,5.5814,730,1,343.15,117751.92,1,47.91,951,938.88,881495.65,1,12,144,1
379,496.63,0,279,0,900.03,810054,0,61.67,1489,1560.79,2436065.42,6,16,256,1
380,433.12,6.3094,730,1,549.43,301873.32,0,17.06,1124,1611.42,2596674.42,3,11,121,1
381,447.24,0,202,0,595.46,354572.61,0,36.62,1168,723.16,522960.39,1,5,25,1
382,0,0,0,0,278.58,77606.82,1,33.73,422,0,0,0,0,0,0
383,0,0,0,0,327.88,107505.29,1,15.05,469,0,0,0,0,0,0
384,527.73,7.7119,730,1,434.13,188468.86,1,66,1032,1893.19,3584168.38,3,7,49,1
385,447.75,0,164,0,560.25,313880.06,0,52.74,658,688.21,473633,2,2,4,1
386,545.54,6.0238,730,1,679.19,461299.06,1,56.39,1160,2476.5,6133052.25,4,1,1,1
387,101.64,0,28,0,951.18,904743.39,1,12.27,740,1053.86,1110620.9,5,6,36,1
388,0,0,0,0,318.45,101410.4,1,40.03,579,0,0,0,0,0,0
389,0,0,0,0,486.27,236458.51,1,38.08,638,0,0,0,0,0,0
390,332.27,0,34,0,918.31,843293.26,1,27.43,1157,1360.8,1851776.64,1,4,16,1
391,389.7,0,470,0,491.65,241719.72,1,23.76,806,931.24,867207.94,6,1,1,1
392,500.63,0,630,0,552.91,305709.47,1,49.77,1067,553.74,306627.99,3,6,36,1
393,123.76,0,329,0,800.59,640944.35,0,11.65,261,1948.19,3795444.28,6,14,196,1
394,0,0,0,0,160.34,25708.92,0,12.1,499,0,0,0,0,0,0
395,559.44,0,387,0,664.84,442012.23,1,50.98,1235,1319.13,1740103.96,6,2,4,1
396,0,0,0,0,259.08,67122.45,0,63.98,735,0,0,0,0,0,0
397,682.67,7.8589,730,1,479.67,230083.31,1,59.75,1559,1765.51,3117025.56,3,1,1,1
398,480.95,7.127,730,1,468.71,219689.06,0,53.68,714,1589.48,2526446.67,3,16,256,1
399,0,0,0,0,135.94,18479.68,1,67.21,1647,0,0,0,0,0,0
400,0,0,0,0,150.57,22671.32,1,7.22,329,0,0,0,0,0,0
401,0,0,0,0,140.2,19656.04,0,44.62,599,0,0,0,0,0,0
402,438.64,7.0789,730,1,568.95,323704.1,1,33.39,927,1679.59,2821022.57,2,10,100,1
403,0,0,0,0,440.53,194066.68,1,39.33,133,0,0,0,0,0,0
404,0,0,0,0,375.5,141000.25,0,43.49,479,0,0,0,0,0,0
405,0,0,0,0,331.38,109812.7,1,41.93,1648,0,0,0,0,0,0
406,162.04,4.8674,730,1,540.34,291967.32,1,22.69,134,1189.4,1414672.36,1,10,100,1
407,12.48,0,48,0,968.06,937140.16,1,30.46,244,1786.46,3191439.33,5,6,36,1
408,504.3,0,546,0,645.29,416399.18,1,29.25,1239,1103.04,1216697.24,6,7,49,1
409,0,0,0,0,269.09,72409.43,1,43.67,639,0,0,0,0,0,0
410,473.61,0,435,0,743.67,553045.07,0,43.36,1300,2067.61,4275011.11,4,5,25,1
411,422.07,8.3978,730,1,494.29,244322.6,1,47.56,675,2068.89,4280305.83,6,15,225,1
412,0,0,0,0,354.52,125684.43,0,73.75,730,0,0,0,0,0,0
413,318.38,5.8331,730,1,689.88,475934.41,1,60.88,321,1465.44,2147514.39,3,11,121,1
414,247.11,0,348,0,704.76,496686.66,0,27.61,338,1365.29,1864016.78,2,13,169,1
415,0,0,0,0,366.5,134322.25,0,56.63,94,0,0,0,0,0,0
416,284.45,0,540,0,743.62,552970.7,0,69.29,116,1278.46,1634459.97,2,16,256,1
417,208.39,0,177,0,813.9,662433.21,1,43.06,257,805.99,649619.88,2,12,144,1
418,339.75,0,27,0,900.9,811620.81,1,32.23,944,726.11,527235.73,2,3,9,1
419,0,0,0,0,255.58,65321.14,1,55.82,1546,0,0,0,0,0,0
420,441.51,5.4045,730,1,553.28,306118.76,0,23.68,1064,2088.58,4362166.42,1,8,64,1
421,0,0,0,0,405.83,164697.99,1,50.97,645,0,0,0,0,0,0
422,405.63,0,455,0,739.65,547082.12,1,47.47,801,2280.05,5198628,4,2,4,1
423,0,0,0,0,415.36,172523.93,0,62.8,204,0,0,0,0,0,0
424,0,0,0,0,228.49,52207.68,0,7.86,203,0,0,0,0,0,0
425,202.39,0,364,0,699.89,489846.01,1,28.15,368,1437.02,2065026.48,2,7,49,1
426,378.7,0,143,0,813.31,661473.16,0,50.07,768,1725.6,2977695.36,1,7,49,1
427,373.94,0,724,0,574.45,329992.8,1,68.75,136,1603.51,2571244.32,4,1,1,1
428,652.33,5.887,730,1,512.24,262389.82,1,35.79,1726,1839.41,3383429.15,3,1,1,1
429,0,0,0,0,162.48,26399.75,1,42.49,59,0,0,0,0,0,0
430,0,0,0,0,204.47,41807.98,0,60.27,289,0,0,0,0,0,0
431,0,0,0,0,154.58,23894.98,0,64.89,452,0,0,0,0,0,0
432,172.24,6.3305,730,1,554.46,307425.89,1,8.04,206,1994.47,3977910.58,4,12,144,1
433,197.89,0,431,0,707.92,501150.73,1,22.08,249,1710.97,2927418.34,3,4,16,1
434,0,0,0,0,349,121801,1,42.06,761,0,0,0,0,0,0
435,259.94,0,729,0,702.5,493506.25,0,52.73,100,1474.78,2174976.05,3,16,256,1
436,0,0,0,0,190.63,36339.8,0,32.8,855,0,0,0,0,0,0
437,133.92,0,207,0,726.22,527395.49,0,27.26,125,1070.3,1145542.09,1,14,196,1
438,0,0,0,0,319.13,101843.96,1,23.45,133,0,0,0,0,0,0
439,0,0,0,0,203.67,41481.47,0,43.54,1239,0,0,0,0,0,0
440,0,0,0,0,515.5,265740.25,1,69.76,82,0,0,0,0,0,0
441,0,0,0,0,438.92,192650.77,1,34.03,619,0,0,0,0,0,0
442,0,0,0,0,398.37,158698.66,1,29.21,382,0,0,0,0,0,0
443,187.56,0,118,0,890.25,792545.06,1,60.76,243,974.73,950098.57,2,11,121,1
444,0,0,0,0,434.07,188416.76,1,20.51,328,0,0,0,0,0,0
445,0,0,0,0,552.99,305797.94,1,20.56,11,0,0,0,0,0,0
446,333.07,0,167,0,764.9,585072.01,0,23.48,1000,1969.53,3879048.42,5,1,1,1
447,0,0,0,0,368.16,135541.79,0,38.24,209,0,0,0,0,0,0
448,293.75,0,655,0,624.17,389588.19,0,47.63,192,1572.62,2473133.66,6,4,16,1
449,341.44,5.177,730,1,684.84,469005.83,0,73.71,260,1851.78,3429089.17,1,16,256,1
450,0,0,0,0,260.11,67657.21,1,16.25,398,0,0,0,0,0,0
451,0,0,0,0,711.33,505990.37,1,6.16,116,0,0,0,0,0,0
452,0,0,0,0,38.66,1494.6,1,50.21,1149,0,0,0,0,0,0
453,289.51,0,299,0,716.6,513515.56,1,42.85,395,1328.47,1764832.54,3,2,4,1
454,0,0,0,0,297.18,88315.95,1,43.87,142,0,0,0,0,0,0
455,178.06,6.8064,730,1,572.48,327733.35,1,29.93,248,1762.55,3106582.5,5,10,100,1
456,65.41,0,125,0,929.6,864156.16,0,43.2,23,1407.39,1980746.61,5,15,225,1
457,427.85,8.5379,730,1,474.63,225273.64,1,25.01,1060,2595.97,6739060.24,5,10,100,1
458,0,0,0,0,512.97,263138.22,1,12.55,254,0,0,0,0,0,0
459,370.14,0,478,0,465.32,216522.7,0,65.29,452,190.12,36145.61,3,7,49,1
460,298.32,6.5664,730,1,725.03,525668.5,1,67.89,346,2488.58,6193030.42,1,10,100,1
461,0,0,0,0,455.48,207462.03,0,25,278,0,0,0,0,0,0
462,0,0,0,0,362.65,131515.02,0,21.79,508,0,0,0,0,0,0
463,80.15,0,213,0,791.92,627137.29,0,10.54,80,1864.84,3477628.23,4,12,144,1
464,635.5,7.3002,730,1,678.88,460878.05,1,38.61,1661,1811.91,3283017.85,6,6,36,1
465,0,0,0,0,362.75,131587.56,1,37.27,1009,0,0,0,0,0,0
466,663.31,9.2246,730,1,500.68,250680.46,1,22.75,1968,2518.15,6341079.42,6,14,196,1
467,367.53,5.3514,730,1,449.01,201609.98,0,19.95,779,2312.15,5346037.62,1,3,9,1
468,0,0,0,0,462.03,213471.72,1,16,653,0,0,0,0,0,0
469,379.68,0,145,0,820.32,672924.9,0,60.16,728,1446.61,2092680.49,4,7,49,1
470,506.37,0,534,0,585.66,342997.64,0,48.48,1099,759.56,576931.39,2,13,169,1
471,213.42,0,557,0,786.57,618692.36,1,22.67,602,1606.58,2581099.3,5,14,196,1
472,0,0,0,0,360.14,129700.82,1,40.37,78,0,0,0,0,0,0
473,585.99,0,300,0,702.2,493084.84,1,41.42,1371,628.84,395439.75,4,8,64,1
474,365.56,0,199,0,654.98,428998.8,0,69.96,366,293.99,86430.12,6,5,25,1
475,0,0,0,0,335.3,112426.09,1,41.01,77,0,0,0,0,0,0
476,254.22,0,630,0,880.88,775949.57,1,14.64,939,2578.9,6650725.21,4,16,256,1
477,0,0,0,0,531.12,282088.45,1,28.96,365,0,0,0,0,0,0
478,434.61,0,305,0,698.85,488391.32,1,26.57,1300,978.26,956992.63,3,8,64,1
479,62.12,0,53,0,910.03,828154.6,0,35.51,193,1480.28,2191228.88,1,14,196,1
480,617.94,8.1195,730,1,433.62,188026.3,1,40.12,1577,2401.6,5767682.56,2,11,121,1
481,0,0,0,0,382.32,146168.58,0,56.51,264,0,0,0,0,0,0
482,249.51,5.9248,730,1,586.61,344111.29,1,35.66,355,1508.16,2274546.59,2,3,9,1
483,0,0,0,0,444.61,197678.05,1,40.42,452,0,0,0,0,0,0
484,351.41,7.7629,730,1,523.1,273633.61,1,56.36,320,2526.72,6384313.96,3,12,144,1
485,460.04,7.6718,730,1,357.78,128006.53,1,23.53,1027,2712.48,7357547.75,2,13,169,1
486,648.6,0,701,0,719.61,517838.55,0,59.97,1731,1460.64,2133469.21,5,11,121,1
487,352.84,6.337,730,1,593.44,352171.03,1,45.08,379,1324.62,1754618.14,4,8,64,1
488,193.18,0,289,0,840.3,706104.09,0,35.95,337,1683.83,2835283.47,6,12,144,1
489,385.14,0,315,0,753.13,567204.8,0,58.85,745,1214.99,1476200.7,1,12,144,1
490,299.88,6.6075,730,1,616.2,379702.44,1,49.51,431,1513.21,2289804.5,2,14,196,1
491,0,0,0,0,405.59,164503.25,1,57.21,202,0,0,0,0,0,0
492,0,0,0,0,74.45,5542.8,1,59.72,25,0,0,0,0,0,0
493,0,0,0,0,435.6,189747.36,1,45.04,123,0,0,0,0,0,0
494,223.65,0,385,0,684.91,469101.71,0,39.92,292,1712.3,2931971.29,3,7,49,1
495,314.88,0,457,0,455.13,207143.32,0,32,316,1114.13,1241285.66,5,4,16,1
496,0,0,0,0,396.13,156918.98,1,20.21,1393,0,0,0,0,0,0
497,5.398722196,0,88,0,933.46,871347.57,1,8.11,238,1583.5,2507472.25,4,14,196,1
498,0,0,0,0,537.05,288422.7,1,38.5,44,0,0,0,0,0,0
499,239.68,5.0181,730,1,585.4,342693.16,0,13.77,348,1493.35,2230094.22,2,15,225,1
500,0,0,0,0,407.78,166284.53,1,60.42,469,0,0,0,0,0,0
