customer,quarter,order_quantity,crossbuy,ret_expense,ret_expense_sq,purchase
70,3,231.18,1,0,0,1
70,4,306.25,1,0,0,1
70,5,311.72,1,0,0,1
70,6,269.44,1,32.75,1072.56,1
70,7,353.06,3,0,0,1
70,8,354.42,4,0,0,1
70,9,272.65,1,0,0,1
70,10,284.54,2,0,0,1
70,11,226.89,1,0,0,1
70,12,215.09,1,0,0,1
71,1,285.46,4,0,0,1
71,2,179.45,4,21.89,479.17,1
71,3,279.87,4,39.28,1542.92,1
71,4,252.21,3,0,0,1
71,5,345.56,2,39.43,1554.72,1
71,6,238.66,2,0,0,1
71,7,174.66,2,50.67,2567.45,1
71,8,284.73,2,0,0,1
71,9,419.78,5,37.66,1418.28,1
71,10,329.77,2,0,0,1
71,11,487.54,3,0,0,1
71,12,315.22,4,0,0,1
72,1,255.27,1,0,0,1
72,2,252.79,2,9.16,83.91,1
72,3,168.04,1,0,0,1
72,4,179.13,1,17.76,315.42,1
72,5,185.59,1,19.17,367.49,1
72,6,0,0,0,0,0
72,7,0,0,31.77,1009.33,0
72,8,0,0,30.09,905.41,0
72,9,0,0,0,0,0
72,10,0,0,0,0,0
72,11,0,0,0,0,0
72,12,0,0,17.8,316.84,0
73,1,370.74,2,50.99,2599.98,1
73,2,209.67,1,57.44,3299.35,1
73,3,0,0,0,0,0
73,4,0,0,0,0,0
73,5,0,0,23.36,545.69,0
73,6,0,0,0,0,0
73,7,0,0,0,0,0
73,8,0,0,0,0,0
73,9,0,0,38.05,1447.8,0
73,10,0,0,0,0,0
73,11,0,0,34.61,1197.85,0
73,12,0,0,0,0,0
74,1,141.14,1,0,0,1
74,2,168.08,1,26.52,703.31,1
74,3,258.26,5,0,0,1
74,4,392.35,3,0,0,1
74,5,535.98,2,0,0,1
74,6,350.17,2,0,0,1
74,7,459.32,4,34.83,1213.13,1
74,8,332.72,4,11.4,129.96,1
74,9,243.77,1,27.3,745.29,1
74,10,387.35,2,0,0,1
74,11,291,2,0,0,1
74,12,425.74,3,39.14,1531.94,1
75,1,60.92,1,0,0,1
75,2,0,0,0,0,0
75,3,0,0,7.34,53.88,0
75,4,0,0,21.38,457.1,0
75,5,0,0,0,0,0
75,6,0,0,0,0,0
75,7,0,0,0,0,0
75,8,0,0,0,0,0
75,9,0,0,39.66,1572.92,0
75,10,0,0,0,0,0
75,11,0,0,27.95,781.2,0
75,12,96.12,1,19.87,394.82,1
76,1,147.35,1,8.99,80.82,1
76,2,179.9,1,8.93,79.74,1
76,3,261.93,1,0,0,1
76,4,210.17,1,0,0,1
76,5,315.7,1,0,0,1
76,6,279.35,1,0,0,1
76,7,266.38,1,0,0,1
76,8,174.97,1,0,0,1
76,9,198.91,1,0,0,1
76,10,0,0,18.16,329.79,0
76,11,0,0,0,0,0
76,12,0,0,0,0,0
77,1,193.66,1,34.17,1167.59,1
77,2,0,0,0,0,0
77,3,0,0,12.28,150.8,0
77,4,166.71,1,15.39,236.85,1
77,5,308.44,4,22.69,514.84,1
77,6,270.64,1,0,0,1
77,7,0,0,0,0,0
77,8,0,0,28.35,803.72,0
77,9,0,0,45.28,2050.28,0
77,10,0,0,0,0,0
77,11,0,0,17.61,310.11,0
77,12,0,0,0,0,0
78,1,94.93,1,0,0,1
78,2,181.66,1,32.65,1066.02,1
78,3,212.86,1,0,0,1
78,4,311.52,2,40.31,1624.9,1
78,5,252.3,3,41.84,1750.59,1
78,6,262.14,2,0,0,1
78,7,203.39,1,0,0,1
78,8,180.24,1,0,0,1
78,9,281.48,4,30.67,940.65,1
78,10,409.01,2,0,0,1
78,11,473.42,5,0,0,1
78,12,496.64,5,54.29,2947.4,1
79,1,96.32,1,0,0,1
79,2,199.95,1,0,0,1
79,3,200.99,1,22.3,497.29,1
79,4,0,0,0,0,0
79,5,0,0,27,729,0
79,6,0,0,13,169,0
79,7,0,0,46.72,2182.76,0
79,8,0,0,0,0,0
79,9,0,0,0,0,0
79,10,0,0,0,0,0
79,11,0,0,3.14,9.86,0
79,12,0,0,36.65,1343.22,0
80,1,85.61,1,0,0,1
80,2,0,0,0,0,0
80,3,0,0,0,0,0
80,4,0,0,13.59,184.69,0
80,5,0,0,0,0,0
80,6,0,0,17.26,297.91,0
80,7,139.19,1,0,0,1
80,8,0,0,0,0,0
80,9,0,0,50.27,2527.07,0
80,10,0,0,0,0,0
80,11,0,0,0,0,0
80,12,0,0,0,0,0
81,1,285.48,3,0,0,1
81,2,198.57,1,8.89,79.03,1
81,3,0,0,0,0,0
81,4,0,0,15.47,239.32,0
81,5,0,0,51.05,2606.1,0
81,6,0,0,0,0,0
81,7,0,0,0,0,0
81,8,0,0,0,0,0
81,9,0,0,9.42,88.74,0
81,10,0,0,0,0,0
81,11,0,0,37.11,1377.15,0
81,12,0,0,0,0,0
82,1,305.89,2,28.93,836.94,1
82,2,241.74,1,0,0,1
82,3,174.01,2,0,0,1
82,4,257.78,2,29.1,846.81,1
82,5,238.51,3,0,0,1
82,6,376.69,4,15.07,227.1,1
82,7,321.33,2,0,0,1
82,8,262.67,4,0,0,1
82,9,298.96,2,0,0,1
82,10,390.69,2,33.77,1140.41,1
82,11,219.97,2,53.89,2904.13,1
82,12,335.69,2,0,0,1
83,1,253.54,1,0,0,1
83,2,222.64,2,15.38,236.54,1
83,3,239.83,2,0,0,1
83,4,204.81,1,16.43,269.94,1
83,5,304.12,2,0,0,1
83,6,307.74,2,0,0,1
83,7,296.42,4,0,0,1
83,8,205.19,4,28.9,835.21,1
83,9,230.38,2,0,0,1
83,10,218.63,5,0,0,1
83,11,369.65,2,21.38,457.1,1
83,12,277.49,4,0,0,1
84,1,128.48,1,0,0,1
84,2,0,0,0,0,0
84,3,0,0,0,0,0
84,4,0,0,0,0,0
84,5,0,0,0,0,0
84,6,0,0,17.46,304.85,0
84,7,0,0,15.88,252.17,0
84,8,0,0,41.64,1733.89,0
84,9,0,0,0,0,0
84,10,0,0,32.08,1029.13,0
84,11,0,0,0,0,0
84,12,0,0,14.2,201.64,0
85,1,231.81,2,0,0,1
85,2,300.33,2,0,0,1
85,3,416.24,4,49.23,2423.59,1
85,4,328.13,4,12.21,149.08,1
85,5,292.15,2,26.94,725.76,1
85,6,0,0,54.47,2966.98,0
85,7,0,0,21.93,480.92,0
85,8,0,0,0,0,0
85,9,0,0,0,0,0
85,10,0,0,40.14,1611.22,0
85,11,135.62,1,21.51,462.68,1
85,12,0,0,42.7,1823.29,0
86,1,35.54,1,0,0,1
86,2,0,0,0,0,0
86,3,0,0,0,0,0
86,4,0,0,32.13,1032.34,0
86,5,0,0,0,0,0
86,6,0,0,23.17,536.85,0
86,7,0,0,3.33,11.09,0
86,8,0,0,0,0,0
86,9,0,0,35.75,1278.06,0
86,10,0,0,0,0,0
86,11,0,0,0,0,0
86,12,0,0,22.94,526.24,0
87,1,121.01,1,12.66,160.28,1
87,2,0,0,0,0,0
87,3,0,0,0,0,0
87,4,0,0,23.17,536.85,0
87,5,0,0,0,0,0
87,6,0,0,12.82,164.35,0
87,7,0,0,0,0,0
87,8,0,0,10.7,114.49,0
87,9,0,0,0,0,0
87,10,0,0,0,0,0
87,11,0,0,34.69,1203.4,0
87,12,0,0,24.66,608.12,0
88,1,231.35,1,0,0,1
88,2,209.75,1,0,0,1
88,3,197.17,1,0,0,1
88,4,194.52,1,25.78,664.61,1
88,5,173.32,1,48.22,2325.17,1
88,6,186.75,1,47.06,2214.64,1
88,7,318.21,2,21.78,474.37,1
88,8,219.75,1,0,0,1
88,9,259.28,1,49.24,2424.58,1
88,10,176.28,1,0,0,1
88,11,175.9,1,0,0,1
88,12,0,0,0,0,0
89,1,247.59,2,25.13,631.52,1
89,2,0,0,0,0,0
89,3,0,0,0,0,0
89,4,0,0,41.7,1738.89,0
89,5,0,0,0,0,0
89,6,0,0,44.19,1952.76,0
89,7,0,0,0,0,0
89,8,0,0,0,0,0
89,9,0,0,0,0,0
89,10,0,0,36.15,1306.82,0
89,11,0,0,0,0,0
89,12,0,0,0,0,0
90,1,282.5,1,36.95,1365.3,1
90,2,204.36,1,40.12,1609.61,1
90,3,247.39,1,39.04,1524.12,1
90,4,215.53,1,0,0,1
90,5,265.98,1,0,0,1
90,6,185.44,1,0,0,1
90,7,230.84,1,0,0,1
90,8,233.39,1,0,0,1
90,9,0,0,57.41,3295.91,0
90,10,0,0,29.51,870.84,0
90,11,0,0,23.98,575.04,0
90,12,0,0,0,0,0
91,1,215.78,1,0,0,1
91,2,0,0,0,0,0
91,3,0,0,19.01,361.38,0
91,4,0,0,0,0,0
91,5,0,0,0,0,0
91,6,0,0,0,0,0
91,7,0,0,0,0,0
91,8,0,0,0,0,0
91,9,0,0,0,0,0
91,10,0,0,0,0,0
91,11,104.28,1,37.72,1422.8,1
91,12,187.31,1,0,0,1
92,1,148.11,1,0,0,1
92,2,0,0,54.35,2953.92,0
92,3,0,0,5.29,27.98,0
92,4,0,0,48.88,2389.25,0
92,5,0,0,50.13,2513.02,0
92,6,0,0,51.48,2650.19,0
92,7,0,0,0,0,0
92,8,0,0,0,0,0
92,9,66.07,1,0,0,1
92,10,0,0,0,0,0
92,11,0,0,45.39,2060.25,0
92,12,0,0,0,0,0
93,1,92.05,1,0,0,1
93,2,190.61,1,0,0,1
93,3,288.43,1,28.75,826.56,1
93,4,171.8,1,0,0,1
93,5,188.82,1,0,0,1
93,6,0,0,0,0,0
93,7,0,0,0,0,0
93,8,0,0,0,0,0
93,9,0,0,0,0,0
93,10,0,0,0,0,0
93,11,0,0,44.48,1978.47,0
93,12,0,0,28.23,796.93,0
94,1,277.49,4,0,0,1
94,2,224.61,1,0,0,1
94,3,0,0,54.49,2969.16,0
94,4,0,0,0,0,0
94,5,0,0,0,0,0
94,6,0,0,44.89,2015.11,0
94,7,0,0,0,0,0
94,8,0,0,0,0,0
94,9,0,0,42.93,1842.98,0
94,10,0,0,0,0,0
94,11,0,0,0,0,0
94,12,0,0,0,0,0
95,1,96.29,1,0,0,1
95,2,216.37,2,27.5,756.25,1
95,3,0,0,29.61,876.75,0
95,4,0,0,0,0,0
95,5,0,0,0,0,0
95,6,0,0,0,0,0
95,7,0,0,0,0,0
95,8,0,0,0,0,0
95,9,0,0,20.69,428.08,0
95,10,0,0,0,0,0
95,11,0,0,0,0,0
95,12,82,1,16.45,270.6,1
96,1,239.85,1,0,0,1
96,2,232.33,1,36.74,1349.83,1
96,3,212.01,1,0,0,1
96,4,197.51,1,0,0,1
96,5,283.31,1,38.18,1457.71,1
96,6,284.92,1,0,0,1
96,7,223.3,1,7.01,49.14,1
96,8,337.22,1,45.47,2067.52,1
96,9,254.46,4,0,0,1
96,10,206.04,1,26.52,703.31,1
96,11,193.62,1,0,0,1
96,12,243.57,1,0,0,1
97,1,221.94,1,0,0,1
97,2,0,0,0,0,0
97,3,0,0,14.39,207.07,0
97,4,0,0,0,0,0
97,5,0,0,21.72,471.76,0
97,6,0,0,0,0,0
97,7,0,0,0,0,0
97,8,0,0,0,0,0
97,9,0,0,9.89,97.81,0
97,10,0,0,51.6,2662.56,0
97,11,0,0,16.19,262.12,0
97,12,0,0,40.85,1668.72,0
98,1,239.3,3,0,0,1
98,2,358.04,2,11.84,140.19,1
98,3,421.85,3,0,0,1
98,4,304.37,2,13.43,180.36,1
98,5,428.56,3,0,0,1
98,6,304.11,2,32.92,1083.73,1
98,7,414.79,2,13.85,191.82,1
98,8,281.16,4,38.74,1500.79,1
98,9,243.26,1,0,0,1
98,10,206.95,1,0,0,1
98,11,190.92,2,0,0,1
98,12,233.43,3,23.44,549.43,1
99,1,181.65,3,20.39,415.75,1
99,2,199.59,4,3.45,11.9,1
99,3,299.3,1,16.75,280.56,1
99,4,422.8,4,0,0,1
99,5,238.5,3,0,0,1
99,6,197.5,4,0,0,1
99,7,0,0,0,0,0
99,8,0,0,0,0,0
99,9,0,0,54.1,2926.81,0
99,10,0,0,10.99,120.78,0
99,11,0,0,47.67,2272.43,0
99,12,0,0,0,0,0
100,1,184.55,2,46.48,2160.39,1
100,2,180.64,2,40.17,1613.63,1
100,3,172.01,2,0,0,1
100,4,0,0,24.4,595.36,0
100,5,0,0,0,0,0
100,6,0,0,0,0,0
100,7,0,0,16.53,273.24,0
100,8,0,0,38.87,1510.88,0
100,9,0,0,0,0,0
100,10,0,0,8.96,80.28,0
100,11,0,0,12.46,155.25,0
100,12,0,0,49.01,2401.98,0
101,1,220.46,3,25.78,664.61,1
101,2,316.33,4,0,0,1
101,3,270.95,3,38.93,1515.54,1
101,4,331.79,4,0,0,1
101,5,398.99,2,0,0,1
101,6,361.05,2,0,0,1
101,7,277.9,2,0,0,1
101,8,0,0,0,0,0
101,9,0,0,0,0,0
101,10,0,0,44.4,1971.36,0
101,11,0,0,30.64,938.81,0
101,12,0,0,0,0,0
102,1,262.79,2,0,0,1
102,2,229.64,2,0,0,1
102,3,180.61,1,0,0,1
102,4,204.96,4,13.05,170.3,1
102,5,221.73,4,27.3,745.29,1
102,6,275.58,4,6.78,45.97,1
102,7,185.41,1,2.32,5.38,1
102,8,199.56,2,0,0,1
102,9,340.33,2,0,0,1
102,10,260.62,2,0,0,1
102,11,230.66,2,47.89,2293.45,1
102,12,301.92,5,45.73,2091.23,1
103,1,154.74,1,24.89,619.51,1
103,2,238.95,3,0,0,1
103,3,270.6,1,34.81,1211.74,1
103,4,255.34,1,0,0,1
103,5,361.33,5,23.23,539.63,1
103,6,445.26,3,0,0,1
103,7,291.92,3,0,0,1
103,8,255.97,3,24.34,592.44,1
103,9,176.12,1,0,0,1
103,10,230.41,1,29.72,883.28,1
103,11,388.88,3,35.6,1267.36,1
103,12,542.02,4,0,0,1
104,1,226.38,2,42.53,1808.8,1
104,2,268.32,5,45.15,2038.52,1
104,3,0,0,0,0,0
104,4,0,0,17.76,315.42,0
104,5,0,0,50,2500,0
104,6,118.95,1,15,225,1
104,7,181.73,1,29.26,856.15,1
104,8,0,0,0,0,0
104,9,0,0,25.25,637.56,0
104,10,0,0,0,0,0
104,11,0,0,0,0,0
104,12,0,0,0,0,0
105,1,199.36,1,17.15,294.12,1
105,2,323.21,4,0,0,1
105,3,226.18,4,0,0,1
105,4,0,0,0,0,0
105,5,0,0,0,0,0
105,6,0,0,16.87,284.6,0
105,7,0,0,0,0,0
105,8,0,0,14.01,196.28,0
105,9,52.9,1,0,0,1
105,10,0,0,8.54,72.93,0
105,11,0,0,0,0,0
105,12,0,0,0,0,0
106,1,289.21,4,0,0,1
106,2,295.91,3,0,0,1
106,3,372.99,2,56.76,3221.7,1
106,4,295.07,1,0,0,1
106,5,202.9,1,41.14,1692.5,1
106,6,332.83,4,14.62,213.74,1
106,7,219.96,1,0,0,1
106,8,212.56,1,18.81,353.82,1
106,9,0,0,0,0,0
106,10,0,0,0,0,0
106,11,0,0,18.69,349.32,0
106,12,0,0,0,0,0
107,1,205.36,1,0,0,1
107,2,261.37,4,49.17,2417.69,1
107,3,320.16,4,11.29,127.46,1
107,4,458.03,2,28.66,821.4,1
107,5,596.26,2,0,0,1
107,6,687.56,2,0,0,1
107,7,730.33,2,54.2,2937.64,1
107,8,507.99,5,0,0,1
107,9,680.25,2,0,0,1
107,10,797.48,2,0,0,1
107,11,472.64,3,33.36,1112.89,1
107,12,629.29,5,0,0,1
108,1,289,1,57.11,3261.55,1
108,2,311.79,1,43.78,1916.69,1
108,3,388.68,1,0,0,1
108,4,468.52,2,0,0,1
108,5,181.83,1,46.64,2175.29,1
108,6,275.47,1,0,0,1
108,7,236.34,1,0,0,1
108,8,179.32,1,0,0,1
108,9,0,0,0,0,0
108,10,0,0,3.03,9.18,0
108,11,14.22,1,0,0,1
108,12,94.33,1,14.12,199.37,1
109,1,202.79,3,4.96,24.6,1
109,2,158.01,2,34.36,1180.61,1
109,3,215.52,2,32.58,1061.46,1
109,4,203.68,2,21.83,476.55,1
109,5,304.76,4,0,0,1
109,6,455.26,3,21.49,461.82,1
109,7,341.19,4,0,0,1
109,8,265.17,3,0,0,1
109,9,282.36,4,9.56,91.39,1
109,10,360.33,2,0,0,1
109,11,277.38,2,0,0,1
109,12,201.63,1,51.28,2629.64,1
110,1,244.48,3,28.47,810.54,1
110,2,170.52,1,0,0,1
110,3,146.23,1,0,0,1
110,4,0,0,51.8,2683.24,0
110,5,0,0,15.32,234.7,0
110,6,0,0,31.43,987.84,0
110,7,0,0,33.43,1117.56,0
110,8,0,0,0,0,0
110,9,85.5,1,10.78,116.21,1
110,10,0,0,0,0,0
110,11,0,0,0,0,0
110,12,0,0,0,0,0
111,1,127.38,1,0,0,1
111,2,232.25,1,0,0,1
111,3,376.51,5,0,0,1
111,4,479.49,2,19.31,372.88,1
111,5,375.04,2,0,0,1
111,6,378.02,3,0,0,1
111,7,201.22,2,53.28,2838.76,1
111,8,199.3,1,0,0,1
111,9,310.95,4,44.39,1970.47,1
111,10,254.24,1,46.55,2166.9,1
111,11,285.83,1,0,0,1
111,12,289.79,1,0,0,1
112,1,231.94,1,10.86,117.94,1
112,2,190.68,1,37.02,1370.48,1
112,3,279.81,1,0,0,1
112,4,241.95,1,33.83,1144.47,1
112,5,236.67,1,48.76,2377.54,1
112,6,350.6,1,0,0,1
112,7,428.31,3,28.2,795.24,1
112,8,269.91,1,0,0,1
112,9,224.69,1,0,0,1
112,10,326.57,4,0,0,1
112,11,284.87,1,15.24,232.26,1
112,12,177.73,1,9.41,88.55,1
113,1,277.48,3,0,0,1
113,2,197.37,1,0,0,1
113,3,0,0,0,0,0
113,4,0,0,0,0,0
113,5,0,0,55.29,3056.98,0
113,6,0,0,0,0,0
113,7,0,0,0,0,0
113,8,0,0,30.28,916.88,0
113,9,0,0,0,0,0
113,10,0,0,52.2,2724.84,0
113,11,0,0,0,0,0
113,12,0,0,28.19,794.68,0
114,1,257.91,5,0,0,1
114,2,245.27,2,0,0,1
114,3,211.12,3,0,0,1
114,4,272.35,4,20.76,430.98,1
114,5,250.49,2,14.49,209.96,1
114,6,0,0,50.11,2511.01,0
114,7,0,0,0,0,0
114,8,0,0,10.41,108.37,0
114,9,132.43,1,0,0,1
114,10,256.72,2,8.29,68.72,1
114,11,234.93,5,35.93,1290.96,1
114,12,194.24,1,0,0,1
115,1,206.28,1,20.29,411.68,1
115,2,207.38,1,0,0,1
115,3,298.83,1,0,0,1
115,4,305.21,1,15.89,252.49,1
115,5,409.12,4,0,0,1
115,6,503.06,1,2.36,5.57,1
115,7,265.79,1,0,0,1
115,8,242.68,1,0,0,1
115,9,154.23,1,0,0,1
115,10,0,0,44.32,1964.26,0
115,11,0,0,0,0,0
115,12,0,0,0,0,0
116,1,216.04,1,13.07,170.82,1
116,2,308.17,2,0,0,1
116,3,262.69,2,49.21,2421.62,1
116,4,247.77,1,0,0,1
116,5,250.34,1,0,0,1
116,6,204.36,1,0,0,1
116,7,181.94,1,52.2,2724.84,1
116,8,262.37,1,0,0,1
116,9,185.99,1,0,0,1
116,10,234.34,1,0,0,1
116,11,337.04,4,0,0,1
116,12,262.74,1,0,0,1
117,1,82.35,1,29.78,886.85,1
117,2,0,0,0,0,0
117,3,0,0,0,0,0
117,4,0,0,0,0,0
117,5,0,0,47.9,2294.41,0
117,6,0,0,0,0,0
117,7,0,0,52.46,2752.05,0
117,8,0,0,0,0,0
117,9,0,0,0,0,0
117,10,0,0,0,0,0
117,11,0,0,49.88,2488.01,0
117,12,0,0,0,0,0
118,1,184.63,1,14.44,208.51,1
118,2,0,0,0,0,0
118,3,0,0,0,0,0
118,4,0,0,0,0,0
118,5,0,0,0,0,0
118,6,0,0,0,0,0
118,7,0,0,0,0,0
118,8,0,0,0,0,0
118,9,0,0,39.64,1571.33,0
118,10,0,0,0,0,0
118,11,0,0,0,0,0
118,12,0,0,0,0,0
119,1,225.47,2,53.66,2879.4,1
119,2,384.35,3,0,0,1
119,3,295.76,2,0,0,1
119,4,412.88,2,39.8,1584.04,1
119,5,319.43,3,0,0,1
119,6,0,0,0,0,0
119,7,0,0,10.11,102.21,0
119,8,0,0,0,0,0
119,9,0,0,0,0,0
119,10,0,0,27.43,752.4,0
119,11,0,0,39.94,1595.2,0
119,12,0,0,0,0,0
120,1,263.53,2,0,0,1
120,2,308.03,2,27.49,755.7,1
120,3,422.35,2,0,0,1
120,4,344.57,2,28.15,792.42,1
120,5,262.53,2,0,0,1
120,6,248.09,2,0,0,1
120,7,297.29,3,0,0,1
120,8,322.94,2,0,0,1
120,9,416.96,2,0,0,1
120,10,373,2,0,0,1
120,11,267.34,1,0,0,1
120,12,254.63,3,0,0,1
121,1,343.97,1,0,0,1
121,2,262.49,1,14.57,212.28,1
121,3,0,0,13.92,193.77,0
121,4,0,0,16.94,286.96,0
121,5,0,0,0,0,0
121,6,0,0,48.87,2388.28,0
121,7,0,0,57.99,3362.84,0
121,8,0,0,0,0,0
121,9,0,0,0,0,0
121,10,0,0,0,0,0
121,11,0,0,0,0,0
121,12,0,0,0,0,0
122,1,201.36,2,15.78,249.01,1
122,2,294.94,2,0,0,1
122,3,221.26,3,0,0,1
122,4,162.88,1,28.28,799.76,1
122,5,165.85,1,40.1,1608.01,1
122,6,0,0,53.4,2851.56,0
122,7,0,0,27.09,733.87,0
122,8,0,0,0,0,0
122,9,0,0,51.06,2607.12,0
122,10,0,0,0,0,0
122,11,0,0,25.51,650.76,0
122,12,0,0,3.47,12.04,0
123,1,198.85,1,0,0,1
123,2,321.62,1,37.99,1443.24,1
123,3,293.8,3,10.22,104.45,1
123,4,0,0,42.32,1790.98,0
123,5,0,0,54.65,2986.62,0
123,6,0,0,0,0,0
123,7,0,0,8.96,80.28,0
123,8,0,0,7.42,55.06,0
123,9,0,0,37.76,1425.82,0
123,10,0,0,0,0,0
123,11,0,0,0,0,0
123,12,0,0,0,0,0
124,1,98.98,1,52.48,2754.15,1
124,2,248.1,2,46.97,2206.18,1
124,3,259.86,2,30.31,918.7,1
124,4,290.46,1,0,0,1
124,5,0,0,0,0,0
124,6,0,0,49.19,2419.66,0
124,7,0,0,19.53,381.42,0
124,8,0,0,24.69,609.6,0
124,9,0,0,52.07,2711.28,0
124,10,0,0,41.32,1707.34,0
124,11,0,0,28.89,834.63,0
124,12,0,0,0,0,0
125,1,107.52,1,0,0,1
125,2,0,0,0,0,0
125,3,0,0,0,0,0
125,4,0,0,10.1,102.01,0
125,5,0,0,0,0,0
125,6,0,0,17.98,323.28,0
125,7,0,0,0,0,0
125,8,0,0,47.48,2254.35,0
125,9,0,0,0,0,0
125,10,0,0,0,0,0
125,11,0,0,0,0,0
125,12,0,0,0,0,0
126,1,358.66,5,0,0,1
126,2,320.67,4,0,0,1
126,3,374.12,2,0,0,1
126,4,506.69,4,0,0,1
126,5,356.84,4,0,0,1
126,6,253.4,5,40.25,1620.06,1
126,7,0,0,48.36,2338.69,0
126,8,0,0,0,0,0
126,9,0,0,38.26,1463.83,0
126,10,0,0,0,0,0
126,11,0,0,0,0,0
126,12,0,0,0,0,0
127,1,164.97,1,0,0,1
127,2,120.97,1,17.76,315.42,1
127,3,0,0,42.16,1777.47,0
127,4,0,0,23.54,554.13,0
127,5,0,0,0,0,0
127,6,0,0,0,0,0
127,7,0,0,36.93,1363.82,0
127,8,0,0,14.76,217.86,0
127,9,133.56,1,33.29,1108.22,1
127,10,118.5,1,38.46,1479.17,1
127,11,159.86,1,0,0,1
127,12,157.74,1,0,0,1
128,1,212,1,0,0,1
128,2,225.64,1,18.45,340.4,1
128,3,165.75,1,0,0,1
128,4,0,0,0,0,0
128,5,0,0,52.16,2720.67,0
128,6,0,0,0,0,0
128,7,0,0,12.36,152.77,0
128,8,0,0,0,0,0
128,9,0,0,16.11,259.53,0
128,10,0,0,0,0,0
128,11,0,0,30.12,907.21,0
128,12,0,0,34.84,1213.83,0
129,1,146.46,2,0,0,1
129,2,221.56,1,0,0,1
129,3,260.77,2,22.72,516.2,1
129,4,0,0,28.74,825.99,0
129,5,0,0,0,0,0
129,6,0,0,0,0,0
129,7,0,0,49.92,2492.01,0
129,8,0,0,48.15,2318.42,0
129,9,0,0,0,0,0
129,10,0,0,0,0,0
129,11,0,0,0,0,0
129,12,122.06,4,0,0,1
130,1,197.24,1,0,0,1
130,2,197.19,1,0,0,1
130,3,197.91,2,0,0,1
130,4,338.69,2,0,0,1
130,5,264.07,1,0,0,1
130,6,251.2,1,8.47,71.74,1
130,7,218,1,0,0,1
130,8,294.5,2,41.19,1696.62,1
130,9,384.32,2,0,0,1
130,10,249.8,1,0,0,1
130,11,213.97,1,0,0,1
130,12,225.99,1,30.46,927.81,1
131,1,197.35,1,39,1521,1
131,2,0,0,0,0,0
131,3,0,0,0,0,0
131,4,0,0,52.39,2744.71,0
131,5,0,0,0,0,0
131,6,0,0,0,0,0
131,7,87.56,1,0,0,1
131,8,174.3,1,0,0,1
131,9,224.73,1,0,0,1
131,10,269.7,1,0,0,1
131,11,223.98,1,0,0,1
131,12,366.44,2,29.63,877.94,1
132,1,240.77,2,0,0,1
132,2,0,0,0,0,0
132,3,0,0,0,0,0
132,4,0,0,0,0,0
132,5,0,0,0,0,0
132,6,0,0,0,0,0
132,7,0,0,0,0,0
132,8,0,0,0,0,0
132,9,0,0,0,0,0
132,10,0,0,45.38,2059.34,0
132,11,0,0,0,0,0
132,12,0,0,52.14,2718.58,0
133,1,275.66,3,0,0,1
133,2,389.88,5,31.92,1018.89,1
133,3,266.6,1,28.66,821.4,1
133,4,215.51,3,0,0,1
133,5,0,0,58.82,3459.79,0
133,6,0,0,0,0,0
133,7,0,0,0,0,0
133,8,0,0,17.07,291.38,0
133,9,0,0,0,0,0
133,10,0,0,47.93,2297.28,0
133,11,0,0,0,0,0
133,12,0,0,0,0,0
134,1,292.42,3,46.44,2156.67,1
134,2,169.73,1,0,0,1
134,3,183.3,1,0,0,1
134,4,241.09,1,28.8,829.44,1
134,5,192.21,1,32.91,1083.07,1
134,6,187.2,1,17.64,311.17,1
134,7,145.96,1,38.84,1508.55,1
134,8,0,0,0,0,0
134,9,0,0,0,0,0
134,10,0,0,30.42,925.38,0
134,11,0,0,6.77,45.83,0
134,12,0,0,9.71,94.28,0
135,1,162.94,2,56.1,3147.21,1
135,2,285.66,4,36.92,1363.09,1
135,3,229.49,2,0,0,1
135,4,372.59,3,0,0,1
135,5,329.15,5,12.91,166.67,1
135,6,275.9,3,48.34,2336.76,1
135,7,316.87,4,0,0,1
135,8,362.25,4,51.4,2641.96,1
135,9,481.79,2,0,0,1
135,10,315.66,4,0,0,1
135,11,311.32,4,0,0,1
135,12,258.53,2,14.8,219.04,1
136,1,169.01,1,0,0,1
136,2,232.95,2,10.59,112.15,1
136,3,223.55,4,0,0,1
136,4,372.42,5,0,0,1
136,5,520.94,4,15.19,230.74,1
136,6,294.8,2,51.64,2666.69,1
136,7,316.02,4,0,0,1
136,8,240.4,5,9,81,1
136,9,248.06,1,0,0,1
136,10,358.95,2,0,0,1
136,11,332.24,2,0,0,1
136,12,248.28,3,28.15,792.42,1
137,1,134.67,1,0,0,1
137,2,229.1,1,0,0,1
137,3,226.32,1,0,0,1
137,4,244.04,1,0,0,1
137,5,265.61,1,0,0,1
137,6,245.43,1,0,0,1
137,7,316.52,4,46.06,2121.52,1
137,8,449.6,4,0,0,1
137,9,321.13,1,0,0,1
137,10,253.28,1,10.21,104.24,1
137,11,349.4,1,0,0,1
137,12,472.06,2,0,0,1
138,1,163.29,1,0,0,1
138,2,210.41,1,0,0,1
138,3,141.61,1,20.66,426.84,1
138,4,219.38,2,0,0,1
138,5,194.67,1,0,0,1
138,6,225.05,1,0,0,1
138,7,204.23,1,41.46,1718.93,1
138,8,305.18,1,23.85,568.82,1
138,9,166.47,1,59.45,3534.3,1
138,10,241.98,1,0,0,1
138,11,255.17,1,0,0,1
138,12,257.11,1,0,0,1
139,1,175.44,1,0,0,1
