ds,method,split_number,rank_score
4_australian_credit,LogReg,4,0.7222222222222222
4_australian_credit,LogReg,5,0.5555555555555556
4_australian_credit,LogReg,6,0.7222222222222222
4_australian_credit,LogReg,7,0.4444444444444444
4_australian_credit,LogReg,8,0.3333333333333333
4_australian_credit,LogReg,9,1.0
4_australian_credit,MLP,0,0.5
4_australian_credit,MLP,1,1.0
4_australian_credit,MLP,2,0.6666666666666666
4_australian_credit,MLP,3,0.5555555555555556
4_australian_credit,MLP,4,0.3333333333333333
4_australian_credit,MLP,5,0.3333333333333333
4_australian_credit,MLP,6,0.7222222222222222
4_australian_credit,MLP,7,0.6666666666666666
4_australian_credit,MLP,8,0.4444444444444444
4_australian_credit,MLP,9,0.8333333333333334
4_australian_credit,RandomForest,0,0.6666666666666666
4_australian_credit,RandomForest,1,0.2222222222222222
4_australian_credit,RandomForest,2,0.3333333333333333
4_australian_credit,RandomForest,3,0.8888888888888888
4_australian_credit,RandomForest,4,0.8888888888888888
4_australian_credit,RandomForest,5,0.7777777777777778
4_australian_credit,RandomForest,6,0.3333333333333333
4_australian_credit,RandomForest,7,0.7777777777777778
4_australian_credit,RandomForest,8,0.8888888888888888
4_australian_credit,RandomForest,9,0.3333333333333333
4_australian_credit,SVM,0,0.2222222222222222
4_australian_credit,SVM,1,0.6666666666666666
4_australian_credit,SVM,2,0.1111111111111111
4_australian_credit,SVM,3,0.2222222222222222
4_australian_credit,SVM,4,0.2222222222222222
4_australian_credit,SVM,5,0.4444444444444444
4_australian_credit,SVM,6,0.2222222222222222
4_australian_credit,SVM,7,0.1111111111111111
4_australian_credit,SVM,8,0.1111111111111111
4_australian_credit,SVM,9,0.2222222222222222
4_australian_credit,TabPFN,0,1.0
4_australian_credit,TabPFN,1,0.7777777777777778
4_australian_credit,TabPFN,2,0.8888888888888888
4_australian_credit,TabPFN,3,0.3333333333333333
4_australian_credit,TabPFN,4,1.0
4_australian_credit,TabPFN,5,1.0
4_australian_credit,TabPFN,6,1.0
4_australian_credit,TabPFN,7,1.0
4_australian_credit,TabPFN,8,0.6666666666666666
4_australian_credit,TabPFN,9,0.8333333333333334
4_australian_credit,XGBoost,0,0.7777777777777778
4_australian_credit,XGBoost,1,0.5555555555555556
4_australian_credit,XGBoost,2,0.4444444444444444
4_australian_credit,XGBoost,3,0.7777777777777778
4_australian_credit,XGBoost,4,0.5555555555555556
4_australian_credit,XGBoost,5,0.6666666666666666
4_australian_credit,XGBoost,6,0.5555555555555556
4_australian_credit,XGBoost,7,0.5555555555555556
4_australian_credit,XGBoost,8,0.7777777777777778
4_australian_credit,XGBoost,9,0.5555555555555556
5_default_credit_card,CatBoost,0,0.8888888888888888
5_default_credit_card,CatBoost,1,0.7777777777777778
5_default_credit_card,CatBoost,2,0.8888888888888888
5_default_credit_card,CatBoost,3,0.8888888888888888
5_default_credit_card,CatBoost,4,0.6666666666666666
5_default_credit_card,CatBoost,5,0.8888888888888888
5_default_credit_card,CatBoost,6,1.0
5_default_credit_card,CatBoost,7,0.7777777777777778
5_default_credit_card,CatBoost,8,0.8888888888888888
5_default_credit_card,CatBoost,9,0.8888888888888888
5_default_credit_card,KNN,0,0.1111111111111111
5_default_credit_card,KNN,1,0.1111111111111111
5_default_credit_card,KNN,2,0.1111111111111111
5_default_credit_card,KNN,3,0.1111111111111111
5_default_credit_card,KNN,4,0.1111111111111111
5_default_credit_card,KNN,5,0.2222222222222222
5_default_credit_card,KNN,6,0.1111111111111111
5_default_credit_card,KNN,7,0.1111111111111111
5_default_credit_card,KNN,8,0.1111111111111111
5_default_credit_card,KNN,9,0.2222222222222222
5_default_credit_card,LightGBM,0,1.0
5_default_credit_card,LightGBM,1,0.8888888888888888
5_default_credit_card,LightGBM,2,0.7777777777777778
5_default_credit_card,LightGBM,3,0.7777777777777778
5_default_credit_card,LightGBM,4,1.0
5_default_credit_card,LightGBM,5,0.7777777777777778
5_default_credit_card,LightGBM,6,0.7777777777777778
5_default_credit_card,LightGBM,7,0.8888888888888888
5_default_credit_card,LightGBM,8,0.7777777777777778
5_default_credit_card,LightGBM,9,0.6666666666666666
5_default_credit_card,LogReg,0,0.3333333333333333
5_default_credit_card,LogReg,1,0.2222222222222222
5_default_credit_card,LogReg,2,0.2222222222222222
5_default_credit_card,LogReg,3,0.3333333333333333
5_default_credit_card,LogReg,4,0.2222222222222222
5_default_credit_card,LogReg,5,0.4444444444444444
5_default_credit_card,LogReg,6,0.2222222222222222
5_default_credit_card,LogReg,7,0.3333333333333333
5_default_credit_card,LogReg,8,0.3333333333333333
5_default_credit_card,LogReg,9,0.3333333333333333
5_default_credit_card,MLP,0,0.4444444444444444
5_default_credit_card,MLP,1,0.5555555555555556
5_default_credit_card,MLP,2,0.5555555555555556
5_default_credit_card,MLP,3,0.4444444444444444
5_default_credit_card,MLP,4,0.5555555555555556
5_default_credit_card,MLP,5,0.3333333333333333
5_default_credit_card,MLP,6,0.6666666666666666
5_default_credit_card,MLP,7,0.4444444444444444
5_default_credit_card,MLP,8,0.5555555555555556
5_default_credit_card,MLP,9,0.5555555555555556
5_default_credit_card,RandomForest,0,0.6666666666666666
5_default_credit_card,RandomForest,1,0.6666666666666666
5_default_credit_card,RandomForest,2,0.6666666666666666
5_default_credit_card,RandomForest,3,0.5555555555555556
5_default_credit_card,RandomForest,4,0.8888888888888888
5_default_credit_card,RandomForest,5,0.6666666666666666
5_default_credit_card,RandomForest,6,0.5555555555555556
5_default_credit_card,RandomForest,7,0.6666666666666666
5_default_credit_card,RandomForest,8,0.6666666666666666
5_default_credit_card,RandomForest,9,0.4444444444444444
5_default_credit_card,SVM,0,0.2222222222222222
5_default_credit_card,SVM,1,0.3333333333333333
5_default_credit_card,SVM,2,0.3333333333333333
5_default_credit_card,SVM,3,0.2222222222222222
5_default_credit_card,SVM,4,0.3333333333333333
5_default_credit_card,SVM,5,0.1111111111111111
5_default_credit_card,SVM,6,0.3333333333333333
5_default_credit_card,SVM,7,0.2222222222222222
5_default_credit_card,SVM,8,0.2222222222222222
5_default_credit_card,SVM,9,0.1111111111111111
5_default_credit_card,TabPFN,0,0.7777777777777778
5_default_credit_card,TabPFN,1,1.0
5_default_credit_card,TabPFN,2,1.0
5_default_credit_card,TabPFN,3,1.0
5_default_credit_card,TabPFN,4,0.7777777777777778
5_default_credit_card,TabPFN,5,1.0
5_default_credit_card,TabPFN,6,0.8888888888888888
5_default_credit_card,TabPFN,7,1.0
5_default_credit_card,TabPFN,8,1.0
5_default_credit_card,TabPFN,9,1.0
5_default_credit_card,XGBoost,0,0.5555555555555556
5_default_credit_card,XGBoost,1,0.4444444444444444
5_default_credit_card,XGBoost,2,0.4444444444444444
5_default_credit_card,XGBoost,3,0.6666666666666666
5_default_credit_card,XGBoost,4,0.4444444444444444
5_default_credit_card,XGBoost,5,0.5555555555555556
5_default_credit_card,XGBoost,6,0.4444444444444444
5_default_credit_card,XGBoost,7,0.5555555555555556
5_default_credit_card,XGBoost,8,0.4444444444444444
5_default_credit_card,XGBoost,9,0.7777777777777778
6_loan_modelling,CatBoost,0,0.5555555555555556
6_loan_modelling,CatBoost,1,1.0
6_loan_modelling,CatBoost,2,0.8888888888888888
6_loan_modelling,CatBoost,3,0.8888888888888888
6_loan_modelling,CatBoost,4,0.8888888888888888
6_loan_modelling,CatBoost,5,1.0
6_loan_modelling,CatBoost,6,0.8888888888888888
6_loan_modelling,CatBoost,7,0.8888888888888888
6_loan_modelling,CatBoost,8,0.7777777777777778
6_loan_modelling,CatBoost,9,0.8888888888888888
6_loan_modelling,KNN,0,0.1111111111111111
6_loan_modelling,KNN,1,0.1111111111111111
6_loan_modelling,KNN,2,0.1111111111111111
6_loan_modelling,KNN,3,0.1111111111111111
6_loan_modelling,KNN,4,0.1111111111111111
6_loan_modelling,KNN,5,0.1111111111111111
6_loan_modelling,KNN,6,0.1111111111111111
6_loan_modelling,KNN,7,0.1111111111111111
6_loan_modelling,KNN,8,0.1111111111111111
6_loan_modelling,KNN,9,0.1111111111111111
6_loan_modelling,LightGBM,0,0.8888888888888888
6_loan_modelling,LightGBM,1,0.7777777777777778
6_loan_modelling,LightGBM,2,0.7777777777777778
6_loan_modelling,LightGBM,3,0.6666666666666666
6_loan_modelling,LightGBM,4,0.6666666666666666
6_loan_modelling,LightGBM,5,0.7777777777777778
6_loan_modelling,LightGBM,6,0.7777777777777778
6_loan_modelling,LightGBM,7,0.7777777777777778
6_loan_modelling,LightGBM,8,0.8888888888888888
6_loan_modelling,LightGBM,9,0.7777777777777778
6_loan_modelling,LogReg,0,0.2222222222222222
6_loan_modelling,LogReg,1,0.2222222222222222
6_loan_modelling,LogReg,2,0.2222222222222222
6_loan_modelling,LogReg,3,0.2222222222222222
6_loan_modelling,LogReg,4,0.2222222222222222
6_loan_modelling,LogReg,5,0.2222222222222222
6_loan_modelling,LogReg,6,0.2222222222222222
6_loan_modelling,LogReg,7,0.2222222222222222
6_loan_modelling,LogReg,8,0.2222222222222222
6_loan_modelling,LogReg,9,0.2222222222222222
6_loan_modelling,MLP,0,0.3333333333333333
6_loan_modelling,MLP,1,0.4444444444444444
6_loan_modelling,MLP,2,0.4444444444444444
6_loan_modelling,MLP,3,0.4444444444444444
6_loan_modelling,MLP,4,0.3333333333333333
6_loan_modelling,MLP,5,0.4444444444444444
6_loan_modelling,MLP,6,0.4444444444444444
6_loan_modelling,MLP,7,0.4444444444444444
6_loan_modelling,MLP,8,0.4444444444444444
6_loan_modelling,MLP,9,0.4444444444444444
6_loan_modelling,RandomForest,0,0.6666666666666666
6_loan_modelling,RandomForest,1,0.5555555555555556
6_loan_modelling,RandomForest,2,0.6666666666666666
6_loan_modelling,RandomForest,3,0.8888888888888888
6_loan_modelling,RandomForest,4,0.5555555555555556
6_loan_modelling,RandomForest,5,0.6666666666666666
6_loan_modelling,RandomForest,6,0.5555555555555556
6_loan_modelling,RandomForest,7,0.6666666666666666
6_loan_modelling,RandomForest,8,0.5555555555555556
6_loan_modelling,RandomForest,9,0.6666666666666666
6_loan_modelling,SVM,0,0.4444444444444444
6_loan_modelling,SVM,1,0.3333333333333333
6_loan_modelling,SVM,2,0.3333333333333333
6_loan_modelling,SVM,3,0.3333333333333333
6_loan_modelling,SVM,4,0.4444444444444444
6_loan_modelling,SVM,5,0.3333333333333333
6_loan_modelling,SVM,6,0.3333333333333333
6_loan_modelling,SVM,7,0.3333333333333333
6_loan_modelling,SVM,8,0.3333333333333333
6_loan_modelling,SVM,9,0.3333333333333333
6_loan_modelling,TabPFN,0,1.0
6_loan_modelling,TabPFN,1,0.8888888888888888
6_loan_modelling,TabPFN,2,1.0
6_loan_modelling,TabPFN,3,0.8888888888888888
6_loan_modelling,TabPFN,4,1.0
6_loan_modelling,TabPFN,5,0.8888888888888888
6_loan_modelling,TabPFN,6,1.0
6_loan_modelling,TabPFN,7,1.0
6_loan_modelling,TabPFN,8,1.0
6_loan_modelling,TabPFN,9,1.0
6_loan_modelling,XGBoost,0,0.7777777777777778
6_loan_modelling,XGBoost,1,0.6666666666666666
6_loan_modelling,XGBoost,2,0.5555555555555556
6_loan_modelling,XGBoost,3,0.5555555555555556
6_loan_modelling,XGBoost,4,0.7777777777777778
6_loan_modelling,XGBoost,5,0.5555555555555556
6_loan_modelling,XGBoost,6,0.6666666666666666
6_loan_modelling,XGBoost,7,0.5555555555555556
6_loan_modelling,XGBoost,8,0.6666666666666666
6_loan_modelling,XGBoost,9,0.5555555555555556
7_credit_risk,CatBoost,0,0.8888888888888888
7_credit_risk,CatBoost,1,0.7777777777777778
7_credit_risk,CatBoost,2,0.6666666666666666
7_credit_risk,CatBoost,3,0.7777777777777778
7_credit_risk,CatBoost,4,0.7777777777777778
7_credit_risk,CatBoost,5,0.6666666666666666
7_credit_risk,CatBoost,6,0.8888888888888888
7_credit_risk,CatBoost,7,0.8888888888888888
7_credit_risk,CatBoost,8,0.7777777777777778
7_credit_risk,CatBoost,9,0.6666666666666666
7_credit_risk,KNN,0,0.1111111111111111
7_credit_risk,KNN,1,0.1111111111111111
7_credit_risk,KNN,2,0.1111111111111111
7_credit_risk,KNN,3,0.3333333333333333
7_credit_risk,KNN,4,0.3333333333333333
7_credit_risk,KNN,5,0.1111111111111111
7_credit_risk,KNN,6,0.2222222222222222
7_credit_risk,KNN,7,0.2222222222222222
7_credit_risk,KNN,8,0.2222222222222222
7_credit_risk,KNN,9,0.1111111111111111
7_credit_risk,LightGBM,0,1.0
7_credit_risk,LightGBM,1,1.0
7_credit_risk,LightGBM,2,0.8888888888888888
7_credit_risk,LightGBM,3,1.0
7_credit_risk,LightGBM,4,1.0
7_credit_risk,LightGBM,5,0.7777777777777778
7_credit_risk,LightGBM,6,0.7777777777777778
7_credit_risk,LightGBM,7,1.0
7_credit_risk,LightGBM,8,1.0
7_credit_risk,LightGBM,9,1.0
7_credit_risk,LogReg,0,0.2222222222222222
7_credit_risk,LogReg,1,0.2222222222222222
7_credit_risk,LogReg,2,0.2222222222222222
7_credit_risk,LogReg,3,0.1111111111111111
7_credit_risk,LogReg,4,0.1111111111111111
7_credit_risk,LogReg,5,0.2222222222222222
7_credit_risk,LogReg,6,0.1111111111111111
7_credit_risk,LogReg,7,0.1111111111111111
7_credit_risk,LogReg,8,0.1111111111111111
7_credit_risk,LogReg,9,0.3333333333333333
7_credit_risk,MLP,0,0.4444444444444444
7_credit_risk,MLP,1,0.4444444444444444
7_credit_risk,MLP,2,0.4444444444444444
7_credit_risk,MLP,3,0.4444444444444444
7_credit_risk,MLP,4,0.4444444444444444
7_credit_risk,MLP,5,0.4444444444444444
7_credit_risk,MLP,6,0.4444444444444444
7_credit_risk,MLP,7,0.4444444444444444
7_credit_risk,MLP,8,0.4444444444444444
7_credit_risk,MLP,9,0.4444444444444444
7_credit_risk,RandomForest,0,0.5555555555555556
7_credit_risk,RandomForest,1,0.5555555555555556
7_credit_risk,RandomForest,2,0.5555555555555556
7_credit_risk,RandomForest,3,0.5555555555555556
7_credit_risk,RandomForest,4,0.8888888888888888
7_credit_risk,RandomForest,5,0.5555555555555556
7_credit_risk,RandomForest,6,0.5555555555555556
7_credit_risk,RandomForest,7,0.5555555555555556
7_credit_risk,RandomForest,8,0.5555555555555556
7_credit_risk,RandomForest,9,0.5555555555555556
7_credit_risk,SVM,0,0.3333333333333333
7_credit_risk,SVM,1,0.3333333333333333
7_credit_risk,SVM,2,0.3333333333333333
7_credit_risk,SVM,3,0.2222222222222222
7_credit_risk,SVM,4,0.2222222222222222
7_credit_risk,SVM,5,0.3333333333333333
7_credit_risk,SVM,6,0.3333333333333333
7_credit_risk,SVM,7,0.3333333333333333
7_credit_risk,SVM,8,0.3333333333333333
7_credit_risk,SVM,9,0.2222222222222222
7_credit_risk,TabPFN,0,0.7777777777777778
7_credit_risk,TabPFN,1,0.6666666666666666
7_credit_risk,TabPFN,2,1.0
7_credit_risk,TabPFN,3,0.6666666666666666
7_credit_risk,TabPFN,4,0.6666666666666666
7_credit_risk,TabPFN,5,1.0
7_credit_risk,TabPFN,6,0.6666666666666666
7_credit_risk,TabPFN,7,0.6666666666666666
7_credit_risk,TabPFN,8,0.6666666666666666
7_credit_risk,TabPFN,9,0.8888888888888888
7_credit_risk,XGBoost,0,0.6666666666666666
7_credit_risk,XGBoost,1,0.8888888888888888
7_credit_risk,XGBoost,2,0.7777777777777778
7_credit_risk,XGBoost,3,0.8888888888888888
7_credit_risk,XGBoost,4,0.5555555555555556
7_credit_risk,XGBoost,5,0.8888888888888888
7_credit_risk,XGBoost,6,1.0
7_credit_risk,XGBoost,7,0.7777777777777778
7_credit_risk,XGBoost,8,0.8888888888888888
7_credit_risk,XGBoost,9,0.7777777777777778
8_hmeq,CatBoost,0,0.7777777777777778
8_hmeq,CatBoost,1,0.6666666666666666
8_hmeq,CatBoost,2,0.8888888888888888
8_hmeq,CatBoost,3,0.7777777777777778
8_hmeq,CatBoost,4,0.7777777777777778
8_hmeq,CatBoost,5,0.7777777777777778
8_hmeq,CatBoost,6,0.6666666666666666
8_hmeq,CatBoost,7,0.7777777777777778
8_hmeq,CatBoost,8,0.8888888888888888
8_hmeq,CatBoost,9,0.7777777777777778
8_hmeq,KNN,0,0.4444444444444444
8_hmeq,KNN,1,0.3333333333333333
8_hmeq,KNN,2,0.4444444444444444
8_hmeq,KNN,3,0.4444444444444444
8_hmeq,KNN,4,0.4444444444444444
8_hmeq,KNN,5,0.3333333333333333
8_hmeq,KNN,6,0.4444444444444444
8_hmeq,KNN,7,0.3333333333333333
8_hmeq,KNN,8,0.4444444444444444
8_hmeq,KNN,9,0.3333333333333333
8_hmeq,LightGBM,0,0.5555555555555556
8_hmeq,LightGBM,1,0.5555555555555556
8_hmeq,LightGBM,2,0.6666666666666666
8_hmeq,LightGBM,3,0.5555555555555556
8_hmeq,LightGBM,4,0.5555555555555556
8_hmeq,LightGBM,5,0.5555555555555556
8_hmeq,LightGBM,6,0.5555555555555556
8_hmeq,LightGBM,7,0.6666666666666666
8_hmeq,LightGBM,8,0.7777777777777778
8_hmeq,LightGBM,9,0.5555555555555556
8_hmeq,LogReg,0,0.1111111111111111
8_hmeq,LogReg,1,0.1111111111111111
8_hmeq,LogReg,2,0.1111111111111111
8_hmeq,LogReg,3,0.1111111111111111
8_hmeq,LogReg,4,0.1111111111111111
8_hmeq,LogReg,5,0.1111111111111111
8_hmeq,LogReg,6,0.1111111111111111
8_hmeq,LogReg,7,0.1111111111111111
8_hmeq,LogReg,8,0.1111111111111111
8_hmeq,LogReg,9,0.1111111111111111
8_hmeq,MLP,0,0.3333333333333333
8_hmeq,MLP,1,0.4444444444444444
8_hmeq,MLP,2,0.3333333333333333
8_hmeq,MLP,3,0.3333333333333333
8_hmeq,MLP,4,0.3333333333333333
8_hmeq,MLP,5,0.4444444444444444
8_hmeq,MLP,6,0.3333333333333333
8_hmeq,MLP,7,0.4444444444444444
8_hmeq,MLP,8,0.3333333333333333
8_hmeq,MLP,9,0.4444444444444444
8_hmeq,RandomForest,0,0.6666666666666666
8_hmeq,RandomForest,1,0.7777777777777778
8_hmeq,RandomForest,2,0.5555555555555556
8_hmeq,RandomForest,3,0.6666666666666666
8_hmeq,RandomForest,4,0.8888888888888888
8_hmeq,RandomForest,5,0.6666666666666666
8_hmeq,RandomForest,6,0.8888888888888888
8_hmeq,RandomForest,7,0.5555555555555556
8_hmeq,RandomForest,8,0.5555555555555556
8_hmeq,RandomForest,9,0.8888888888888888
8_hmeq,SVM,0,0.2222222222222222
8_hmeq,SVM,1,0.2222222222222222
8_hmeq,SVM,2,0.2222222222222222
8_hmeq,SVM,3,0.2222222222222222
8_hmeq,SVM,4,0.2222222222222222
8_hmeq,SVM,5,0.2222222222222222
8_hmeq,SVM,6,0.2222222222222222
8_hmeq,SVM,7,0.2222222222222222
8_hmeq,SVM,8,0.2222222222222222
8_hmeq,SVM,9,0.2222222222222222
8_hmeq,TabPFN,0,1.0
8_hmeq,TabPFN,1,1.0
8_hmeq,TabPFN,2,1.0
8_hmeq,TabPFN,3,1.0
8_hmeq,TabPFN,4,1.0
8_hmeq,TabPFN,5,1.0
8_hmeq,TabPFN,6,1.0
8_hmeq,TabPFN,7,1.0
8_hmeq,TabPFN,8,1.0
8_hmeq,TabPFN,9,1.0
8_hmeq,XGBoost,0,0.8888888888888888
8_hmeq,XGBoost,1,0.8888888888888888
8_hmeq,XGBoost,2,0.7777777777777778
8_hmeq,XGBoost,3,0.8888888888888888
8_hmeq,XGBoost,4,0.6666666666666666
8_hmeq,XGBoost,5,0.8888888888888888
8_hmeq,XGBoost,6,0.7777777777777778
8_hmeq,XGBoost,7,0.8888888888888888
8_hmeq,XGBoost,8,0.6666666666666666
8_hmeq,XGBoost,9,0.6666666666666666
9_loan_approval,CatBoost,0,0.5555555555555556
9_loan_approval,CatBoost,1,0.6666666666666666
9_loan_approval,CatBoost,2,1.0
9_loan_approval,CatBoost,3,1.0
9_loan_approval,CatBoost,4,0.8888888888888888
9_loan_approval,CatBoost,5,0.6666666666666666
9_loan_approval,CatBoost,6,0.5555555555555556
9_loan_approval,CatBoost,7,0.7777777777777778
9_loan_approval,CatBoost,8,0.6666666666666666
9_loan_approval,CatBoost,9,0.7777777777777778
9_loan_approval,KNN,0,0.1111111111111111
9_loan_approval,KNN,1,0.1111111111111111
9_loan_approval,KNN,2,0.1111111111111111
9_loan_approval,KNN,3,0.1111111111111111
9_loan_approval,KNN,4,0.1111111111111111
9_loan_approval,KNN,5,0.1111111111111111
9_loan_approval,KNN,6,0.1111111111111111
9_loan_approval,KNN,7,0.1111111111111111
9_loan_approval,KNN,8,0.1111111111111111
9_loan_approval,KNN,9,0.1111111111111111
9_loan_approval,LightGBM,0,0.8888888888888888
9_loan_approval,LightGBM,1,0.7777777777777778
9_loan_approval,LightGBM,2,0.8888888888888888
9_loan_approval,LightGBM,3,0.8888888888888888
9_loan_approval,LightGBM,4,0.7777777777777778
9_loan_approval,LightGBM,5,0.8888888888888888
9_loan_approval,LightGBM,6,0.9444444444444444
9_loan_approval,LightGBM,7,0.6666666666666666
9_loan_approval,LightGBM,8,0.5555555555555556
9_loan_approval,LightGBM,9,0.6666666666666666
9_loan_approval,LogReg,0,0.2222222222222222
9_loan_approval,LogReg,1,0.2222222222222222
9_loan_approval,LogReg,2,0.2222222222222222
9_loan_approval,LogReg,3,0.2222222222222222
9_loan_approval,LogReg,4,0.2222222222222222
9_loan_approval,LogReg,5,0.2222222222222222
9_loan_approval,LogReg,6,0.2222222222222222
9_loan_approval,LogReg,7,0.2222222222222222
9_loan_approval,LogReg,8,0.2222222222222222
9_loan_approval,LogReg,9,0.2222222222222222
9_loan_approval,MLP,0,0.4444444444444444
9_loan_approval,MLP,1,0.4444444444444444
9_loan_approval,MLP,2,0.4444444444444444
9_loan_approval,MLP,3,0.4444444444444444
9_loan_approval,MLP,4,0.4444444444444444
9_loan_approval,MLP,5,0.4444444444444444
9_loan_approval,MLP,6,0.4444444444444444
9_loan_approval,MLP,7,0.4444444444444444
9_loan_approval,MLP,8,0.4444444444444444
9_loan_approval,MLP,9,0.4444444444444444
9_loan_approval,RandomForest,0,0.7777777777777778
9_loan_approval,RandomForest,1,0.5555555555555556
9_loan_approval,RandomForest,2,0.5555555555555556
9_loan_approval,RandomForest,3,0.5555555555555556
9_loan_approval,RandomForest,4,0.5555555555555556
9_loan_approval,RandomForest,5,0.5555555555555556
9_loan_approval,RandomForest,6,0.6666666666666666
9_loan_approval,RandomForest,7,0.8888888888888888
9_loan_approval,RandomForest,8,0.8888888888888888
9_loan_approval,RandomForest,9,0.5555555555555556
9_loan_approval,SVM,0,0.3333333333333333
9_loan_approval,SVM,1,0.3333333333333333
9_loan_approval,SVM,2,0.3333333333333333
9_loan_approval,SVM,3,0.3333333333333333
9_loan_approval,SVM,4,0.3333333333333333
9_loan_approval,SVM,5,0.3333333333333333
9_loan_approval,SVM,6,0.3333333333333333
9_loan_approval,SVM,7,0.3333333333333333
9_loan_approval,SVM,8,0.3333333333333333
9_loan_approval,SVM,9,0.3333333333333333
9_loan_approval,TabPFN,0,1.0
9_loan_approval,TabPFN,1,1.0
9_loan_approval,TabPFN,2,0.7777777777777778
9_loan_approval,TabPFN,3,0.6666666666666666
9_loan_approval,TabPFN,4,1.0
9_loan_approval,TabPFN,5,1.0
9_loan_approval,TabPFN,6,0.9444444444444444
9_loan_approval,TabPFN,7,1.0
9_loan_approval,TabPFN,8,1.0
9_loan_approval,TabPFN,9,1.0
9_loan_approval,XGBoost,0,0.6666666666666666
9_loan_approval,XGBoost,1,0.8888888888888888
9_loan_approval,XGBoost,2,0.6666666666666666
9_loan_approval,XGBoost,3,0.7777777777777778
9_loan_approval,XGBoost,4,0.6666666666666666
9_loan_approval,XGBoost,5,0.7777777777777778
9_loan_approval,XGBoost,6,0.7777777777777778
9_loan_approval,XGBoost,7,0.5555555555555556
9_loan_approval,XGBoost,8,0.7777777777777778
9_loan_approval,XGBoost,9,0.8888888888888888
