Date/Time,Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),LV ActivePower (kW)
26 03 2018 14:20,6.380607128,760.0748529,218.7440948,741.2258301
26 03 2018 14:30,5.882008076,585.9016152,213.201004,547.8015747
26 03 2018 14:40,5.610864162,501.4646118,202.290802,458.3970032
26 03 2018 14:50,6.666235924,872.5666258,205.0296021,867.6276855
26 03 2018 15:00,6.86145401,954.8206405,203.3312073,888.2503052
26 03 2018 15:10,5.781882763,553.8631136,194.5352936,530.77771
26 03 2018 15:20,6.439395905,782.4880258,204.0608978,734.7114868
26 03 2018 15:30,5.803793907,560.7866497,201.8645935,555.0546265
26 03 2018 15:40,6.260182858,715.3362313,197.0467987,624.4473267
26 03 2018 15:50,6.865243912,956.4624203,198.6654968,981.6887207
26 03 2018 16:00,8.213914871,1654.772339,194.6483002,1524.567993
26 03 2018 16:10,8.053501129,1560.781878,192.8784943,831.2022705
26 03 2018 16:20,9.176278114,2258.193756,195.6940002,0
26 03 2018 16:30,9.896146774,2725.819835,189.324707,0
26 03 2018 16:40,11.24398041,3351.950052,188.7422028,0
26 03 2018 16:50,9.71454525,2601.451433,189.0912933,0
26 03 2018 17:00,9.657679558,2560.212697,186.8320007,1790.42395
26 03 2018 17:10,8.57707119,1875.729342,191.2375946,1826.741943
26 03 2018 17:20,9.605617523,2521.468651,195.7996979,2185.36792
26 03 2018 17:30,7.875926018,1459.765354,186.8159027,1415.432983
26 03 2018 17:40,7.179465771,1098.867407,186.7088928,976.0216064
26 03 2018 17:50,6.869637012,958.3676892,189.4985046,956.093689
26 03 2018 18:00,6.70650816,889.1688817,192.9716034,863.7567749
26 03 2018 18:10,7.251019955,1133.113983,194.094696,933.298584
26 03 2018 18:20,7.699905872,1363.115974,196.2879944,1095.483032
26 03 2018 18:30,7.045897007,1036.78443,195.1177979,848.3356934
26 03 2018 18:40,7.319085121,1166.353599,189.645401,912.9467773
26 03 2018 18:50,6.688531876,881.7349834,190.0251007,708.367981
26 03 2018 19:00,6.504240036,807.6504382,193.0662994,731.99823
26 03 2018 19:10,6.946183205,991.9452493,205.9889984,1007.085999
26 03 2018 19:20,8.02945137,1546.907159,212.7185974,1516.754028
26 03 2018 19:30,7.984539986,1521.155833,210.1190948,1380.062988
26 03 2018 19:40,8.791700363,2010.672309,211.115799,1803.543945
26 03 2018 19:50,8.803702354,2018.296688,209.3249969,1811.625
26 03 2018 20:00,9.292756081,2334.166157,210.5480957,2134.900879
26 03 2018 20:10,9.517244339,2453.493488,208.5856018,2240.52002
26 03 2018 20:20,10.21798992,2920.361562,205.5993958,2558.643066
26 03 2018 20:30,11.20685959,3340.690879,205.3542023,2913.563965
26 03 2018 20:40,10.9604702,3258.306008,207.3775024,2879.325928
26 03 2018 20:50,11.40686035,3397.943572,205.6735992,3052.534912
26 03 2018 21:00,11.55230999,3434.479473,203.6324005,3062.008057
26 03 2018 21:10,11.28337955,3363.580772,203.0285034,3070.064941
26 03 2018 21:20,11.28149986,3363.0333,205.0363007,3097.139893
26 03 2018 21:30,11.52235985,3427.296572,207.7528992,3157.220947
26 03 2018 21:40,12.07542038,3533.193983,206.8717957,3393.237061
26 03 2018 21:50,12.31890965,3563.056996,206.9698944,3447.302002
26 03 2018 22:00,13.68122959,3600,208.4004059,3593.860107
26 03 2018 22:10,12.82839966,3595.59587,206.3374023,3577.314941
26 03 2018 22:20,13.88597965,3600,203.2279968,3602.672119
26 03 2018 22:30,14.50199986,3600,202.8847046,3603.529053
26 03 2018 22:40,15.01486969,3600,202.6828003,3603.254883
26 03 2018 22:50,15.86071968,3600,202.9015961,3602.745117
26 03 2018 23:00,15.52853966,3600,202.4996033,3602.962891
26 03 2018 23:10,16.18244934,3600,203.6318054,3602.86792
26 03 2018 23:20,16.47514915,3600,205.2565002,3601.77002
26 03 2018 23:30,14.82186031,3600,205.5021057,3602.854004
26 03 2018 23:40,13.62572956,3600,208.9515991,3514.079102
26 03 2018 23:50,15.44311047,3600,219.3618011,3553.601074
27 03 2018 00:00,13.44367027,3600,228.7678986,3478.572021
27 03 2018 00:10,10.15272045,2883.461494,236.8464966,2482.155029
27 03 2018 00:20,10.42043018,3026.994948,241.3493042,2824.537109
27 03 2018 00:30,11.28203011,3363.187811,225.9794006,3163.572021
27 03 2018 00:40,11.8761301,3501.360636,220.468399,3368.25708
27 03 2018 00:50,10.90859985,3239.20784,227.1773071,814.0786133
27 03 2018 01:00,9.961342812,2767.830854,224.7276001,1183.140015
27 03 2018 01:10,11.30589008,3370.079715,237.969101,3006.274902
27 03 2018 01:20,12.80576038,3594.970883,233.2789001,3455.170898
27 03 2018 01:30,14.28433037,3600,233.052002,3594.010986
27 03 2018 01:40,19.74827957,3600,226.4895935,3601.47998
27 03 2018 01:50,18.4574604,3600,223.1927032,3601.897949
27 03 2018 02:00,15.13321972,3600,219.7180023,3603.041016
27 03 2018 02:10,15.01280975,3600,224.4385986,3603.024902
27 03 2018 02:20,14.47758007,3600,227.6947937,3601.74292
27 03 2018 02:30,13.8074398,3600,218.4302063,3591.843994
27 03 2018 02:40,14.00977993,3600,210.9933929,3600.585938
27 03 2018 02:50,14.90322018,3600,207.1687927,3603.600098
27 03 2018 03:00,13.48490047,3600,205.8578033,3585.677002
27 03 2018 03:10,13.72360039,3600,211.4656067,3590.98999
27 03 2018 03:20,13.6073103,3600,211.5644073,3603.468018
27 03 2018 03:30,15.72122002,3600,208.8634949,3603.047119
27 03 2018 03:40,17.11924934,3600,206.6988068,3602.957031
27 03 2018 03:50,17.48933029,3600,208.5164948,3603.048096
27 03 2018 04:00,17.17725945,3600,207.3796997,3603.01001
27 03 2018 04:10,17.25452995,3600,205.4806061,3602.729004
27 03 2018 04:20,17.71516991,3600,204.5399017,3603.193115
27 03 2018 04:30,18.15979004,3600,202.6208038,3603.591064
27 03 2018 04:40,17.4385891,3600,202.3237,3603.676025
27 03 2018 04:50,16.8850193,3600,203.6347961,3603.448975
27 03 2018 05:00,17.24729919,3600,206.0417023,3603.520996
27 03 2018 05:10,17.09482002,3600,202.7680054,3603.758057
27 03 2018 05:20,16.3159008,3600,203.5444946,3603.86499
27 03 2018 05:30,15.38560009,3600,202.2097015,3603.3479
27 03 2018 05:40,14.56733036,3600,202.447403,3603.547119
27 03 2018 05:50,14.21208954,3600,204.2277069,3602.837891
27 03 2018 06:00,13.35951042,3600,203.8394012,3602.235107
27 03 2018 06:10,12.99411964,3597.927202,203.3565063,3577.25
27 03 2018 06:20,12.88193035,3596.779123,199.1555023,3584.208008
27 03 2018 06:30,12.94379997,3597.634174,197.1569977,3595.258057
27 03 2018 06:40,13.03124046,3600,195.7680054,3598.021973
27 03 2018 06:50,12.90612984,3597.178781,196.1954041,3592.73291
27 03 2018 07:00,11.84243965,3495.295064,196.7167053,3473.340088
27 03 2018 07:10,11.9212904,3509.17672,194.5475006,3479.724121
27 03 2018 07:20,11.65913963,3458.697185,193.8475952,3326.673096
27 03 2018 07:30,10.48756981,3059.840588,195.6340942,2810.616943
27 03 2018 07:40,10.98418999,3266.831382,194.4577026,3083.693115
27 03 2018 07:50,8.898982048,2079.083585,197.6271973,2060.379883
27 03 2018 08:00,8.610586166,1896.613593,200.5868988,1942.869019
27 03 2018 08:10,10.28652,2957.763913,206.0850067,2575.871094
27 03 2018 08:20,12.06949043,3532.344773,204.966095,3364.593994
27 03 2018 08:30,11.78540993,3484.565025,202.1468964,3272.64502
27 03 2018 08:40,11.18459034,3333.79479,203.9160004,2979.081055
27 03 2018 08:50,12.22126007,3552.240664,206.2917938,3200.468018
27 03 2018 09:00,11.66219044,3459.357024,208.6141052,3193.968994
27 03 2018 09:10,10.40402985,3018.784704,209.9243927,2666.201904
27 03 2018 09:20,10.91378975,3241.147025,207.3424988,2953.513916
27 03 2018 09:30,12.94172001,3597.614312,208.4394989,3318.428955
27 03 2018 09:40,10.88164997,3229.036047,207.8381958,2871.384033
27 03 2018 09:50,11.50454998,3422.942359,215.4315033,3174.875
27 03 2018 10:00,10.7598896,3180.911087,218.5877075,2841.865967
27 03 2018 10:10,11.29012966,3365.540684,217.3820953,2974.187012
27 03 2018 10:20,11.21109962,3341.991814,220.3963928,3034.677979
27 03 2018 10:30,12.16254044,3544.993647,215.8556976,3364.048096
27 03 2018 10:40,12.18013954,3547.224853,214.1546936,3252.448975
27 03 2018 10:50,12.17199039,3546.198029,211.9118042,3283.625977
27 03 2018 11:00,13.60750961,3600,216.5128937,3541.572021
27 03 2018 11:10,11.89585018,3504.817774,219.259201,3252.11499
27 03 2018 11:20,10.31235981,2971.516082,215.2409973,2689.153076
27 03 2018 11:30,11.51741982,3426.095034,218.3014984,3153.491943
27 03 2018 11:40,11.65450001,3457.690363,213.3175049,3227.580078
27 03 2018 11:50,10.41116047,3022.363489,212.0720062,2693.503906
27 03 2018 12:00,9.913588524,2737.192678,215.5473938,2312.552002
27 03 2018 12:10,9.188873291,2266.391934,214.1083984,2060.399902
27 03 2018 12:20,8.778031349,2001.998303,208.7599945,1887.621948
27 03 2018 12:30,7.955595016,1504.671202,208.3359985,1515.444946
27 03 2018 12:40,9.833802223,2684.35888,215.4781036,2449.462891
27 03 2018 12:50,11.1505003,3323.030545,210.3684998,3109.905029
27 03 2018 13:00,14.09564018,3600,223.5744934,3566.012939
27 03 2018 13:10,11.54559994,3432.885348,244.1685944,3282.809082
27 03 2018 13:20,9.42130661,2418.343725,229.5305939,2334.447021
27 03 2018 13:30,13.38288021,3600,227.9351044,3591.246094
27 03 2018 13:40,10.81416035,3202.804232,243.3811035,2840.295898
27 03 2018 13:50,8.656012535,1925.036167,252.6105042,2012.579956
27 03 2018 14:00,8.180191994,1634.811486,260.1943054,1563.350952
27 03 2018 14:10,6.958102226,997.2389031,267.26651,1022.499023
27 03 2018 14:20,6.440437794,782.8886601,256.1271057,759.5496216
27 03 2018 14:30,8.485077858,1818.799752,258.7015076,1761.859985
27 03 2018 14:40,8.927089691,2097.098868,258.4371948,2158.565918
27 03 2018 14:50,7.870935917,1456.975967,252.9183044,1437.166992
27 03 2018 15:00,8.607422829,1894.639262,248.4375,1784.390991
27 03 2018 15:10,8.200261116,1646.678056,247.6215973,1649.630005
27 03 2018 15:20,10.99606991,3271.052645,242.1855927,3139.156006
27 03 2018 15:30,10.29848003,2964.152815,248.7050934,2667.801025
27 03 2018 15:40,7.393632889,1203.522523,236.0601044,1256.734009
27 03 2018 15:50,8.29843235,1705.24478,234.2375031,1725.244995
27 03 2018 16:00,8.180149078,1634.786151,232.2593994,1654.817017
27 03 2018 16:10,8.591474533,1884.695434,230.9766998,1867.521973
27 03 2018 16:20,8.96303463,2120.188607,229.7873993,2152.496094
27 03 2018 16:30,9.74460125,2622.798849,227.9154968,2424.716064
27 03 2018 16:40,10.7728796,3186.216931,228.3157959,3022.998047
27 03 2018 16:50,10.93185043,3247.846108,225.8222046,3110.23291
27 03 2018 17:00,13.0662899,3600,224.3946075,3590.468994
27 03 2018 17:10,13.13269997,3600,225.1141052,3571.819092
27 03 2018 17:20,11.82604027,3492.269382,223.3524017,3530.426025
27 03 2018 17:30,11.42504025,3402.740058,222.228302,3407.798096
27 03 2018 17:40,11.27604008,3361.438903,222.8625946,3217.724121
27 03 2018 17:50,11.86345959,3499.103101,225.2402954,3491.370117
27 03 2018 18:00,12.30134964,3561.224518,227.8435059,3549.553955
27 03 2018 18:10,9.951659203,2761.676895,227.2315979,2586.999023
27 03 2018 18:20,7.807518959,1421.773093,230.7391052,1574.38501
27 03 2018 18:30,9.711829185,2599.507121,232.9174042,2508.303955
27 03 2018 18:40,9.251704216,2307.352075,238.8213959,2208.64209
27 03 2018 18:50,8.512095451,1835.457639,238.0119934,1858.531006
27 03 2018 19:00,10.6139698,3118.411938,230.9438019,2936.491943
27 03 2018 19:10,9.617835999,2530.647262,228.6188049,2443.436035
27 03 2018 19:20,10.00191021,2793.289143,227.0572052,2555.420898
27 03 2018 19:30,8.751006126,1984.878753,232.8016968,1971.230957
27 03 2018 19:40,7.643743992,1333.065154,251.2911072,1213.779053
27 03 2018 19:50,6.579757214,837.5437024,236.1502991,826.7678223
27 03 2018 20:00,7.451212883,1232.793313,230.3601074,1323.484009
27 03 2018 20:10,7.172232151,1095.44431,239.8984985,1125.543945
27 03 2018 20:20,8.503647804,1830.243536,230.2863007,1761.276978
27 03 2018 20:30,9.023038864,2158.853662,226.8421936,1920
27 03 2018 20:40,8.146424294,1614.929472,225.3527985,838.242981
27 03 2018 20:50,8.220234871,1658.524701,238.3493042,0
27 03 2018 21:00,7.630703926,1326.144537,233.145401,0
27 03 2018 21:10,7.259601116,1137.268603,228.7810059,0
27 03 2018 21:20,6.781123161,920.4283694,234.2328033,0
27 03 2018 21:30,6.761939049,912.3288291,224.7458038,0
27 03 2018 21:40,6.405388832,769.4767687,225.6710968,0
27 03 2018 21:50,6.042952061,638.5740077,219.7727966,0
27 03 2018 22:00,6.389286995,763.360277,217.0211945,0
27 03 2018 22:10,6.460960865,790.8046748,211.690506,0
27 03 2018 22:20,6.796527863,926.9638059,217.9049072,0
27 03 2018 22:30,6.913671017,977.5953193,220.3511047,0
27 03 2018 22:40,6.905052185,973.8131455,226.259903,0
27 03 2018 22:50,6.774278164,917.5334156,232.5095062,0
27 03 2018 23:00,6.446642876,785.277152,229.8177948,0
27 03 2018 23:10,6.6078372,848.82256,217.578598,535.9788818
27 03 2018 23:20,6.659035206,869.6178329,214.5578003,701.7915039
27 03 2018 23:30,6.607429028,848.6579704,213.8952026,661.7025757
27 03 2018 23:40,7.088208199,1056.196125,215.3784027,822.9219971
27 03 2018 23:50,7.142172813,1081.295226,212.8251038,816.472229
28 03 2018 00:00,7.431175232,1222.55073,208.5843048,993.2208862
28 03 2018 00:10,7.077181816,1051.114937,209.4859924,880.0584106
28 03 2018 00:20,7.249554157,1132.405337,204.4727936,882.8201904
28 03 2018 00:30,7.737390995,1383.390277,203.0220032,1048.426025
28 03 2018 00:40,8.147483826,1615.551685,202.0771027,1331.125
28 03 2018 00:50,7.927568913,1488.79516,204.1562958,1233.27002
28 03 2018 01:00,8.215702057,1655.833077,207.3450012,1341.827026
28 03 2018 01:10,7.96510601,1510.078069,208.3582001,1206.987061
28 03 2018 01:20,7.499205112,1257.574076,203.5039978,955.2437744
28 03 2018 01:30,6.815259933,934.9489511,201.2333069,731.8513794
28 03 2018 01:40,6.566568851,832.2770631,198.6537933,628.7747803
28 03 2018 01:50,6.749907017,907.2710539,198.5267944,716.3508301
28 03 2018 02:00,6.742867947,904.3200065,203.4028931,773.8214111
28 03 2018 02:10,6.322278976,738.2094995,204.2209015,622.5593872
28 03 2018 02:20,6.274702072,720.6471812,199.1661987,539.7628784
28 03 2018 02:30,6.005677223,625.9094614,195.1134033,494.5379028
28 03 2018 02:40,5.449532986,454.5986408,193.1188965,345.7876892
28 03 2018 02:50,5.673923016,520.4515117,194.3827057,402.6440125
28 03 2018 03:00,6.060798168,644.6899979,191.6768951,479.2796936
28 03 2018 03:10,6.118597984,664.7319898,193.1864014,513.3997192
28 03 2018 03:20,6.171813965,683.5002424,188.5917969,499.4334106
28 03 2018 03:30,5.708309174,530.9680694,183.800293,400.0599976
28 03 2018 03:40,5.316524982,417.7356454,182.5500031,332.5585938
28 03 2018 03:50,4.818155766,292.5510222,174.975296,218.017395
28 03 2018 04:00,5.380917072,435.3869006,174.1049042,314.5905151
28 03 2018 04:10,6.32723093,740.051494,174.9506989,562.4755249
28 03 2018 04:20,6.584136963,839.2970462,174.1929932,669.9260254
28 03 2018 04:30,5.838787079,571.9452952,169.9907074,467.0289917
28 03 2018 04:40,5.679545879,522.1632668,168.9517975,426.8389893
28 03 2018 04:50,6.058992863,644.0697594,167.8961029,500.4415894
28 03 2018 05:00,6.723223209,896.1148846,168.0272064,714.0059814
28 03 2018 05:10,6.82462883,938.9584852,166.6492004,762.8234253
28 03 2018 05:20,5.977924824,617.5729512,165.4860992,488.7951965
28 03 2018 05:30,4.795906067,287.3980515,156.9465027,215.4674988
28 03 2018 05:40,4.026938915,128.0177104,152.8276978,132.5717926
28 03 2018 05:50,3.668529987,73.14754711,151.7064972,88.08860779
28 03 2018 06:00,3.16079092,23.21360705,151.137207,23.9102993
28 03 2018 06:10,2.230349064,0,150.0039978,0
28 03 2018 06:20,2.39447403,0,146.0991058,0
28 03 2018 06:30,3.160991907,23.22521256,159.3867035,0
28 03 2018 06:40,3.21062398,26.28896421,157.3491058,72.55986023
28 03 2018 06:50,2.389878035,0,154.3515015,2.392599106
28 03 2018 07:00,2.6457479,0,161.1972046,4.009883881
28 03 2018 07:10,2.644619942,0,168.7597046,0
28 03 2018 07:20,4.126585007,146.8658732,172.8652039,42.52634811
28 03 2018 07:30,3.788022041,90.89500433,174.3376007,83.81426239
28 03 2018 07:40,2.343933105,0,171.4400024,0.6798009276
28 03 2018 07:50,2.021341085,0,203.8439026,0
28 03 2018 08:00,2.428400993,0,202.8065948,0
28 03 2018 08:10,3.050978899,17.83923262,177.3262024,4.263616085
28 03 2018 08:20,3.044975042,17.60102171,203.6047058,7.330193996
28 03 2018 08:30,2.342288017,0,200.4207001,16.82740974
28 03 2018 08:40,5.053177834,349.171892,190.691803,303.7394104
28 03 2018 08:50,3.661041021,72.11133124,186.6360931,86.31639099
28 03 2018 09:00,2.383616924,0,213.9514008,15.25294018
28 03 2018 09:10,2.171231031,0,338.2426147,0
28 03 2018 09:20,2.409401894,0,352.1047974,0
28 03 2018 09:30,2.101525068,0,355.8460999,0
28 03 2018 09:40,2.607820034,0,355.2164001,0
28 03 2018 09:50,2.180624962,0,353.8875122,0
28 03 2018 10:00,2.961534023,0,346.810791,0
28 03 2018 10:10,2.707993031,0,345.0963135,0
28 03 2018 10:20,2.679053068,0,351.557312,0
28 03 2018 10:30,2.650068045,0,356.1890869,0
28 03 2018 10:40,1.914674997,0,350.4910889,0
28 03 2018 10:50,2.099397898,0,3.203929901,0
28 03 2018 11:00,2.504641056,0,4.54556179,0
28 03 2018 11:10,2.330838919,0,349.9213867,0
28 03 2018 11:20,2.636040926,0,1.39921999,0
28 03 2018 11:30,3.482392073,50.05271527,9.972579002,0
28 03 2018 11:40,3.661001921,72.1059446,6.326957226,0
28 03 2018 11:50,3.630259991,67.94653217,9.645897865,0
28 03 2018 12:00,3.231734991,27.7116082,359.707489,0
28 03 2018 12:10,3.484349966,50.26679008,4.589081764,0
28 03 2018 12:20,3.675453901,74.11356266,357.8164978,0
28 03 2018 12:30,3.218399048,26.80462106,17.42617035,0
28 03 2018 12:40,3.013626099,16.4508888,20.69813919,0
28 03 2018 12:50,3.168891907,23.68649911,20.62260056,0
28 03 2018 13:00,3.168301105,23.65165634,1.25120604,0
28 03 2018 13:10,3.85581398,101.9794528,356.0372925,0
28 03 2018 13:20,3.330463886,35.31135477,7.862868786,0
28 03 2018 13:30,3.0680089,18.54630162,6.485050201,0
28 03 2018 13:40,4.931337833,319.3090132,0,0
28 03 2018 13:50,5.511659145,472.3601224,27.25053024,0
28 03 2018 14:00,6.868731022,957.9745729,45.17678833,0
28 03 2018 14:10,5.879117966,584.9623355,31.98817062,313.1075134
28 03 2018 14:20,5.470864773,460.65755,45.41191864,338.8400879
28 03 2018 14:30,6.279565811,722.431353,42.77404022,550.2623291
28 03 2018 14:40,6.107420921,660.8285234,53.78646088,522.229126
28 03 2018 14:50,6.667238235,872.9775587,57.09431839,663.6663208
28 03 2018 15:00,6.482728004,799.2512954,63.04814148,619.7692871
28 03 2018 15:10,6.995688915,1014.049288,55.89159012,695.9697876
28 03 2018 15:20,6.966031075,1000.770229,62.48443985,818.9887695
28 03 2018 15:30,6.17383194,684.2179043,52.62398911,578.6154175
28 03 2018 15:40,5.941700935,605.4974843,43.64226913,515.8787842
28 03 2018 15:50,6.614851952,851.6541093,46.89313126,847.7523193
28 03 2018 16:00,6.610367775,849.8433986,49.55878067,853.6043701
28 03 2018 16:10,6.975199223,1004.86335,54.43859863,1010.36499
28 03 2018 16:20,7.2223382,1119.301923,51.49946976,1124.245972
28 03 2018 16:30,6.802435875,929.477765,44.57217026,958.3209839
28 03 2018 16:40,7.434595108,1224.294568,52.1424408,1224.073975
28 03 2018 16:50,6.996891022,1014.589866,55.1232605,969.8621216
28 03 2018 17:00,7.122569084,1072.132842,52.74010086,1042.328979
28 03 2018 17:10,7.600391865,1310.141441,54.22460175,1431.593018
28 03 2018 17:20,8.527911186,1845.233148,52.30484009,1799.347046
28 03 2018 17:30,7.970703125,1513.264446,57.7914505,1458.552002
28 03 2018 17:40,8.592623711,1885.411392,52.69028091,1781.234985
28 03 2018 17:50,8.030177116,1547.324995,50.47999954,1559.156006
28 03 2018 18:00,9.341995239,2366.374866,39.61986923,2407.635986
28 03 2018 18:10,10.32071972,2975.924627,39.87878036,2831.221924
28 03 2018 18:20,9.64869976,2553.597943,44.28820038,2504.572998
28 03 2018 18:30,8.674061775,1936.365157,40.60391998,2018.215942
28 03 2018 18:40,8.6774683,1938.50557,42.07247162,1919.81604
28 03 2018 18:50,8.759539604,1990.280064,44.49641037,2037.088989
28 03 2018 19:00,9.122253418,2223.082455,36.91682053,2267.040039
28 03 2018 19:10,9.681131363,2577.355417,42.83985138,2456.384033
28 03 2018 19:20,9.403029442,2406.359157,47.03686142,2370.270996
28 03 2018 19:30,9.116333961,2219.240856,45.60440826,2273.623047
28 03 2018 19:40,9.062962532,2184.657067,45.1794281,2289.74707
28 03 2018 19:50,8.707699776,1957.531384,40.57542038,2099.724121
28 03 2018 20:00,9.724539757,2608.584304,43.96654892,2539.248047
28 03 2018 20:10,8.903130531,2081.740235,41.27095032,2182.429932
28 03 2018 20:20,9.348983765,2370.949991,46.8579483,2291.552002
28 03 2018 20:30,9.318762779,2351.171925,50.53348923,2250.832031
28 03 2018 20:40,8.650276184,1921.439837,49.64757156,2033.737061
28 03 2018 20:50,9.289930344,2332.319255,52.36429977,2253.558105
28 03 2018 21:00,8.48177433,1816.766567,47.76805878,1935.967041
28 03 2018 21:10,8.555084229,1862.069338,36.80596924,2125.916992
28 03 2018 21:20,8.056070328,1562.267548,39.72546005,1718.665039
28 03 2018 21:30,7.877386093,1460.582041,37.13682938,1556.616943
28 03 2018 21:40,8.641267776,1915.796282,37.58340073,1939.134033
28 03 2018 21:50,9.070087433,2189.268169,41.16878128,2142.470947
28 03 2018 22:00,9.853143692,2697.357716,37.51720047,2574.593018
28 03 2018 22:10,10.58222961,3104.098346,42.09238815,2867.167969
28 03 2018 22:20,9.759034157,2632.940677,38.45352936,2644.090088
28 03 2018 22:30,10.0343504,2813.27583,38.08769989,2846.11792
28 03 2018 22:40,10.05926991,2828.407152,38.72502899,2779.809082
28 03 2018 22:50,10.26136017,2944.189948,37.44128036,2977.206055
28 03 2018 23:00,11.12543011,3314.952785,42.11658096,3113.003906
28 03 2018 23:10,9.654511452,2557.882204,41.5334816,2446.26001
28 03 2018 23:20,9.795295715,2658.111182,33.17649841,2595.543945
28 03 2018 23:30,10.13335991,2872.272471,35.93040848,2889.480957
28 03 2018 23:40,9.616941452,2529.977063,33.09263992,2710.829102
28 03 2018 23:50,9.5810709,2502.868834,31.62883949,2640.172119
29 03 2018 00:00,10.47362995,3053.121476,32.13315964,2941.866943
29 03 2018 00:10,10.63183022,3126.35182,28.50695992,3052.604004
29 03 2018 00:20,9.76603508,2637.834754,27.88163948,2551.355957
29 03 2018 00:30,10.05350018,2824.920779,26.54516983,2866.97998
29 03 2018 00:40,10.5408802,3085.05708,27.23551941,3022.580078
29 03 2018 00:50,10.18297005,2900.719729,24.36721039,2974.092041
29 03 2018 01:00,10.78306007,3190.346256,25.06937981,3004.938965
29 03 2018 01:10,11.16022015,3326.125397,25.20480919,3236.758057
29 03 2018 01:20,11.37889004,3390.433612,25.29627037,3255.792969
29 03 2018 01:30,11.04986954,3289.76663,26.01766014,3140.845947
29 03 2018 01:40,10.3274498,2979.459307,25.2012291,2807.279053
29 03 2018 01:50,10.42455959,3029.050544,25.77861977,2937.062012
29 03 2018 02:00,10.70998955,3160.140958,22.36174011,3331.410889
29 03 2018 02:10,10.76663017,3183.669493,23.72635078,3205.249023
29 03 2018 02:20,11.38799,3392.894342,22.96999931,3487.467041
29 03 2018 02:30,11.5299902,3429.143105,23.28903008,3534.530029
29 03 2018 02:40,11.2132597,3342.653091,25.52890015,3243.927979
29 03 2018 02:50,11.43595982,3405.589096,22.68535042,3385.589111
29 03 2018 03:00,11.07262039,3297.483849,21.15867996,3475.940918
29 03 2018 03:10,11.90054035,3505.629928,21.58898926,3561.068115
29 03 2018 03:20,11.47103024,3414.578338,20.80474091,3496.099121
29 03 2018 03:30,12.81951046,3595.359327,19.05677032,3596.336914
29 03 2018 03:40,13.90713024,3600,18.5837307,3603.824951
29 03 2018 03:50,13.37034035,3600,18.48681068,3598.35498
29 03 2018 04:00,12.90517998,3597.164676,20.10548973,3568.562988
29 03 2018 04:10,13.5363903,3600,17.6922493,3601.531982
29 03 2018 04:20,13.07363033,3600,19.26542091,3586.375
29 03 2018 04:30,12.66956997,3589.632204,20.06200027,3523.371094
29 03 2018 04:40,10.56075001,3094.263054,19.79150963,2989.249023
29 03 2018 04:50,11.66602993,3460.184963,20.85576057,3360.89209
29 03 2018 05:00,11.81665993,3490.517058,20.07747078,3352.7229
29 03 2018 05:10,12.51049042,3579.907771,19.26415062,3570.621094
29 03 2018 05:20,12.35112953,3566.29213,19.87084961,3520.266113
29 03 2018 05:30,12.18610001,3547.969004,21.3535099,3440.156006
29 03 2018 05:40,11.7227602,3472.097962,23.26613998,3225.667969
29 03 2018 05:50,11.33796978,3379.159332,22.92779922,2975.332031
29 03 2018 06:00,10.56764984,3097.435578,21.60784912,2809.02002
29 03 2018 06:10,10.18192005,2900.125228,18.97891998,2753.059082
29 03 2018 06:20,11.75471973,3478.547409,17.84898949,3329.344971
29 03 2018 06:30,10.95370007,3255.848847,18.06287956,3002.601074
29 03 2018 06:40,12.05897999,3530.825062,16.3522892,3275.931885
29 03 2018 06:50,11.38599968,3392.357576,16.48028946,3174.774902
29 03 2018 07:00,10.22465992,2924.061804,18.54894066,2711.218994
29 03 2018 07:10,10.61483002,3118.796231,17.49032021,2792.905029
29 03 2018 07:20,9.653515816,2557.149079,16.14705086,2533.207031
29 03 2018 07:30,9.690437317,2584.104977,16.48628998,2543.85791
29 03 2018 07:40,9.738975525,2618.826576,18.32951927,2439.469971
29 03 2018 07:50,8.818784714,2027.888621,14.92901039,2281.25708
29 03 2018 08:00,8.209223747,1651.989418,10.18216991,1923.640015
29 03 2018 08:10,8.273358345,1690.205984,9.24268055,1869.703003
29 03 2018 08:20,8.819712639,2028.47914,9.354195595,2215.508057
29 03 2018 08:30,10.62884045,3125.028429,9.842271805,2944.386963
29 03 2018 08:40,10.10472012,2855.513902,10.66629028,2710.049072
29 03 2018 08:50,9.76999855,2640.598131,9.319295883,2566.256104
29 03 2018 09:00,8.94431591,2108.157354,8.597492218,2238.062988
29 03 2018 09:10,9.522047043,2457.26008,7.178713799,2464.388916
29 03 2018 09:20,10.21111965,2916.536608,5.592999935,2867.499023
29 03 2018 09:30,9.409682274,2410.720974,6.030840874,2512.553955
29 03 2018 09:40,10.39299011,3013.216299,5.743851185,2866.749023
29 03 2018 09:50,10.58220959,3104.089232,8.997444153,2975.6521
29 03 2018 10:00,10.66744041,3141.938574,8.320332527,3124.010986
29 03 2018 10:10,10.52544975,3077.83603,7.220796108,3127.695068
29 03 2018 10:20,11.07522964,3298.361514,9.470549583,3207.012939
29 03 2018 10:30,10.97974968,3265.245304,9.827317238,3125.98291
29 03 2018 10:40,9.756270409,2631.004086,6.563476086,2663.215088
29 03 2018 10:50,10.79782009,3196.288099,3.902323961,3035.935059
29 03 2018 11:00,10.2381897,2931.527697,5.391111851,2923.564941
