User ID,Location,Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Marketing Interaction,Pricing Plan,Incentive Participation,Engagement Rate,Energy Usage Reduction (%)
User_237,Loc_1,51,5,456,12,15.2,11,17,False,Dynamic Pricing,False,0.9057567906364479,12.49401338813216
User_238,Loc_4,34,1,312,19,10.4,9,12,False,Dynamic Pricing,False,0.9750871697076813,5.6508172732488715
User_239,Loc_5,54,4,161,43,5.366666666666666,13,10,True,Dynamic Pricing,True,0.23228965409645264,13.832310880856909
User_240,Loc_5,42,3,148,34,4.933333333333334,8,13,True,Flat Rate,True,0.8812975456140917,11.044515135447
User_241,Loc_3,55,1,226,44,7.533333333333333,6,17,True,Flat Rate,True,0.32825508927733704,21.08198282011719
User_242,Loc_1,29,1,322,25,10.733333333333333,14,18,False,Flat Rate,True,0.11284054451688441,17.62498094040096
User_243,Loc_1,40,3,378,11,12.6,9,14,False,Dynamic Pricing,True,0.8700249255201656,21.807774395218537
User_244,Loc_3,59,1,393,33,13.1,4,8,True,Dynamic Pricing,False,0.6361056346436186,4.978870495937455
User_245,Loc_3,39,4,383,19,12.766666666666667,7,7,False,Dynamic Pricing,False,0.16473089608106173,6.488764572701324
User_246,Loc_3,38,5,376,47,12.533333333333333,14,19,False,Flat Rate,True,0.42983125751300255,21.161634785265345
User_247,Loc_4,44,1,206,31,6.866666666666666,1,0,True,Dynamic Pricing,True,0.28725769487706765,6.778549614414375
User_248,Loc_1,48,4,245,35,8.166666666666666,6,3,True,Flat Rate,True,0.736794568710197,21.557878805114456
User_249,Loc_4,23,2,198,48,6.6,14,13,False,Flat Rate,False,0.45341623062426806,16.06609147036067
User_250,Loc_3,44,4,474,36,15.8,3,1,False,Dynamic Pricing,False,0.989279945106385,17.94596991499477
User_251,Loc_1,57,5,172,38,5.733333333333333,8,15,False,Dynamic Pricing,False,0.05474498225959512,10.364366312718548
User_252,Loc_4,51,4,221,47,7.366666666666666,11,2,True,Flat Rate,True,0.3550152661362467,15.540847858557544
User_253,Loc_4,29,3,129,29,4.3,0,7,True,Flat Rate,True,0.4819001671099774,14.195384226449805
User_254,Loc_3,62,5,287,36,9.566666666666666,6,5,True,Flat Rate,True,0.5031335547483198,25.672695744072286
User_255,Loc_1,24,2,463,29,15.433333333333334,5,15,False,Dynamic Pricing,True,0.3159358223856368,11.848758310785875
User_256,Loc_3,27,3,453,28,15.1,7,15,False,Dynamic Pricing,False,0.729240249097568,18.895001604204236
User_257,Loc_1,62,4,387,29,12.9,4,6,True,Dynamic Pricing,True,0.8747470734889747,19.501888067670556
User_258,Loc_5,34,5,294,44,9.8,14,12,False,Dynamic Pricing,True,0.938719301977863,16.796884597979926
User_259,Loc_2,43,2,255,11,8.5,0,12,True,Dynamic Pricing,True,0.8050933767995262,30.80674783777608
User_260,Loc_2,38,3,271,39,9.033333333333333,0,4,False,Dynamic Pricing,False,0.8505801973065994,0.48781986220193474
User_261,Loc_2,45,2,434,43,14.466666666666667,8,19,True,Flat Rate,False,0.5505453006199955,11.628497897381742
User_262,Loc_3,63,4,140,31,4.666666666666667,14,17,False,Flat Rate,True,0.8258882264268146,24.936771503972537
User_263,Loc_5,19,2,162,12,5.4,9,14,False,Flat Rate,False,0.3035039091479522,4.3864080242276415
User_264,Loc_1,60,1,122,15,4.066666666666666,5,17,True,Dynamic Pricing,False,0.3984787621092144,8.577748627004212
User_265,Loc_4,18,3,459,24,15.3,9,1,True,Flat Rate,False,0.3169130138185443,13.045280118875404
User_266,Loc_1,68,2,174,36,5.8,4,9,True,Dynamic Pricing,False,0.46738733544792543,14.54262393763855
User_267,Loc_4,53,4,147,19,4.9,14,12,True,Dynamic Pricing,False,0.28557961623863637,0.014337174131595631
User_268,Loc_1,68,4,259,18,8.633333333333333,0,17,True,Flat Rate,True,0.9616114422544468,25.106734947262662
User_269,Loc_5,43,2,412,42,13.733333333333333,5,14,False,Dynamic Pricing,True,0.31284462800566815,13.358207855034129
User_270,Loc_4,46,4,217,41,7.233333333333333,5,11,True,Flat Rate,True,0.09804453811093983,10.937061796410957
User_271,Loc_3,38,5,199,15,6.633333333333334,2,14,True,Flat Rate,False,0.5268171660504134,5.269468913876965
User_272,Loc_1,28,5,479,45,15.966666666666667,12,12,True,Dynamic Pricing,False,0.057099078445176366,0.7564027310407062
User_273,Loc_1,57,5,266,11,8.866666666666667,7,17,True,Flat Rate,False,0.11054316630858052,2.4610424718064983
User_274,Loc_4,28,1,389,38,12.966666666666667,13,14,True,Flat Rate,False,0.2193893891962463,19.72699845888324
User_275,Loc_3,53,2,255,13,8.5,14,10,False,Flat Rate,True,0.4643502498821417,21.22449444151408
User_276,Loc_3,66,1,106,10,3.533333333333333,0,18,True,Flat Rate,True,0.4332509323090279,14.172526040321358
User_277,Loc_5,56,4,295,28,9.833333333333334,0,2,True,Dynamic Pricing,True,0.7996918620027912,15.553392936544451
User_278,Loc_3,57,1,155,35,5.166666666666667,5,6,True,Flat Rate,True,0.7394746538841134,23.537675419004895
User_279,Loc_3,52,4,420,34,14.0,9,13,False,Flat Rate,True,0.4263182939907013,29.769982511911373
User_280,Loc_3,51,4,292,19,9.733333333333333,12,13,False,Flat Rate,True,0.3337042075756299,10.544137719582615
User_281,Loc_2,64,3,146,24,4.866666666666666,0,12,True,Dynamic Pricing,False,0.3164687840614986,0.4181902467046994
User_282,Loc_5,41,5,247,31,8.233333333333333,5,11,True,Flat Rate,False,0.773995087294009,4.461800368907117
User_283,Loc_1,39,4,374,30,12.466666666666667,0,8,False,Dynamic Pricing,True,0.05207240622126974,10.149833062087342
User_284,Loc_4,22,3,256,31,8.533333333333333,13,0,False,Flat Rate,False,0.012821649510605826,2.0678987326008302
User_285,Loc_1,50,5,301,45,10.033333333333333,12,18,False,Flat Rate,True,0.795544391926648,17.092822904832154
User_286,Loc_5,53,4,225,43,7.5,5,10,True,Flat Rate,True,0.4771463759890493,16.144579352387282
User_287,Loc_4,64,4,494,39,16.466666666666665,2,18,True,Dynamic Pricing,False,0.13088113855357597,10.318917570508468
User_288,Loc_5,37,1,404,34,13.466666666666667,13,17,False,Dynamic Pricing,True,0.23556593459450126,15.931698606027222
User_289,Loc_3,36,1,468,37,15.6,13,11,True,Dynamic Pricing,True,0.9325039530973825,27.383165703760316
User_290,Loc_4,52,5,393,10,13.1,14,0,False,Dynamic Pricing,True,0.859502975624898,28.889412775660734
User_291,Loc_3,69,4,163,13,5.433333333333334,7,18,False,Dynamic Pricing,False,0.7097850502239725,11.33612210020932
User_292,Loc_1,60,2,424,16,14.133333333333333,12,19,False,Dynamic Pricing,False,0.48222523033732656,7.088479839747723
User_293,Loc_1,34,1,491,18,16.366666666666667,14,16,True,Flat Rate,False,0.5203236261913857,7.622937640694712
User_294,Loc_4,62,5,275,45,9.166666666666666,5,4,False,Dynamic Pricing,False,0.9752445352839586,8.237045662889939
User_295,Loc_4,60,4,215,28,7.166666666666667,12,2,False,Flat Rate,True,0.9657704438842871,20.275070281059456
User_296,Loc_5,51,4,303,10,10.1,10,1,True,Dynamic Pricing,False,0.21526904578583428,9.032779910376759
User_297,Loc_5,26,2,420,19,14.0,12,2,False,Dynamic Pricing,False,0.8111045663053181,17.13459893011795
User_298,Loc_3,43,5,130,45,4.333333333333333,0,7,True,Dynamic Pricing,False,0.1972426661670168,18.88189571860729
User_299,Loc_4,19,4,487,18,16.233333333333334,14,15,False,Flat Rate,True,0.2135374778839514,15.008980364201006
User_300,Loc_1,26,1,212,41,7.066666666666666,4,5,True,Dynamic Pricing,False,0.6760930341645768,11.213889627513602
User_301,Loc_5,26,2,464,41,15.466666666666667,7,12,False,Dynamic Pricing,False,0.4050010985875484,1.9011307366512886
User_302,Loc_5,57,5,424,15,14.133333333333333,2,15,False,Flat Rate,True,0.9315444071065202,12.439821013257282
User_303,Loc_1,34,2,475,47,15.833333333333334,11,15,False,Flat Rate,True,0.08900973489600883,17.376319340068633
User_304,Loc_5,18,1,443,26,14.766666666666667,5,2,False,Flat Rate,True,0.511525640809493,16.328215008959006
User_305,Loc_3,42,5,166,19,5.533333333333333,4,12,False,Flat Rate,True,0.9185215304431212,27.646571758122267
User_306,Loc_4,60,2,174,36,5.8,5,13,True,Dynamic Pricing,False,0.9041136604795051,3.1657251211819615
User_307,Loc_1,57,3,144,44,4.8,9,7,True,Flat Rate,True,0.15652921341574122,14.532020369449596
User_308,Loc_4,59,1,359,30,11.966666666666667,0,11,False,Dynamic Pricing,False,0.36663770009645646,12.113984809197513
User_309,Loc_5,42,1,253,34,8.433333333333334,6,7,False,Dynamic Pricing,False,0.6191214000466962,13.837278163216888
User_310,Loc_5,56,1,254,37,8.466666666666667,8,8,False,Flat Rate,False,0.15939488477140218,7.661387394530134
User_311,Loc_1,52,3,462,24,15.4,1,0,True,Dynamic Pricing,False,0.9680221720457387,17.381981374494572
User_312,Loc_3,20,3,333,13,11.1,9,5,True,Flat Rate,False,0.9147493287276603,11.36638302155851
User_313,Loc_2,67,4,150,38,5.0,14,18,False,Dynamic Pricing,True,0.16695017903446918,22.326454894230608
User_314,Loc_1,54,2,405,18,13.5,4,10,True,Flat Rate,False,0.12115546126098542,1.3448126810407324
User_315,Loc_2,61,4,361,36,12.033333333333333,9,10,False,Flat Rate,False,0.0854084828082653,9.293789368903301
User_316,Loc_2,61,2,414,35,13.8,3,12,False,Flat Rate,False,0.9094436640366311,16.414716816314606
User_317,Loc_3,68,3,224,28,7.466666666666667,5,10,False,Flat Rate,True,0.1936238097954608,24.61536665576361
User_318,Loc_2,47,3,498,37,16.6,5,17,True,Flat Rate,False,0.4162849285443547,16.643249074582368
User_319,Loc_2,55,4,344,26,11.466666666666667,10,14,False,Flat Rate,False,0.448851365652003,9.880233411986111
User_320,Loc_3,51,5,129,29,4.3,1,0,False,Dynamic Pricing,True,0.5990110442135675,11.759526541694116
User_321,Loc_2,29,4,221,49,7.366666666666666,1,6,False,Dynamic Pricing,False,0.07173534374742496,0.2727969167176214
User_322,Loc_2,36,2,224,48,7.466666666666667,3,12,True,Dynamic Pricing,False,0.22675861740051595,6.064390934371824
User_323,Loc_2,54,4,136,32,4.533333333333333,0,11,True,Flat Rate,True,0.931490386918926,23.6627716568716
User_324,Loc_1,61,1,269,41,8.966666666666667,8,17,True,Dynamic Pricing,False,0.9084101072685695,15.805198078833875
User_325,Loc_1,66,2,223,42,7.433333333333334,13,18,False,Flat Rate,False,0.7812906474056922,5.915056692406589
User_326,Loc_1,34,2,456,14,15.2,13,14,True,Dynamic Pricing,False,0.019401245618215435,9.913078417664941
User_327,Loc_3,27,5,134,43,4.466666666666667,12,7,False,Dynamic Pricing,False,0.3270067684961021,8.422378088681633
User_328,Loc_5,66,3,186,49,6.2,6,18,True,Flat Rate,False,0.6279587353429078,8.210455687028556
User_329,Loc_2,64,2,233,20,7.766666666666667,11,9,False,Dynamic Pricing,True,0.2751902117734757,10.271881068561473
User_330,Loc_2,29,3,295,12,9.833333333333334,6,6,True,Dynamic Pricing,True,0.9095866950537773,13.470357497674904
User_331,Loc_3,33,4,373,42,12.433333333333334,14,17,False,Dynamic Pricing,True,0.6338894618324419,15.154065957144356
User_332,Loc_2,41,1,300,20,10.0,2,15,True,Flat Rate,False,0.0719067173164456,1.106647743266922
User_333,Loc_1,36,5,468,25,15.6,14,19,True,Dynamic Pricing,False,0.909005588835703,3.962614836471541
User_334,Loc_5,25,3,384,27,12.8,10,5,True,Flat Rate,False,0.9577666581762225,0.18401795250758912
User_335,Loc_4,48,2,176,39,5.866666666666666,14,8,False,Dynamic Pricing,True,0.07771241839172549,23.70141197955083
User_336,Loc_2,38,3,158,19,5.266666666666667,11,12,True,Dynamic Pricing,False,0.5323602348613149,6.327508147753658
User_337,Loc_1,34,2,225,27,7.5,2,7,True,Dynamic Pricing,False,0.30336428221417044,19.462894228538172
User_338,Loc_4,40,3,208,47,6.933333333333334,0,15,True,Dynamic Pricing,False,0.39283907648140237,3.874341015525957
User_339,Loc_5,54,2,323,28,10.766666666666667,2,12,True,Flat Rate,True,0.1796512179553419,17.572146238455748
User_340,Loc_4,33,4,377,45,12.566666666666666,2,12,False,Dynamic Pricing,True,0.5780721020124125,18.647629193019508
User_341,Loc_1,23,2,167,22,5.566666666666666,3,16,True,Flat Rate,False,0.9579793532488906,0.1690299212492108
User_342,Loc_4,25,2,168,12,5.6,3,19,False,Flat Rate,False,0.503072600271609,16.78415906078918
User_343,Loc_3,42,1,264,19,8.8,2,4,False,Dynamic Pricing,False,0.08291458139448116,0.6398892028864944
User_344,Loc_4,35,2,404,47,13.466666666666667,9,16,False,Dynamic Pricing,True,0.6200013334774084,30.5187147673952
User_345,Loc_2,42,1,496,10,16.533333333333335,11,8,False,Flat Rate,True,0.34022299445125703,22.885082821438218
User_346,Loc_2,29,5,261,36,8.7,7,1,True,Flat Rate,True,0.8559251895912978,24.95694937577108
User_347,Loc_3,32,1,464,17,15.466666666666667,7,17,False,Dynamic Pricing,False,0.4346781483164702,10.871911498225842
User_348,Loc_1,43,4,441,26,14.7,12,8,False,Dynamic Pricing,True,0.1928396089422456,19.024400760598873
User_349,Loc_2,58,1,408,18,13.6,12,5,False,Dynamic Pricing,False,0.19110562269114495,7.7410002386977395
User_350,Loc_5,62,5,478,15,15.933333333333334,0,10,False,Dynamic Pricing,False,0.7687641807211604,12.94444566795711
User_351,Loc_2,43,4,442,34,14.733333333333333,6,5,True,Dynamic Pricing,True,0.2655875983073599,8.038368496998523
User_352,Loc_2,64,3,486,48,16.2,10,5,True,Flat Rate,False,0.767233394159223,1.0809525469945314
User_353,Loc_1,49,3,141,37,4.7,1,12,False,Dynamic Pricing,True,0.20588731076659939,18.573749372810525
User_354,Loc_4,27,1,453,42,15.1,0,10,False,Dynamic Pricing,False,0.3216863687013094,10.9924460221207
User_355,Loc_2,33,1,208,46,6.933333333333334,2,13,False,Flat Rate,False,0.4654869724396994,17.75635280671638
User_356,Loc_3,24,5,150,18,5.0,3,1,True,Dynamic Pricing,True,0.9431958496934507,15.19754181388963
User_357,Loc_4,34,5,349,27,11.633333333333333,12,7,True,Dynamic Pricing,False,0.9317314247538246,16.452958543877788
User_358,Loc_5,40,2,440,30,14.666666666666666,5,2,True,Flat Rate,False,0.2068718754222878,4.200946745841392
User_359,Loc_1,43,5,482,11,16.066666666666666,9,2,True,Dynamic Pricing,False,0.3582190412430728,7.881672970200637
User_360,Loc_5,38,2,120,47,4.0,13,0,True,Flat Rate,False,0.14939938845377232,6.332048696548258
User_361,Loc_4,39,4,399,49,13.3,4,18,False,Dynamic Pricing,False,0.5099850793134971,8.00310545730798
User_362,Loc_4,24,1,238,45,7.933333333333334,14,17,True,Dynamic Pricing,False,0.4605825506946666,3.009909961451711
User_363,Loc_4,31,4,458,46,15.266666666666667,14,16,True,Dynamic Pricing,False,0.9007601624507324,10.0714014880711
User_364,Loc_5,32,5,423,24,14.1,13,19,False,Flat Rate,False,0.9300053777910726,16.032851796627344
User_365,Loc_4,24,4,484,37,16.133333333333333,3,12,True,Flat Rate,True,0.3835673910072921,18.769150354993553
User_366,Loc_5,26,4,191,27,6.366666666666666,7,2,True,Flat Rate,True,0.49173794301898943,14.909275067194404
User_367,Loc_4,68,4,379,43,12.633333333333333,10,0,True,Flat Rate,False,0.8962362491461331,16.975351705626284
User_368,Loc_3,65,5,224,31,7.466666666666667,11,3,False,Dynamic Pricing,False,0.8067078077450615,14.121162292760616
User_369,Loc_4,25,4,496,20,16.533333333333335,13,12,True,Flat Rate,True,0.0036563113446492768,20.59494165632519
User_370,Loc_5,67,2,210,22,7.0,3,16,False,Flat Rate,False,0.3200595641835825,5.153912963783593
User_371,Loc_2,40,5,453,13,15.1,12,10,False,Flat Rate,True,0.4217742419361259,32.13210792399815
User_372,Loc_4,46,4,238,31,7.933333333333334,9,1,True,Dynamic Pricing,True,0.22971628368323171,20.191244766655174
User_373,Loc_2,35,5,372,16,12.4,11,15,True,Dynamic Pricing,True,0.19957161589593875,18.5487943814621
User_374,Loc_3,48,3,198,33,6.6,12,1,True,Flat Rate,False,0.03778450659567967,5.382395052760208
User_375,Loc_1,47,2,351,13,11.7,1,18,True,Flat Rate,False,0.6433697250697605,16.06266177872492
User_376,Loc_3,69,4,437,37,14.566666666666666,14,18,False,Dynamic Pricing,False,0.26251029048316565,0.8829112417491092
User_377,Loc_4,56,3,203,24,6.766666666666667,2,15,True,Flat Rate,True,0.05234717843131309,31.109681911094846
User_378,Loc_2,52,3,313,10,10.433333333333334,5,18,False,Flat Rate,True,0.23097931052806364,13.987065946458316
User_379,Loc_2,35,5,348,12,11.6,7,8,False,Flat Rate,True,0.8019139528361265,27.20858437819457
User_380,Loc_5,59,3,251,23,8.366666666666667,7,0,False,Flat Rate,False,0.8514891816465466,7.895506335433657
User_381,Loc_2,56,2,349,47,11.633333333333333,14,9,False,Dynamic Pricing,True,0.48306624519330266,24.708463850578227
User_382,Loc_5,34,2,374,10,12.466666666666667,10,18,False,Dynamic Pricing,True,0.41607067040868617,29.93591722354852
User_383,Loc_1,31,1,264,47,8.8,14,0,True,Dynamic Pricing,False,0.9778536935017818,8.258223791784264
User_384,Loc_4,48,2,440,47,14.666666666666666,8,1,False,Flat Rate,True,0.2005646595880699,24.47450322430143
User_385,Loc_5,41,3,107,30,3.566666666666667,6,15,False,Flat Rate,True,0.21535928285460848,8.14239087544189
User_386,Loc_1,52,2,383,38,12.766666666666667,12,11,True,Dynamic Pricing,False,0.29186717703639975,0.04694947734906307
User_387,Loc_2,61,5,104,14,3.466666666666667,1,7,True,Dynamic Pricing,False,0.1727573182810873,4.895997460034518
User_388,Loc_2,62,1,244,19,8.133333333333333,7,17,False,Dynamic Pricing,True,0.3793655982041866,23.752468814568076
User_389,Loc_1,51,3,200,37,6.666666666666667,6,1,False,Flat Rate,False,0.9108342269897538,2.425297867182734
User_390,Loc_2,20,1,263,30,8.766666666666667,7,12,True,Dynamic Pricing,True,0.6153478406285743,11.713074968914345
User_391,Loc_1,54,3,473,16,15.766666666666667,11,5,False,Flat Rate,False,0.41194654861226365,8.219212160718065
User_392,Loc_5,60,5,246,12,8.2,2,5,True,Flat Rate,True,0.9344107945712148,23.227450157299113
User_393,Loc_5,57,1,163,29,5.433333333333334,6,8,True,Dynamic Pricing,False,0.04846423247582232,14.24143984495861
User_394,Loc_1,43,4,190,28,6.333333333333333,9,15,False,Dynamic Pricing,True,0.21027617790186137,14.721162447936635
User_395,Loc_5,40,3,216,44,7.2,12,10,True,Flat Rate,False,0.565888605101759,1.591762947440849
User_396,Loc_5,61,4,453,13,15.1,8,6,False,Dynamic Pricing,False,0.6155526231931792,18.807940678910885
User_397,Loc_5,56,1,366,14,12.2,2,9,False,Dynamic Pricing,False,0.03955750656261314,5.213327651242034
User_398,Loc_3,32,4,409,10,13.633333333333333,13,9,False,Flat Rate,False,0.4030387579071322,17.066929952174476
User_399,Loc_4,66,4,272,13,9.066666666666666,9,19,True,Flat Rate,False,0.6491539648308727,17.269829009256366
User_400,Loc_2,21,1,146,21,4.866666666666666,5,17,False,Flat Rate,False,0.6980705464034016,15.450451835250888
User_401,Loc_3,46,5,239,36,7.966666666666667,1,19,True,Flat Rate,False,0.6381399025162693,3.3766721330514016
User_402,Loc_5,39,4,345,32,11.5,1,8,False,Flat Rate,True,0.32056322436092455,25.37322088161438
User_403,Loc_1,42,4,248,34,8.266666666666667,4,14,False,Dynamic Pricing,True,0.09352012359790951,22.659228472067028
User_404,Loc_5,30,5,345,30,11.5,4,3,True,Flat Rate,False,0.4271124464193341,11.934459802124342
User_405,Loc_4,35,4,494,33,16.466666666666665,12,7,False,Flat Rate,False,0.12875443736805547,6.744040703379055
User_406,Loc_5,50,4,104,34,3.466666666666667,6,8,False,Flat Rate,True,0.9476236585206671,16.34462505860367
User_407,Loc_1,33,4,283,41,9.433333333333334,11,12,True,Dynamic Pricing,True,0.47517086602262826,13.873305471481354
User_408,Loc_4,62,2,119,41,3.966666666666667,1,8,True,Flat Rate,False,0.31725917435686757,10.195141338017429
User_409,Loc_5,59,5,145,14,4.833333333333333,10,3,True,Flat Rate,True,0.7663040711189001,25.6405633451813
User_410,Loc_4,61,4,111,45,3.7,13,16,False,Flat Rate,True,0.49794859258226387,16.07944377840623
User_411,Loc_2,19,5,169,48,5.633333333333334,12,15,True,Dynamic Pricing,False,0.31003402401245006,9.507181353617371
User_412,Loc_2,52,3,116,25,3.8666666666666667,6,14,True,Flat Rate,False,0.8119677423908017,7.270289147385334
User_413,Loc_5,59,3,470,42,15.666666666666666,4,2,False,Flat Rate,False,0.867152151001122,12.820121146414024
User_414,Loc_4,51,4,246,30,8.2,13,19,True,Flat Rate,True,0.673008166288677,31.660954187322726
User_415,Loc_1,47,5,253,18,8.433333333333334,5,4,False,Dynamic Pricing,False,0.046964422407667294,3.2784052409388975
User_416,Loc_5,30,5,403,15,13.433333333333334,7,4,False,Dynamic Pricing,False,0.5663228801665321,7.6281761980624685
User_417,Loc_2,30,5,207,44,6.9,9,19,True,Dynamic Pricing,True,0.7632949119972816,16.456730153616775
User_418,Loc_2,35,2,335,48,11.166666666666666,12,14,False,Dynamic Pricing,False,0.13650301208358218,12.498875408156639
User_419,Loc_5,49,3,407,31,13.566666666666666,13,17,True,Flat Rate,True,0.22867075138460335,28.885486913219534
User_420,Loc_4,49,5,451,14,15.033333333333333,11,14,True,Flat Rate,True,0.8824951050681364,26.095757773807996
User_421,Loc_2,52,5,169,32,5.633333333333334,3,1,True,Dynamic Pricing,True,0.020121721853074037,16.34703002642909
User_422,Loc_4,56,2,282,26,9.4,12,12,True,Dynamic Pricing,True,0.752727137825976,26.74966996471305
User_423,Loc_2,63,2,349,21,11.633333333333333,6,3,False,Flat Rate,True,0.4737732925144229,14.506198341257239
User_424,Loc_2,69,5,327,32,10.9,5,9,False,Flat Rate,True,0.44677215883960686,17.113519173002405
User_425,Loc_3,46,1,201,25,6.7,9,12,True,Dynamic Pricing,False,0.0070965324948871755,1.1426543868665995
User_426,Loc_2,66,5,174,12,5.8,1,9,True,Dynamic Pricing,False,0.8193982309664928,17.875483755238896
User_427,Loc_1,46,5,315,39,10.5,14,8,False,Dynamic Pricing,False,0.35982490063656647,10.596181141401082
User_428,Loc_5,61,2,498,31,16.6,7,7,True,Dynamic Pricing,True,0.5407656313005429,24.836030253905093
User_429,Loc_5,33,2,302,18,10.066666666666666,9,2,False,Flat Rate,False,0.6773006863356594,16.63147851820905
User_430,Loc_4,61,5,291,38,9.7,8,15,True,Dynamic Pricing,True,0.7026295764379158,14.098166363612638
User_431,Loc_2,64,5,348,46,11.6,4,13,False,Dynamic Pricing,False,0.9559800588260723,0.7718312387626769
User_432,Loc_1,27,5,341,32,11.366666666666667,9,8,False,Flat Rate,True,0.5313399532366091,25.223594037067343
User_433,Loc_4,47,2,278,22,9.266666666666667,3,10,False,Flat Rate,False,0.3997195509744276,6.29866454917865
User_434,Loc_3,42,5,318,41,10.6,5,2,True,Flat Rate,True,0.9537036264917079,12.084943549214067
User_435,Loc_4,56,5,181,32,6.033333333333333,7,4,True,Flat Rate,False,0.6421102350255211,9.36922474174173
User_436,Loc_4,37,4,191,26,6.366666666666666,10,9,True,Flat Rate,True,0.2981503562765556,22.534242945327776
User_437,Loc_2,22,1,274,49,9.133333333333333,14,12,True,Dynamic Pricing,False,0.12646424540357115,0.6194120684502025
User_438,Loc_3,18,3,338,30,11.266666666666667,2,3,True,Dynamic Pricing,True,0.8425545014651813,16.417057209332455
User_439,Loc_4,47,1,359,11,11.966666666666667,9,12,False,Dynamic Pricing,False,0.36218160279415157,0.6559974855379203
User_440,Loc_1,66,4,490,46,16.333333333333332,10,11,False,Flat Rate,False,0.6604697213644312,8.40670778390998
User_441,Loc_1,20,3,464,15,15.466666666666667,10,4,False,Dynamic Pricing,False,0.47081641936589813,17.902000581324884
User_442,Loc_5,62,5,262,27,8.733333333333333,0,9,False,Flat Rate,True,0.19892977979503834,25.8175034707185
User_443,Loc_3,31,4,147,39,4.9,3,8,False,Dynamic Pricing,True,0.6016866086204651,23.705696845512076
User_444,Loc_3,47,5,428,31,14.266666666666667,14,19,False,Dynamic Pricing,True,0.06068306895068232,10.982545795428237
User_445,Loc_5,67,2,427,42,14.233333333333333,3,6,False,Flat Rate,True,0.4133424598711922,23.913439090333775
User_446,Loc_4,21,4,215,39,7.166666666666667,0,1,True,Flat Rate,True,0.546614939663671,19.620983898486678
User_447,Loc_3,35,2,436,26,14.533333333333333,8,6,False,Dynamic Pricing,False,0.43604697411857907,3.074986242058362
User_448,Loc_1,54,4,436,41,14.533333333333333,2,7,True,Dynamic Pricing,True,0.7486721752509908,26.721993272529293
User_449,Loc_1,42,4,468,23,15.6,4,6,False,Dynamic Pricing,False,0.8279249545453125,15.14938101446206
User_450,Loc_2,65,2,324,19,10.8,5,13,False,Dynamic Pricing,False,0.771243074033178,14.63410545446303
User_451,Loc_3,18,3,451,45,15.033333333333333,7,18,True,Dynamic Pricing,True,0.03881294781180211,22.51179768680481
User_452,Loc_4,63,1,427,43,14.233333333333333,5,4,False,Flat Rate,False,0.1941287704459722,4.006796421928847
User_453,Loc_5,32,5,246,18,8.2,2,17,True,Flat Rate,True,0.5366075092637743,15.707084259480876
User_454,Loc_5,26,4,162,37,5.4,5,19,False,Flat Rate,True,0.9348220404438012,25.140313755724122
User_455,Loc_4,32,5,393,20,13.1,0,11,True,Flat Rate,True,0.8349567750521169,14.928732010078619
User_456,Loc_2,66,2,422,23,14.066666666666666,3,16,False,Dynamic Pricing,False,0.8425345083518017,8.773433936060977
User_457,Loc_5,41,5,424,48,14.133333333333333,5,12,True,Dynamic Pricing,True,0.3032081937596749,27.605108346647718
User_458,Loc_3,21,2,112,28,3.7333333333333334,6,1,True,Flat Rate,True,0.42944789707870257,24.439468273048384
User_459,Loc_2,29,5,288,24,9.6,10,12,False,Dynamic Pricing,True,0.4707059473159374,23.49133255210375
User_460,Loc_3,54,1,386,37,12.866666666666667,12,6,False,Flat Rate,False,0.15737158334991042,15.843798765504902
User_461,Loc_1,54,1,307,33,10.233333333333333,10,9,True,Dynamic Pricing,True,0.031068130244456316,27.64938061927426
User_462,Loc_2,60,1,213,17,7.1,9,5,False,Dynamic Pricing,False,0.9469028994605169,13.095515025685206
User_463,Loc_5,23,1,121,18,4.033333333333333,2,2,True,Dynamic Pricing,False,0.24071258566350673,4.568517046168403
User_464,Loc_2,56,1,448,42,14.933333333333334,8,2,False,Flat Rate,True,0.2399489037236313,13.884083984486441
User_465,Loc_2,63,1,313,42,10.433333333333334,11,17,True,Flat Rate,False,0.08337905376875954,6.296823108174707
User_466,Loc_2,41,2,270,28,9.0,11,10,False,Flat Rate,False,0.9285077519437785,2.33608215467904
User_467,Loc_2,28,4,422,12,14.066666666666666,6,19,True,Flat Rate,True,0.579737114939772,15.61248736132373
User_468,Loc_3,30,5,153,19,5.1,13,4,False,Dynamic Pricing,True,0.6670368571253539,10.844088741382501
User_469,Loc_1,51,1,493,49,16.433333333333334,0,18,True,Dynamic Pricing,True,0.9115768872630525,23.883703124427043
User_470,Loc_4,42,2,397,10,13.233333333333333,1,18,True,Dynamic Pricing,False,0.3456201689007895,18.168750957445297
User_471,Loc_2,24,2,419,38,13.966666666666667,0,14,False,Dynamic Pricing,True,0.6215073111380841,16.40904773162288
User_472,Loc_5,69,2,225,43,7.5,10,15,False,Flat Rate,False,0.03879945472888746,14.405358478947912
User_473,Loc_2,21,4,376,22,12.533333333333333,8,8,True,Dynamic Pricing,False,0.18677252823112933,13.745660088262554
User_474,Loc_5,25,5,303,10,10.1,8,3,True,Dynamic Pricing,False,0.8312458050899425,1.9150839732671532
